Siruta,Localitate,Judet,procent
102641,Dragoesti,il,50.67750677506775
71723,Cernatesti,dj,50.65028901734104
108151,Giulesti,mm,50.62523683213338
72882,Izvoare,dj,50.58139534883721
32090,Varciorog,bh,50.55831265508685
130311,Ghimpeteni,ot,50.50675675675676
129898,Visina,ot,50.48543689320388
107047,Arinis,mm,50.468384074941454
126825,Dobrun,ot,50.4222972972973
88449,Bosorod,hd,50.404480398257625
80365,Glogova,gj,50.35143769968051
53345,Naidas,cs,50.34965034965035
171209,Madulari,vl,50.31905195989061
179604,Poienile Izei,mm,50.27624309392265
88047,Bacia,hd,50.25575447570333
83375,Pauleni-Ciuc,hr,50.25062656641604
102605,Dragomiresti-Vale,if,50.210783226092744
128221,Plesoiu,ot,50.206440957886045
88788,Buces,hd,50.19893899204244
174218,Voicesti,vl,50.16260162601626
59327,Savadisla,cj,50.14318442153494
27631,Bors,bh,50.05494505494506
89080,Burjuc,hd,50.0
143067,Zalha,sj,50.0
73317,Marsani,dj,49.91798797156916
74875,Cotofenii Din Fata,dj,49.810844892812106
45389,Bozioru,bz,49.74293059125964
47079,Gura Teghii,bz,49.657163478888485
126674,Dobretu,ot,49.65585054080629
114079,Vrata,mh,49.63934426229508
84825,Lupeni,hr,49.580272822665265
38544,Pomarla,bt,49.53905870936438
33881,Milas,bn,49.498997995991985
101724,Cascioarele,cl,49.47735191637631
179739,Malu,gr,49.46418499717992
44113,Surdila-Gaiseanca,br,49.43762781186094
52785,Farliug,cs,49.42450914014895
126102,Cezieni,ot,49.421128798842254
47916,Oras Nehoiu,bz,49.41559901101371
70744,Argetoaia,dj,49.411764705882355
140823,Criseni,sj,49.407718761941155
44328,Ulmu,br,49.4061757719715
34850,Sieut,bn,49.31640625
103354,Gostinu,gr,49.316005471956224
34075,Nuseni,bn,49.31330472103004
109354,Valea Chioarului,mm,49.27710843373494
71457,Calopar,dj,49.2436974789916
90725,Rachitova,hd,49.23371647509578
84923,Martinis,hr,49.22613929492692
111444,Cujmir,mh,49.21230307576894
77579,Negrilesti,gl,49.187180678123546
126772,Dobroteasa,ot,49.16067146282974
113974,Voloiac,mh,49.16030534351145
63893,Bodoc,cv,49.15422885572139
130320,Gradinile,ot,49.13722267871816
149851,Poiana Stampei,sv,49.11433172302738
4268,Dostat,ab,49.09090909090909
6547,Radesti,ab,49.07235621521336
153776,Vitanesti,tr,49.06860517946388
113625,Sisesti,mh,49.04397705544933
152993,Frumoasa,tr,49.034267912772584
113206,Pristol,mh,49.01153212520593
58204,Izvoru Crisului,cj,48.96825396825397
47854,Naeni,bz,48.91975308641975
153204,Mavrodin,tr,48.872950819672134
89856,Ilia,hd,48.86401053671386
54056,Slatina-Timis,cs,48.84920634920635
107190,Basesti,mm,48.82849109653233
127322,Icoana,ot,48.80952380952381
47417,Margaritesti,bz,48.8
130357,Osica De Jos,ot,48.72
141786,Letca,sj,48.66008462623413
152172,Botoroaga,tr,48.65071283095723
112744,Obarsia De Camp,mh,48.64677307425399
74883,Dobrotesti,dj,48.62657757980698
71260,Breasta,dj,48.61362266425557
129629,Urzica,ot,48.61271676300578
135654,Talea,ph,48.51367419738407
105909,Vedea,gr,48.51024208566108
80908,Musetesti,gj,48.507462686567166
90878,Rau De Mori,hd,48.50115295926211
71126,Bralostita,dj,48.461792920939466
172377,Popesti,vl,48.4248788368336
30648,Rabagani,bh,48.403256105197244
152252,Branceni,tr,48.397150489759575
27846,Budureasa,bh,48.35834896810506
28610,Ciuhoi,bh,48.33887043189369
135681,Tataru,ph,48.33574529667149
52758,Ezeris,cs,48.3197093551317
156035,Bogda,tm,48.25870646766169
27560,Borod,bh,48.257725180802105
169404,Danicei,vl,48.24667472793229
28941,Curatele,bh,48.230088495575224
172947,Scundu,vl,48.167202572347264
70897,Bistret,dj,48.1668773704172
149049,Horodniceni,sv,48.163841807909606
86453,Tomesti,hr,48.158508158508155
65707,Gura Foii,db,48.14225053078556
14726,Botesti,ag,48.11529933481153
104788,Rasuceni,gr,48.113755078351716
26582,Sanmartin,bh,48.10597999574377
74923,Intorsura,dj,48.099173553719005
103899,Izvoarele,gr,48.08400884303611
112548,Jiana,mh,48.0472042708626
40991,Fundata,bv,47.98136645962733
75864,Cavadinesti,gl,47.96320630749015
112334,Ilovita,mh,47.940074906367045
153339,Marzanesti,tr,47.92310332990045
154834,Tiganesti,tr,47.906976744186046
113894,Vanjulet,mh,47.896213183730715
58534,Marisel,cj,47.80526735833998
48922,Racoviteni,bz,47.80487804878049
105570,Tunari,if,47.76958201615736
74224,Silistea Crucii,dj,47.76119402985075
14673,Boteni,ag,47.67975522692504
28193,Carpinet,bh,47.64397905759162
130375,Visina Noua,ot,47.638888888888886
127411,Leleasca,ot,47.61467889908257
178046,Tamboesti,vn,47.586790855207454
28497,Cherechiu,bh,47.53018660812294
83151,Bradesti,hr,47.50911300121507
155840,Bethausen,tm,47.50453720508167
66580,Cobia,db,47.45286803048536
153124,Lisa,tr,47.443997702469844
78089,Turcinesti,gj,47.43801652892562
28077,Cabesti,bh,47.43421052631579
155145,Saelele,tr,47.42765273311897
146012,Alma,sb,47.40218088518281
112879,Patulele,mh,47.33108108108108
8014,Sugag,ab,47.25609756097561
77288,Suceveni,gl,47.22627737226277
5826,Mogos,ab,47.22222222222222
151834,Poroschia,tr,47.21383475157837
90342,Orastioara De Sus,hd,47.200878155872665
152564,Contesti,tr,47.18202589489718
110740,Breznita-Motru,mh,47.16636197440585
101617,Buturugeni,gr,47.15108834827144
31921,Uileacu De Beius,bh,47.125748502994014
57163,Ciucea,cj,47.1183800623053
76139,Cuca,gl,47.05221785513756
31333,Simian,bh,47.04336399474376
19212,Teiu,ag,47.03668861712136
129718,Vadastra,ot,47.033158813263526
153972,Saceni,tr,47.02581369248036
77561,Radesti,gl,46.94589877835951
90538,Pui,hd,46.905725853094275
118511,Neaua,ms,46.863117870722434
103194,Gaujani,gr,46.85314685314685
133866,Jugureni,ph,46.81933842239186
160476,Hamcearca,tl,46.78638941398866
84558,Joseni,hr,46.72738826519805
104136,Oras Mihailesti,gr,46.67330346772855
80043,Danciulesti,gj,46.666666666666664
76497,Gohor,gl,46.66424945612763
82396,Telesti,gj,46.65500655881067
129184,Studina,ot,46.645512239347234
72221,Dranic,dj,46.62833246210141
126326,Corbu,ot,46.572104018912526
74411,Teslui,dj,46.554621848739494
107430,Boiu Mare,mm,46.54811715481171
53247,Maureni,cs,46.53776978417266
100282,Costesti,is,46.46892655367232
142550,Salatig,sj,46.46788990825688
111275,Corcova,mh,46.432286249219885
128962,Spineni,ot,46.3489623366641
111417,Corlatel,mh,46.34858812074002
32161,Paleu,bh,46.319702602230485
51984,Ciuchici,cs,46.31578947368421
33952,Monor,bn,46.309963099631
153437,Necsesti,tr,46.27218934911242
173748,Stefanesti,vl,46.251441753171854
51332,Bautar,cs,46.228710462287104
177762,Soveja,vn,46.20573355817875
94768,Vlad Tepes,cl,46.191950464396285
28709,Campani,bh,46.17737003058104
72640,Goicea,dj,46.17706237424547
155261,Dumbravita,tm,46.166881859264045
85056,Meresti,hr,46.125461254612546
154790,Troianul,tr,46.09960334949317
85680,Sancraieni,hr,46.09227871939736
88546,Branisca,hd,46.09084139985108
154736,Traian,tr,46.0832745236415
145220,Pauca,sb,46.0702875399361
60883,Adamclisi,ct,46.02209944751381
10051,Barsa,ar,46.013513513513516
84415,Frumoasa,hr,46.011443958263214
86487,Porumbeni,hr,45.99574769666903
167286,Dodesti,vs,45.97014925373134
32195,Gepiu,bh,45.951156812339335
74073,Scaesti,dj,45.93446601941748
52062,Copacele,cs,45.928338762214985
114970,Acatari,ms,45.88986432561852
117505,Hodosa,ms,45.87525150905432
54163,Sopotu Nou,cs,45.85253456221198
52570,Dalboset,cs,45.84920030464585
6468,Posaga,ab,45.80873671782763
140627,Crasna,sj,45.803996194100854
126433,Curtisoara,ot,45.7617728531856
11307,Ignesti,ar,45.75389948006932
53639,Ramna,cs,45.749613601236476
133919,Lapos,ph,45.74944071588367
153561,Piatra,tr,45.715440582053354
74242,Sopot,dj,45.693950177935946
2309,Almasu Mare,ab,45.683802133850634
76638,Jorasti,gl,45.657015590200444
57948,Garbau,cj,45.65677966101695
65752,Petresti,db,45.635093845482324
58918,Petrestii De Jos,cj,45.596258768511305
75686,Baneasa,gl,45.57416267942584
71340,Bulzesti,dj,45.56159420289855
66526,Candesti,db,45.55798687089715
45753,Calvini,bz,45.55555555555556
44989,Balaceanu,bz,45.50517104216388
49484,Siriu,bz,45.44018949861824
10104,Barzava,ar,45.42801556420233
54537,Vermes,cs,45.42586750788644
9019,Cut,ab,45.394112060778724
15554,Ciomagesti,ag,45.34090909090909
152234,Bragadiru,tr,45.31761624099541
53853,Sichevita,cs,45.246277205040094
66223,Barbuletu,db,45.206243032329986
81415,Prigoria,gj,45.18174133558749
12288,Silindia,ar,45.175438596491226
171806,Olanu,vl,45.15728476821192
80506,Hurezani,gj,45.14637904468413
129914,Vitomiresti,ot,45.13618677042802
126022,Brancoveni,ot,45.135640785781106
125490,Draghiceni,ot,45.114754098360656
74581,Valea Stanciului,dj,45.094339622641506
12126,Socodor,ar,45.02446982055465
79656,Ciuperceni,gj,44.965411222136815
34618,Sant,bn,44.95720133978415
153936,Salcia,tr,44.937655860349125
94651,Unirea,cl,44.93449781659389
152314,Bujoru,tr,44.91349480968858
77082,Rediu,gl,44.88734835355286
115771,Bichis,ms,44.87577639751553
78016,Dragutesti,gj,44.8421052631579
140869,Cuzaplac,sj,44.83030781373323
140958,Dobrin,sj,44.82501861504095
68627,Oras Racari,db,44.80402010050251
154139,Seaca,tr,44.76744186046512
169547,Dragoesti,vl,44.76600985221675
10532,Craiva,ar,44.73913043478261
107234,Bicaz,mm,44.72681067344346
80123,Danesti,gj,44.668319900805955
43992,Silistea,br,44.61960246744346
149753,Paltinoasa,sv,44.58638743455497
152332,Buzescu,tr,44.54756380510441
142284,Pericei,sj,44.52943132690389
56568,Capusu Mare,cj,44.5226917057903
127064,Ganeasa,ot,44.52008168822328
81184,Pestisani,gj,44.50410612760581
130366,Sarbii - Magura,ot,44.437299035369776
68128,Mogosani,db,44.41609977324263
133429,Gherghita,ph,44.35537742150969
179971,Colelia,il,44.201312910284464
75338,Oras Beresti,gl,44.1967717140661
12402,Sistarovat,ar,44.178082191780824
56096,Bobalna,cj,44.17562724014337
51840,Carbunari,cs,44.1741357234315
174021,Vaideeni,vl,44.16640600563028
93664,Gradistea,cl,44.16435593647593
170097,Ghioroiu,vl,44.15807560137457
90119,Lunca Cernii De Jos,hd,44.141689373297005
14352,Beleti-Negresti,ag,44.13746630727763
84264,Dealu,hr,44.118564742589705
12509,Tarnova,ar,44.105070250458155
83197,Feliceni,hr,44.015719899964274
51387,Berliste,cs,44.0084835630965
47337,Magura,bz,43.99531341534856
60099,Vultureni,cj,43.9893143365984
90208,Luncoiu De Jos,hd,43.98395721925134
175368,Bolotesti,vn,43.982323888744475
101564,Butimanu,db,43.97394136807818
171021,Malaia,vl,43.97306397306397
8425,Vidra,ab,43.90243902439025
37850,Leorda,bt,43.87424872861766
85243,Ocland,hr,43.87031408308004
10649,Dezna,ar,43.86138613861386
151451,Ciocanesti,sv,43.845534995977474
68280,Nucet,db,43.827338129496404
11058,Halmagiu,ar,43.78378378378378
74509,Tuglui,dj,43.75767498976668
61951,Ion Corvin,ct,43.72574385510996
104118,Mihai Bravu,gr,43.723175965665234
118094,Magherani,ms,43.69114877589454
50415,Zarnesti,bz,43.681592039801
156927,Fardea,tm,43.67317425885756
86366,Zetea,hr,43.671940049958366
178910,Paulesti,vn,43.61904761904762
177101,Paltin,vn,43.60950545921644
175509,Chiojdeni,vn,43.552850027670175
85074,Mihaileni,hr,43.529411764705884
10293,Buteni,ar,43.51479722323712
84656,Lunca De Jos,hr,43.51073762838469
157834,Mosnita Noua,tm,43.501158626500946
1455,Oras Campeni,ab,43.4881087202718
82136,Stanesti,gj,43.47826086956522
27070,Abram,bh,43.45852249277755
79406,Bustuchin,gj,43.44415390362346
140672,Creaca,sj,43.435251798561154
179917,Rau Alb,db,43.430034129692835
127288,Iancu Jianu,ot,43.39783722253842
160047,Ceatalchioi,tl,43.373493975903614
2130,Albac,ab,43.35154826958106
156106,Boldur,tm,43.3502538071066
105874,Varasti,gr,43.34901625320787
179622,Grosii Tiblesului,mm,43.31770222743259
139054,Terebesti,sm,43.30110497237569
21098,Ardeoani,bc,43.28739152628892
82733,Urdari,gj,43.26434986333464
60570,Agigea,ct,43.24437030859049
169351,Daesti,vl,43.2368107893693
154996,Nenciulesti,tr,43.202099737532805
152467,Calmatuiu De Sus,tr,43.18734793187348
27757,Brusturi,bh,43.17617866004963
127536,Mihaesti,ot,43.164230438521066
29341,Dragesti,bh,43.16012725344645
62823,Saraiu,ct,43.14671814671814
86883,Ghelari,hd,43.146327356853675
152083,Blejesti,tr,43.12938816449348
15830,Corbi,ag,43.127250900360146
137675,Dorolt,sm,43.12599681020733
128178,Parscoveni,ot,43.10695404636031
74705,Verbita,dj,43.09664694280079
74842,Catane,dj,43.08243727598566
64005,Brates,cv,43.07692307692308
141580,Ileanda,sj,43.06849315068493
93441,Dorobantu,cl,43.06177260519248
58464,Margau,cj,43.05882352941177
153240,Magura,tr,43.02325581395349
14753,Bradulet,ag,42.964996568291006
104831,Roata De Jos,gr,42.94126762746009
128711,Oras Scornicesti,ot,42.929858495368016
29519,Hidiselu De Sus,bh,42.91217257318952
110535,Balacita,mh,42.90413533834587
123969,Razboieni,nt,42.89906103286385
68565,Pucheni,db,42.895989123045545
12912,Dorobanti,ar,42.857142857142854
4981,Intregalde,ab,42.857142857142854
29573,Holod,bh,42.82208588957055
140379,Buciumi,sj,42.82051282051282
145471,Sadu,sb,42.80999528524281
71607,Calarasi,dj,42.78555021925246
50564,Florica,bz,42.76061776061776
86479,Leliceni,hr,42.744656917885266
142881,Sarmasag,sj,42.71844660194175
151576,Berchisesti,sv,42.71725826193391
13935,Albota,ag,42.672540381791485
116545,Deda,ms,42.65243902439025
107975,Desesti,mm,42.646310432569976
179481,Oras Otopeni,if,42.63681255496178
62609,Pantelimon,ct,42.604387827317765
