Siruta,Localitate,Judet,procent
141027,Dragu,sj,42.60289210233593
80766,Logresti,gj,42.599620493358636
25692,Tamasi,bc,42.59708737864078
10417,Chisindia,ar,42.56951102588687
84086,Ciumani,hr,42.558459422283356
74732,Vartop,dj,42.5531914893617
22237,Dealu Morii,bc,42.527109853842525
129380,Teslui,ot,42.51439539347409
7945,Spring,ab,42.51350024545901
64826,Sanzieni,cv,42.50136836343733
142122,Mirsid,sj,42.49866524292579
32153,Tamaseu,bh,42.46171967020024
86461,Ciceu,hr,42.45446660884649
128659,Schitu,ot,42.43421052631579
52696,Dognecea,cs,42.42795830778663
81497,Rosia De Amaradia,gj,42.42671009771987
39959,Dimacheni,bt,42.40940254652302
11762,Plescuta,ar,42.38900634249472
136553,Capleni,sm,42.38884702336097
26083,Valea Seaca,bc,42.37230030853617
127750,Obarsia,ot,42.369477911646584
90663,Rapoltu Mare,hd,42.368587713742876
70637,Amarastii De Jos,dj,42.368045649072755
81380,Polovragi,gj,42.36234458259325
53210,Marga,cs,42.3463687150838
85127,Mugeni,hr,42.32093663911846
50068,Valea Salciei,bz,42.29390681003584
171628,Nicolae Balcescu,vl,42.29234675371781
93325,Dichiseni,cl,42.291666666666664
133615,Gornet-Cricov,ph,42.29050279329609
173230,Stoenesti,vl,42.285714285714285
127625,Morunglav,ot,42.281879194630875
53513,Pojejena,cs,42.26588628762542
28530,Chislaz,bh,42.254082039028276
23207,Lipova,bc,42.24480777728679
73503,Orodel,dj,42.21453287197232
45361,Boldu,bz,42.21218961625282
136768,Andrid,sm,42.20779220779221
137363,Cehal,sm,42.18629715165512
84175,Corund,hr,42.179616548940466
73629,Pielesti,dj,42.16903073286052
110232,Oras Vanju Mare,mh,42.15911463771142
89428,Dobra,hd,42.15573456079785
80560,Ionesti,gj,42.118997912317326
154380,Smardioasa,tr,42.085152838427945
130286,Balteni,ot,42.073628850488355
159366,Birda,tm,42.06773618538325
139937,Agrij,sj,42.06642066420664
74956,Talpas,dj,42.06268958543984
143557,Selimbar,sb,42.05028328611898
150178,Sadova,sv,42.044911610129
56988,Chinteni,cj,42.04182913860333
121153,Bahna,nt,42.03350214257888
151497,Cosna,sv,42.027800490596896
170168,Glavile,vl,41.99475065616798
169994,Galicea,vl,41.99424736337488
115600,Bala,ms,41.99288256227758
167035,Vutcani,vs,41.97530864197531
130348,Ipotesti,ot,41.97019867549669
160528,Horia,tl,41.9698314108252
180019,Sarateni,il,41.9661733615222
155118,Fantanele,tr,41.95583596214511
72463,Gighera,dj,41.95274186357557
5210,Lopadea Noua,ab,41.951664386684904
170220,Golesti,vl,41.947565543071164
27212,Auseu,bh,41.936878512754
49153,Sahateni,bz,41.93425076452599
145907,Tilisca,sb,41.927083333333336
54500,Varadia,cs,41.92100538599641
129139,Strejesti,ot,41.920189648360335
172509,Racovita,vl,41.90114068441065
82555,Turburea,gj,41.8584579976985
179720,Poiana Ilvei,bn,41.854838709677416
152270,Bujoreni,tr,41.832669322709165
179999,Moldoveni,il,41.809851088201604
74750,Varvoru De Jos,dj,41.793238608525236
40688,Budila,bv,41.79152056104559
101742,Cernica,if,41.76113592121837
53372,Obreja,cs,41.74972314507198
86311,Varsag,hr,41.749049429657795
125999,Brebeni,ot,41.722745625841185
13999,Aninoasa,ag,41.71102661596958
41346,Lisa,bv,41.689750692520775
84754,Lunca De Sus,hr,41.68231318062336
4703,Hoparta,ab,41.676104190260475
146325,Mitocu Dragomirnei,sv,41.66259168704156
108918,Salsig,mm,41.64705882352941
64238,Chichis,cv,41.62120031176929
164197,Hoceni,vs,41.617933723196884
79585,Catunele,gj,41.612301957129546
80249,Dragotesti,gj,41.58125915080527
57831,Geaca,cj,41.57676348547718
120174,Vetca,ms,41.54929577464789
46867,Glodeanu Sarat,bz,41.5327564894932
149138,Iacobeni,sv,41.53225806451613
6397,Ponor,ab,41.495327102803735
111480,Devesel,mh,41.48580968280467
75542,Balabanesti,gl,41.47286821705426
155127,Frasinet,tr,41.46955208857574
133562,Gornet,ph,41.467576791808874
164062,Garceni,vs,41.46620847651776
175126,Andreiasu De Jos,vn,41.46341463414634
52035,Ciudanovita,cs,41.46341463414634
125141,Pancesti,nt,41.43835616438356
5577,Metes,ab,41.42672969488612
176891,Naruja,vn,41.40625
170612,Lalosu,vl,41.40161725067385
102160,Corbeanca,if,41.3839687781447
39792,Vlasinesti,bt,41.38218151540383
179766,Isvoarele,gr,41.37096774193548
85760,Sandominic,hr,41.313190005810576
102035,Clinceni,if,41.3084432265799
101145,Berceni,if,41.30088367376503
30336,Pietroasa,bh,41.29828753484667
66401,Bilciuresti,db,41.29119031607263
85788,Sanmartin,hr,41.270718232044196
35429,Zagra,bn,41.26807563959955
85289,Plaiesii De Jos,hr,41.26753749395259
101822,Chiselet,cl,41.258462763839105
169583,Fauresti,vl,41.253263707571804
86222,Ulies,hr,41.240478781284004
169681,Fartatesti,vl,41.22462344466274
36676,Corlateni,bt,41.22423485321674
93370,Dor Marunt,cl,41.211401425178146
130847,Paulesti,ph,41.207815275310836
106407,Recea,mm,41.193595342066956
73923,Robanesti,dj,41.18852459016394
30915,Oras Sacueni,bh,41.16062176165803
139394,Viile Satu Mare,sm,41.10892388451443
61737,Dobromir,ct,41.10403397027601
86936,Teliucu Inferior,hd,41.093901258470474
120496,Sarateni,ms,41.06280193236715
4188,Craciunelu De Jos,ab,41.028638223261254
102909,Fratesti,gr,41.02083821119176
154068,Scurtu Mare,tr,41.01531023368251
83981,Ciucsangeorgiu,hr,41.00051572975761
11174,Halmagel,ar,40.975103734439834
140244,Benesat,sj,40.96185737976783
138618,Pomi,sm,40.94856379425518
169253,Costesti,vl,40.941619585687384
81264,Plopsoru,gj,40.92115238817286
18242,Priboieni,ag,40.906017579445574
7767,Stremt,ab,40.88478366553233
67292,Dobra,db,40.86130891827738
135128,Salcia,ph,40.850515463917525
119750,Saulia,ms,40.821566110397946
14085,Babana,ag,40.81803005008347
179409,Oras Magurele,if,40.804478540327594
80427,Godinesti,gj,40.792682926829265
56773,Catina,cj,40.780911062906725
34360,Romuli,bn,40.759312320916905
72007,Oras Dabuleni,dj,40.75297887253429
131443,Oras Plopeni,ph,40.72074503981644
17824,Oarja,ag,40.69872958257713
73709,Plenita,dj,40.69512862616311
22059,Cotofanesti,bc,40.69350338780391
105142,Slobozia Moara,db,40.6789755807028
82314,Stoina,gj,40.67143643368189
127983,Osica De Sus,ot,40.66838046272493
72533,Giurgita,dj,40.65602071644368
140146,Balan,sj,40.64031362299902
11664,Petris,ar,40.62780269058296
119466,Sanpaul,ms,40.62042727538777
39983,Blandesti,bt,40.61162079510704
89561,Oras Geoagiu,hd,40.59214760780948
135146,Salciile,ph,40.59196617336152
158779,Sag,tm,40.590507726269315
153151,Lunca,tr,40.56390977443609
176613,Maicanesti,vn,40.56203605514316
79932,Cruset,gj,40.560593569662
160261,Crisan,tl,40.54600606673407
23047,Huruiesti,bc,40.53610503282276
7384,Santimbru,ab,40.53169734151329
69170,Valea Mare,db,40.52838673412029
177879,Tanasoaia,vn,40.51825677267373
30871,Sacadat,bh,40.48913043478261
23868,Oncesti,bc,40.476190476190474
68253,Morteni,db,40.453938584779706
72383,Galicea Mare,dj,40.45149481391092
32811,Caianu Mic,bn,40.44843049327354
84380,Darjiu,hr,40.4438964241677
69526,Voinesti,db,40.4302372336148
115147,Alunis,ms,40.42891183478952
27506,Boianu Mare,bh,40.39408866995074
74536,Unirea,dj,40.38969616908851
104635,Plataresti,cl,40.37721324095458
175439,Bordesti,vn,40.36958066808813
49233,Sarulesti,bz,40.36087369420703
78454,Oras Ticleni,gj,40.34323770491803
158804,Stiuca,tm,40.33313503866746
142239,Nusfalau,sj,40.32733224222586
175787,Corbita,vn,40.30950626381724
91232,Santamaria-Orlea,hd,40.30947775628627
72034,Desa,dj,40.30769230769231
27169,Abramut,bh,40.289855072463766
167311,Pochidia,vs,40.288808664259925
61675,Deleni,ct,40.28738690792975
155314,Giroc,tm,40.26920551543007
75917,Certesti,gl,40.24520255863539
166057,Stefan Cel Mare,vs,40.23861171366595
174254,Voineasa,vl,40.23622047244095
67942,Malu Cu Flori,db,40.23479188900747
122463,Dulcesti,nt,40.19607843137255
173374,Stoilesti,vl,40.192499170262195
78604,Aninoasa,gj,40.18235102572452
30069,Magesti,bh,40.16045304388863
155957,Barna,tm,40.153452685421996
78258,Oras Novaci,gj,40.15215553677092
100834,Afumati,if,40.14954982450786
58990,Ploscos,cj,40.14732965009208
120138,Vatava,ms,40.13245033112583
175206,Balesti,vn,40.12820512820513
155289,Ghiroda,tm,40.10113392583512
158895,Tomesti,tm,40.093786635404456
89687,Gurasada,hd,40.09132420091324
40900,Cristian,bv,40.06204756980352
80711,Licurici,gj,40.044994375703034
126647,Deveselu,ot,40.038167938931295
49769,Topliceni,bz,39.99438675273646
79362,Bumbesti-Pitic,gj,39.98875140607424
53791,Sasca Montana,cs,39.98410174880763
2577,Avram Iancu,ab,39.98364677023712
180000,Platonesti,il,39.960629921259844
67773,Lucieni,db,39.943910256410255
79834,Crasna,gj,39.941046425939575
120487,Corunca,ms,39.93265993265993
7446,Sohodol,ab,39.93055555555556
137728,Foieni,sm,39.91255465334166
16908,Leresti,ag,39.90911520983694
57582,Feleacu,cj,39.907192575406036
65105,Mereni,cv,39.90521327014218
3397,Blandiana,ab,39.869281045751634
95747,Aroneanu,is,39.83001172332943
41925,Sanpetru,bv,39.82048143614851
26742,Astileu,bh,39.789687924016285
52909,Garnic,cs,39.786856127886324
54573,Vrani,cs,39.784946236559136
155546,Balint,tm,39.77812995245642
94580,Stefan Voda,cl,39.744952178533474
64041,Bradut,cv,39.72639484978541
19560,Ungheni,ag,39.725400457665906
92177,Zam,hd,39.718934911242606
42464,Sambata De Sus,bv,39.71036585365854
179631,Treznea,sj,39.691943127962084
73852,Radovan,dj,39.69022265246854
116340,Craiesti,ms,39.68705547652916
108366,Oarta De Jos,mm,39.67567567567568
142079,Mesesenii De Jos,sj,39.655846695346106
31262,Suplacu De Barcau,bh,39.64941569282137
87745,Baia De Cris,hd,39.64302489431658
101243,Brazii,il,39.64165733482643
65113,Arcus,cv,39.63828183873399
39612,Vaculesti,bt,39.632701421800945
119153,Rusii-Munti,ms,39.625850340136054
167696,Oras Baile Olanesti,vl,39.62113127001067
101341,Brezoaele,db,39.60223307745987
46803,Gheraseni,bz,39.59094229364499
117177,Gornesti,ms,39.580040641228265
73102,Melinesti,dj,39.56631049654305
76406,Ghidigeni,gl,39.55739972337483
167641,Oras Baile Govora,vl,39.5368782161235
162149,Arsura,vs,39.52730236348818
55106,Jichisu De Jos,cj,39.52528379772962
46554,Cozieni,bz,39.51715374841169
103032,Oras Fundulea,cl,39.502602660497395
54485,Valiug,cs,39.49704142011834
104886,Sarulesti,cl,39.48811700182815
178929,Biliesti,vn,39.48393378773125
86446,Cozmeni,hr,39.47528981086028
148131,Dorna-Arini,sv,39.452495974235106
65501,Ulmi,db,39.44717127357272
81861,Scoarta,gj,39.41326530612245
140547,Cizer,sj,39.37534857780256
126406,Crampoia,ot,39.363542026980284
46313,Cislau,bz,39.36
51751,Bucosnita,cs,39.351851851851855
153473,Olteni,tr,39.345673697804564
15493,Ciofrangeni,ag,39.315352697095435
128374,Oras Potcoava,ot,39.30990685859441
20670,Stefan Cel Mare,bc,39.300980638672364
86188,Tusnad,hr,39.289871944121074
60169,Negreni,cj,39.28934010152284
31422,Soimi,bh,39.28188638799571
143888,Altina,sb,39.24050632911393
129246,Serbanesti,ot,39.227010217681034
105160,Snagov,if,39.21800947867298
179908,Pietrari,db,39.21172309247095
132574,Cerasu,ph,39.20803123257111
91731,General Berthelot,hd,39.2
179463,Mogosoaia,if,39.18879486431281
72677,Goiesti,dj,39.188134270101486
122285,Dobreni,nt,39.18558077436582
67675,Hulubesti,db,39.181957186544345
63125,Valu Lui Traian,ct,39.169783096484664
26353,Odobesti,bc,39.16269210386857
81987,Schela,gj,39.15194346289753
86501,Satu Mare,hr,39.15181315304241
132805,Cornu,ph,39.111111111111114
122025,Ceahlau,nt,39.1
85984,Simonesti,hr,39.090330788804074
129816,Verguleasa,ot,39.072543617998164
32187,Rosiori,bh,39.071154665530464
6761,Rosia Montana,ab,39.05768383971819
176748,Milcovul,vn,39.04698874917273
107868,Coroieni,mm,39.036827195467424
68921,Tatarani,db,39.03133903133903
127938,Orlea,ot,39.02173913043478
91795,Vata De Jos,hd,39.02116402116402
108491,Remetea Chioarului,mm,39.006156552330694
71634,Celaru,dj,38.9873417721519
136964,Beltiug,sm,38.93473368342085
143021,Varsolt,sj,38.933764135702745
136250,Olari,ph,38.91493636972538
153865,Radoiesti,tr,38.91317926296065
49046,Rusetu,bz,38.909334225493474
138921,Supur,sm,38.8974914834314
47006,Grebanu,bz,38.89276575947895
114453,Santana De Mures,ms,38.859577922077925
174156,Vladesti,vl,38.85257806826434
89240,Certeju De Sus,hd,38.818737270875765
125123,Valeni,nt,38.815207780725025
72052,Diosti,dj,38.81469115191987
131461,Dumbravesti,ph,38.811544991511035
124750,Tupilati,nt,38.77897117015263
34770,Sieu-Odorhei,bn,38.763750654793085
93085,Ciocanesti,cl,38.75453446191052
178545,Vizantea-Livezi,vn,38.74961312287218
49313,Scortoasa,bz,38.74269005847953
78542,Alimpesti,gj,38.73994638069705
140324,Bocsa,sj,38.73213631366801
107118,Baita De Sub Codru,mm,38.72549019607843
61283,Ciocarlia,ct,38.72529245663574
82047,Slivilesti,gj,38.71724677356277
4240,Daia Romana,ab,38.7109375
139250,Urziceni,sm,38.70192307692308
102525,Darasti-Ilfov,if,38.69565217391305
31841,Tulca,bh,38.66481223922114
10943,Gurahont,ar,38.66454689984102
34397,Salva,bn,38.65546218487395
49073,Sageata,bz,38.62546616941928
118753,Pasareni,ms,38.618745595489784
168130,Oras Ocnele Mari,vl,38.6098981077147
41382,Maierus,bv,38.60953213817228
25932,Ungureni,bc,38.60737676663219
64568,Moacsa,cv,38.59126984126984
68342,Odobesti,db,38.587641866330394
171067,Mateesti,vl,38.553259141494436
132137,Aricestii Zeletin,ph,38.552915766738664
173793,Susani,vl,38.538739462063425
157898,Nadrag,tm,38.526315789473685
128052,Perieti,ot,38.51310176721511
127689,Movileni,ot,38.51156069364162
100353,Valea Lupului,is,38.48241546986317
173533,Stroesti,vl,38.47179031541537
42913,Bordei Verde,br,38.46153846153846
125132,Draganesti,nt,38.46153846153846
177469,Reghiu,vn,38.45258871436882
105384,Soldanu,cl,38.44054580896686
28335,Ceica,bh,38.439410284070476
81095,Pades,gj,38.434072940576385
45673,Buda,bz,38.42150910667823
139982,Almasu,sj,38.41945288753799
47774,Movila Banului,bz,38.415245737211634
71055,Bradesti,dj,38.39166444028854
138805,Sauca,sm,38.391224862888485
13365,Maracineni,ag,38.39064958417622
172581,Roesti,vl,38.388888888888886
153295,Mereni,tr,38.381845091267884
75258,Munteni,gl,38.37910247823175
130124,Vulpeni,ot,38.372093023255815
20063,Bughea De Sus,ag,38.371116708648195
84344,Ditrau,hr,38.367946297461714
94795,Vladeni,il,38.35450695704779
98827,Schitu Duca,is,38.339670468948036
167259,Pogonesti,vs,38.33935018050541
13276,Bradu,ag,38.332155477031804
179891,Raciu,db,38.32335329341317
72276,Farcas,dj,38.31831831831832
44257,Tudor Vladimirescu,br,38.30155979202773
160779,Maliuc,tl,38.30065359477124
159071,Traian Vuia,tm,38.29059829059829
64461,Lemnia,cv,38.28682673588579
79157,Borascu,gj,38.28658074298711
34903,Sintereag,bn,38.28647925033467
14272,Balilesti,ag,38.284132841328415
54617,Zavoi,cs,38.27679375562894
105259,Spantov,cl,38.27126181211784
102570,Domnesti,if,38.263665594855304
37397,George Enescu,bt,38.241308793456035
31510,Suncuius,bh,38.23889115368936
72506,Giubega,dj,38.23529411764706
40768,Cata,bv,38.2295719844358
172812,Runcu,vl,38.22341857335128
3761,Cenade,ab,38.21243523316062
72926,Leu,dj,38.20779220779221
151905,Oras Videle,tr,38.201246660730185
20055,Vulturesti,ag,38.17521561507036
75356,Beresti-Meria,gl,38.14172089660159
122392,Dragomiresti,nt,38.12907045589106
162693,Bogdanesti,vs,38.11696391538781
141535,Horoatu Crasnei,sj,38.10930576070901
124803,Tibucani,nt,38.087823108066026
14450,Barla,ag,38.0859375
71199,Bratovoesti,dj,38.084632516703785
10346,Carand,ar,38.084632516703785
29038,Derna,bh,38.08095952023988
64318,Ghelinta,cv,38.059338521400775
5336,Lupsa,ab,38.02163833075734
88092,Baita,hd,38.01108801108801
55598,Aiton,cj,38.009049773755656
138351,Orasu Nou,sm,38.002552648372685
26840,Oras Stei,bh,38.00237408851959
156311,Cheveresu Mare,tm,38.00205973223481
175590,Ciorasti,vn,37.96536796536797
109924,Oras Baia De Arama,mh,37.92190602250165
68976,Uliesti,db,37.91615289765721
9026,Bucerdea Granoasa,ab,37.89299503585218
58393,Manastireni,cj,37.89198606271777
78926,Berlesti,gj,37.89039481437831
134755,Predeal-Sarari,ph,37.876299945265465
168675,Berislavesti,vl,37.87313432835821
108035,Dumbravita,mm,37.86644951140065
33275,Galatii Bistritei,bn,37.865055387714
154282,Silistea-Gumesti,tr,37.863070539419084
82430,Oras Tismana,gj,37.8567766193813
83963,Capalnita,hr,37.83132530120482
32704,Budacu De Jos,bn,37.82542113323124
15402,Cetateni,ag,37.75877587758776
116938,Ganesti,ms,37.74373259052925
111989,Grozesti,mh,37.72845953002611
25228,Saucesti,bc,37.719298245614034
142499,Rus,sj,37.71084337349398
29403,Finis,bh,37.70318021201413
15448,Cicanesti,ag,37.70005927682276
133330,Floresti,ph,37.6865671641791
70520,Afumati,dj,37.68602976476236
130231,Vulturesti,ot,37.68432550518842
16472,Dragoslavele,ag,37.66990291262136
121652,Borca,nt,37.65205638154084
26379,Itesti,bc,37.64415156507413
76111,Costache Negri,gl,37.630031659882405
137844,Hodod,sm,37.627268702965914
143450,Municipiul Sibiu,sb,37.627043271817016
41541,Ormenis,bv,37.610619469026545
71812,Cioroiasi,dj,37.593360995850624
129460,Tia Mare,ot,37.57142857142857
45815,C.a. Rosetti,bz,37.55244755244755
8354,Valea Lunga,ab,37.55020080321285
142710,Somes-Odorhei,sj,37.52849977200182
89801,Harau,hd,37.51412429378531
173855,Tetoiu,vl,37.51284686536485
28415,Cetariu,bh,37.49300503637381
128524,Redea,ot,37.461162893919216
17423,Moraresti,ag,37.449392712550605
168309,Amarasti,vl,37.44075829383886
9887,Bata,ar,37.44075829383886
28246,Cefa,bh,37.414965986394556
40544,Beclean,bv,37.414500683994525
57083,Chiuiesti,cj,37.410071942446045
78472,Albeni,gj,37.40820734341253
18778,Stalpeni,ag,37.39639200390054
145382,Rau Sadului,sb,37.391304347826086
64773,Reci,cv,37.38569123184508
105534,Tartasesti,db,37.38384560400286
73460,Negoi,dj,37.382629107981224
34547,Spermezeu,bn,37.365591397849464
46769,Galbinasi,bz,37.36513344690517
80613,Jupanesti,gj,37.360703812316714
29662,Husasau De Tinca,bh,37.34939759036145
54975,Municipiul Cluj-Napoca,cj,37.344218764899615
162871,Botesti,vs,37.339331619537276
143502,Poplaca,sb,37.32394366197183
34422,Silivasu De Campie,bn,37.32119635890767
67648,Gura Sutii,db,37.27894364536666
42753,Oras Faurei,br,37.25791577005841
18411,Recea,ag,37.241379310344826
179695,Simisna,sj,37.23756906077348
137960,Lazuri,sm,37.2336227308603
17619,Musatesti,ag,37.228714524207014
59826,Taga,cj,37.21727210418094
116796,Fantanele,ms,37.21461187214612
48744,Oras Pogoanele,bz,37.21210037813682
75668,Baleni,gl,37.20316622691293
66857,Corbii Mari,db,37.19845609520746
111863,Gogosu,mh,37.19643406086689
6592,Rametea,ab,37.19101123595506
104751,Radovanu,cl,37.17357910906298
36300,Baluseni,bt,37.16704007966144
52936,Glimboca,cs,37.16699155295647
27329,Balc,bh,37.157602223104405
154344,Slobozia Mandra,tr,37.14063714063714
41471,Moieciu,bv,37.13838936669273
66731,Comisani,db,37.12296983758701
64719,Poian,cv,37.10374639769452
18527,Rucar,ag,37.09007887090079
7810,Sibot,ab,37.07647628267183
55838,Baciu,cj,37.06690561529271
120502,Madaras,ms,37.06624605678233
77260,Smulti,gl,37.05357142857143
35152,Tarlisua,bn,37.05075954057058
16285,Davidesti,ag,37.044788614483046
49206,Sapoca,bz,37.033121916842845
106461,Oras Tautii-Magheraus,mm,37.017783857729135
178885,Negrilesti,vn,37.01067615658363
67407,Dragomiresti,db,37.00464607816343
15233,Cateasca,ag,36.98224852071006
42771,Surdila-Greci,br,36.97478991596638
66152,Branistea,db,36.96784073506891
27436,Biharia,bh,36.965481710458526
153400,Nasturelu,tr,36.946792640477376
62949,Silistea,ct,36.91389599317988
137130,Bogdand,sm,36.90103000447828
83320,Municipiul Miercurea Ciuc,hr,36.899070190361655
3459,Bucium,ab,36.88
37459,Gorbanesti,bt,36.87258687258687
16427,Dobresti,ag,36.87150837988827
153062,Gratia,tr,36.86255463817387
42968,Ciocile,br,36.844783715012724
73335,Motatei,dj,36.829268292682926
77153,Schela,gl,36.823679185232336
149931,Pojorata,sv,36.820762368207625
96058,Braesti,is,36.80192848533547
6976,Salciua,ab,36.8
79237,Branesti,gj,36.78784590341834
179953,Ciceu- Mihaiesti,bn,36.782786885245905
17254,Mihaesti,ag,36.76771814829988
10373,Cermei,ar,36.75675675675676
65431,Razvad,db,36.75443310048361
42456,Crizbav,bv,36.75429726996967
154497,Storobaneasa,tr,36.73053403995108
132841,Cosminele,ph,36.719706242350064
176551,Jitia,vn,36.695790309769656
179677,Camin,sm,36.69001751313485
74322,Teasc,dj,36.687548942834766
51305,Bania,cs,36.680911680911684
147786,Cornu Luncii,sv,36.66208319009969
180055,Crivat,cl,36.66061705989111
71956,Daneti,dj,36.659029368881484
53577,Prigor,cs,36.65835411471322
45539,Braesti,bz,36.655011655011656
17726,Negrasi,ag,36.65241295051924
153589,Pietrosani,tr,36.64047151277014
109041,Suciu De Sus,mm,36.631779257849665
1151,Oras Abrud,ab,36.6288131819194
26338,Buciumi,bc,36.62670525010335
26804,Municipiul Beius,bh,36.61956402672801
70414,Oras Filiasi,dj,36.611430503889075
148765,Fundu Moldovei,sv,36.60071942446043
31878,Tetchea,bh,36.6
131988,Alunis,ph,36.595425571803524
94330,Salcioara,il,36.59378596087457
161525,I.c.bratianu,tl,36.58536585365854
142426,Romanasi,sj,36.5721434528774
159446,Padureni,tm,36.57037492317148
60026,Valea Ierii,cj,36.56441717791411
97722,Lungani,is,36.55939422621864
167222,Ibanesti,vs,36.55536028119508
30274,Osorhei,bh,36.54804270462633
49019,Robeasca,bz,36.53846153846154
122551,Farcasa,nt,36.53386454183267
82243,Stejari,gj,36.52849740932643
65379,Aninoasa,db,36.5272829551847
59657,Suatu,cj,36.52509652509652
157923,Nitchidorf,tm,36.507936507936506
10827,Felnac,ar,36.49233189146677
127224,Grojdibodu,ot,36.48827952233525
27908,Buduslau,bh,36.48816936488169
140770,Cristolt,sj,36.48780487804878
36373,Braesti,bt,36.47836538461539
17209,Micesti,ag,36.469316031359824
176944,Nereju,vn,36.45504165469693
63553,Comandau,cv,36.45443196004994
171931,Otesani,vl,36.44730786930511
145934,Turnu Rosu,sb,36.44329896907217
97465,Helesteni,is,36.440677966101696
73068,Malu Mare,dj,36.43824374230611
68002,Manesti,db,36.4321608040201
55918,Baisoara,cj,36.42857142857143
19631,Valea Danului,ag,36.41045958795563
64997,Varghis,cv,36.40677966101695
179855,Gardani,mm,36.403897254207266
45003,Beceni,bz,36.4019085040696
145499,Oras Saliste,sb,36.40176137555043
70879,Oras Bechet,dj,36.396946564885496
27686,Bratca,bh,36.394557823129254
94562,Stefan Cel Mare,cl,36.390977443609025
105222,Sohatu,cl,36.377245508982035
76004,Corni,gl,36.36363636363637
59586,Sanpaul,cj,36.353529738743745
126166,Carlogani,ot,36.348862405200435
68182,Moroeni,db,36.33260180443794
12457,Taut,ar,36.32286995515695
177003,Nistoresti,vn,36.320754716981135
128588,Rusanesti,ot,36.31912442396313
47300,Luciu,bz,36.31386861313869
148202,Dorna Candrenilor,sv,36.30952380952381
60455,Oras Eforie,ct,36.29565405874065
19695,Valea Iasului,ag,36.290663286861005
177655,Slobozia Bradului,vn,36.28476084538376
143995,Atel,sb,36.26209977661951
138734,Santau,sm,36.25438157235854
13891,Albestii De Muscel,ag,36.254019292604504
45959,Catina,bz,36.24744376278119
155797,Belint,tm,36.23529411764706
140208,Banisor,sj,36.23456790123457
105776,Valea Dragului,gr,36.20539599651871
144376,Bradeni,sb,36.195286195286194
148729,Frumosu,sv,36.184442097852866
32955,Ciceu-Giurgesti,bn,36.16504854368932
112076,Hinova,mh,36.160137752905726
43652,Movila Miresii,br,36.14895549500454
51948,Ciclova Romana,cs,36.14008941877794
156589,Curtea,tm,36.12244897959184
144599,Gura Raului,sb,36.11683848797251
52160,Cornereva,cs,36.11349957007739
131210,Oras Busteni,ph,36.094019197637216
51877,Constantin Daicoviciu,cs,36.0875390799464
100969,Balotesti,if,36.08345833901541
132716,Cocorastii Mislii,ph,36.08210298883687
40303,Oras Predeal,bv,36.069953849890695
24427,Plopana,bc,36.06755126658625
166707,Viisoara,vs,36.0655737704918
49849,Tintesti,bz,36.065121412803535
33122,Chiuza,bn,36.06465997770346
21891,Colonesti,bc,36.03603603603604
54109,Socol,cs,36.032863849765256
101001,Baneasa,gr,36.02693602693603
19007,Suseni,ag,35.99518459069021
174824,Golesti,vn,35.99277046217402
114319,Municipiul Targu Mures,ms,35.989978220642904
99441,Tansa,is,35.97609561752988
108268,Miresu Mare,mm,35.91476091476091
173686,Sirineasa,vl,35.90956887486856
178750,Vrancioaia,vn,35.90888789638231
87362,Criscior,hd,35.90531816784507
44532,Zavoaia,br,35.89220089832585
124563,Tasca,nt,35.88208198986642
159437,Parta,tm,35.876288659793815
33364,Ilva Mica,bn,35.875601629026285
119331,Oras Sangeorgiu De Padure,ms,35.861271676300575
93888,Oras Lehliu Gara,cl,35.843660629170635
172082,Pausesti-Maglasi,vl,35.84110743304243
132271,Baltesti,ph,35.825968728755946
167071,Zapodeni,vs,35.82227707497686
26653,Santandrei,bh,35.814653730344595
175019,Oras Odobesti,vn,35.813656668793875
64504,Malnas,cv,35.805330243337195
179944,Runcu Salvei,bn,35.803657362848895
53700,Eftimie Murgu,cs,35.80343213728549
91982,Vetel,hd,35.80298013245033
48771,Posta Calnau,bz,35.78441194149469
59238,Risca,cj,35.77906018136851
39220,Stiubieni,bt,35.77504725897921
27285,Avram Iancu,bh,35.77453987730061
123255,Oniceni,nt,35.77397532829288
150980,Vatra Moldovitei,sv,35.7703081232493
77601,Suhurlui,gl,35.7586512866016
171995,Pausesti,vl,35.75178997613365
35269,Uriu,bn,35.733333333333334
118281,Oras Miercurea Nirajului,ms,35.73110682937273
36499,Calarasi,bt,35.714285714285715
30149,Nojorid,bh,35.710076605774894
158243,Racovita,tm,35.7024106400665
51573,Bozovici,cs,35.70219966159053
107733,Copalnic-Manastur,mm,35.69110966904607
16132,Cuca,ag,35.67501527183873
19141,Suici,ag,35.66326530612245
147937,Darmanesti,sv,35.662299854439595
107485,Botiza,mm,35.65965583173996
162452,Balteni,vs,35.657686212361334
5700,Mihalt,ab,35.63344286235853
166137,Suletea,vs,35.630906058921624
42156,Ungra,bv,35.630153121319196
131540,Oras Sinaia,ph,35.60889443059019
151763,Lita,tr,35.60677328316086
82831,Vladimir,gj,35.60371517027864
101662,Calugareni,gr,35.59964333481944
40214,Oras Ghimbav,bv,35.597463284379174
29154,Dobresti,bh,35.595358224016145
47578,Mihailesti,bz,35.590062111801245
31654,Tauteu,bh,35.58882810250504
137103,Barsau,sm,35.58855885588559
54412,Turnu Ruieni,cs,35.5865522174535
76763,Namoloasa,gl,35.582089552238806
22380,Dofteana,bc,35.577250539221254
