uat_siruta,nr_alegatori,nr_voturi,PMP,PSD,PNL,USR_PLUS,PRO_ROMANIA,AUR,UDMR
165470,3727,1049,217,211,122,48,217,67.0,12
165611,2575,730,123,293,97,40,43,68.0,8
165719,2850,706,21,355,120,54,38,78.0,2
165817,2599,701,45,272,121,61,34,98.0,2
165899,2961,772,17,391,144,50,29,90.0,6
165979,4324,1142,34,535,134,87,28,260.0,11
166057,2873,1068,13,765,82,48,20,91.0,7
166137,1919,616,25,323,108,45,24,48.0,2
166182,1592,391,15,178,71,34,24,40.0,2
166235,2484,690,28,197,180,50,17,158.0,2
166315,1613,350,12,160,47,18,16,64.0,4
166413,2682,755,30,330,108,54,56,136.0,4
166529,3148,964,28,416,153,119,25,175.0,5
166636,4318,727,16,132,192,68,76,188.0,0
166672,2497,714,15,208,340,17,19,67.0,10
166707,1458,467,16,237,70,22,38,48.0,2
166770,3180,814,21,176,62,24,368,99.0,7
166869,2806,788,42,428,92,32,92,46.0,8
166985,1799,500,13,253,57,38,40,68.0,1
167035,1623,587,25,405,54,29,11,40.0,4
167071,3376,1111,39,577,216,61,43,100.0,7
167179,7733,1706,63,821,206,161,59,302.0,3
167222,1196,390,14,228,48,11,18,39.0,2
167231,1428,338,3,184,59,11,14,48.0,2
167240,1475,347,11,197,23,10,8,76.0,2
167259,1442,514,39,259,82,36,38,33.0,2
167268,1308,336,5,180,47,7,34,34.0,5
167277,1733,380,25,183,47,11,25,64.0,5
167286,1444,579,17,388,41,32,16,52.0,2
167295,1677,342,6,197,46,14,18,41.0,2
167302,3444,714,8,311,110,55,35,142.0,0
167311,1437,523,13,283,67,23,28,61.0,7
167320,3041,742,24,337,128,55,27,102.0,5
167473,98632,27958,1844,9480,6862,4663,987,2194.0,119
167641,2422,899,60,326,237,82,37,71.0,2
167696,3847,1442,38,691,394,69,32,127.0,8
167794,5829,1525,49,541,436,133,71,161.0,8
167909,7317,1999,75,686,641,216,60,157.0,6
167981,17051,4343,175,1868,963,488,197,366.0,17
168041,5846,1936,59,793,472,204,62,224.0,8
168130,2889,1038,86,506,183,62,62,63.0,4
168229,3574,1060,43,620,132,51,32,97.0,5
168309,1536,535,22,149,247,30,15,23.0,3
168372,7779,2480,67,1121,680,125,49,303.0,12
168452,4138,1122,27,443,406,62,50,76.0,8
168559,2832,833,26,397,155,78,19,73.0,4
168602,4466,1238,67,411,387,95,27,170.0,1
168675,2238,787,16,336,274,49,15,47.0,4
168755,972,230,5,31,136,14,3,24.0,1
168791,5322,1751,48,547,591,190,45,225.0,10
168880,4126,1241,42,305,442,144,32,177.0,8
168960,2270,729,25,392,99,46,21,58.0,5
169039,2988,857,36,436,126,44,49,59.0,13
169119,1953,621,72,126,245,63,12,64.0,2
169182,2229,666,21,378,109,28,30,62.0,5
169253,2761,1056,114,430,259,68,29,101.0,5
169306,1881,539,24,231,152,30,18,34.0,5
169351,2727,1057,27,266,517,66,45,81.0,2
169404,1780,763,15,230,344,27,24,62.0,3
169547,1716,711,16,361,172,20,36,56.0,3
169583,1183,462,10,114,255,11,31,23.0,1
169681,3337,1206,14,328,575,54,70,104.0,3
169896,4388,1362,32,550,499,40,39,129.0,10
169994,3316,1274,38,668,267,72,51,101.0,14
170097,1274,495,21,144,245,17,17,18.0,2
170168,1659,616,13,374,123,17,12,24.0,5
170220,2264,866,31,266,361,53,28,70.0,1
170346,2204,640,14,190,238,60,36,68.0,4
170444,1281,584,19,383,99,30,9,26.0,2
170514,3358,786,30,348,214,51,18,84.0,2
170612,1944,738,63,491,50,38,28,34.0,4
170685,1580,766,44,472,115,24,30,41.0,0
170792,1741,566,39,236,146,24,20,51.0,1
170872,1897,573,16,316,76,24,36,44.0,0
170952,2491,765,38,298,311,21,24,36.0,2
171021,1556,632,21,274,208,49,25,21.0,0
171067,2637,950,32,579,124,46,29,77.0,3
171101,1574,777,11,255,383,14,10,54.0,4
171209,1226,530,5,320,111,16,7,39.0,1
171272,1670,422,11,138,115,45,36,30.0,4
171325,5900,1751,59,712,422,187,34,218.0,4
171469,1189,516,11,171,171,28,51,47.0,5
171539,2086,456,15,150,135,38,23,63.0,2
171628,2928,1129,22,511,294,65,63,101.0,7
171806,2604,1053,39,415,364,33,50,82.0,4
171879,2418,728,24,289,225,47,20,57.0,1
171931,2284,755,53,215,388,7,28,34.0,2
171995,2165,711,124,245,126,24,12,66.0,3
172082,3328,1164,25,435,323,130,18,162.0,4
172153,1741,581,8,140,249,52,26,59.0,4
172279,1383,447,10,272,71,14,4,39.0,3
172340,2514,743,28,244,222,55,69,61.0,1
172377,2637,1156,34,762,185,28,31,61.0,4
172457,3402,1014,35,506,205,61,43,90.0,3
172509,1380,525,10,213,197,23,15,35.0,7
172581,1926,672,11,349,130,17,18,84.0,5
172698,2072,627,38,204,245,49,15,34.0,3
172812,821,278,11,104,53,29,20,22.0,2
172894,1847,599,33,188,215,34,28,50.0,2
172947,1712,717,14,435,145,34,19,27.0,3
172992,2072,632,10,244,215,30,21,81.0,1
173061,2784,846,36,445,138,65,33,71.0,7
173132,950,422,41,129,172,17,16,23.0,5
173230,2975,1158,26,274,542,59,39,161.0,0
173374,3111,1171,14,804,162,44,21,67.0,13
173533,2322,832,39,301,299,43,31,59.0,2
173597,1872,878,13,146,567,23,36,67.0,1
173686,1978,653,26,364,87,33,22,31.0,4
173748,2790,1156,161,419,217,41,209,57.0,2
173793,2605,923,16,298,473,27,30,38.0,2
173855,2043,704,75,311,122,33,32,67.0,1
173935,3194,1015,42,389,278,57,61,103.0,3
174021,3357,1365,36,728,261,65,33,165.0,8
174085,2107,684,30,258,255,31,30,43.0,5
174156,2858,1035,30,393,270,119,29,98.0,3
174218,1276,595,17,212,290,16,9,26.0,0
174254,1333,492,35,194,151,43,15,25.0,0
174290,1877,545,19,215,101,23,94,58.0,7
174496,610,179,12,42,78,7,1,31.0,0
174502,1556,474,13,102,242,32,4,63.0,2
174511,1161,538,51,253,100,9,26,54.0,1
174520,863,425,4,311,51,13,5,21.0,0
174744,77943,25569,1078,8029,8124,3660,888,2973.0,29
174780,3656,1114,42,391,341,127,32,146.0,1
174824,3967,1367,48,445,383,160,61,234.0,1
174860,16443,4226,110,1328,1439,348,119,750.0,4
174922,10077,2547,95,1197,524,186,93,352.0,6
175019,8090,2726,52,1154,629,231,66,504.0,3
175055,7826,2435,88,730,729,421,101,296.0,5
175126,1470,543,7,140,299,14,12,47.0,2
175206,1607,595,262,150,102,11,16,29.0,1
175224,1229,568,62,104,322,17,19,29.0,0
175260,1209,318,8,133,104,12,3,42.0,1
175368,4118,1642,26,334,833,166,36,208.0,3
175439,1488,539,42,136,239,17,22,62.0,3
175466,1934,547,18,155,192,27,14,127.0,0
175509,1849,747,60,170,442,5,11,37.0,2
175590,2377,815,20,159,471,33,44,56.0,3
175670,3017,656,36,343,130,26,9,88.0,0
175732,2578,791,24,411,143,45,18,126.0,4
175787,1396,523,16,272,111,28,11,57.0,1
175885,4116,1127,63,418,317,62,46,190.0,6
175938,3772,1020,48,397,311,55,27,151.0,1
175983,3761,1788,21,448,1084,29,30,123.0,2
176150,2195,548,30,198,151,49,24,77.0,1
176212,4011,1233,39,261,570,71,19,242.0,2
176301,5562,1672,44,845,380,82,37,221.0,4
176338,2170,630,41,152,317,19,20,67.0,1
176445,6001,1239,13,304,599,36,25,235.0,2
176506,3530,1128,40,218,607,59,25,152.0,1
176551,1293,437,15,215,127,20,12,35.0,1
176613,3928,1454,25,335,836,65,34,103.0,1
176686,3262,833,13,298,286,17,19,166.0,3
176748,3133,1143,38,418,378,106,22,145.0,2
176793,3177,766,36,272,201,79,25,118.0,4
176855,1926,460,19,212,107,40,12,52.0,5
176891,1569,602,13,385,78,9,28,73.0,0
176944,3526,1203,30,302,490,26,19,285.0,2
177003,1760,588,16,284,67,19,25,155.0,3
177101,1595,657,12,337,150,15,11,112.0,2
177236,5458,1291,28,293,560,78,33,249.0,0
177263,2180,706,10,319,221,14,28,78.0,1
177352,3394,947,15,243,165,57,32,404.0,0
177405,2598,689,53,294,142,28,35,103.0,1
177469,1764,629,14,244,236,18,12,76.0,1
177557,3456,955,19,431,208,73,38,167.0,1
177600,4125,954,53,334,311,58,39,136.0,0
177655,4616,1542,10,388,996,12,13,88.0,2
177726,1723,546,12,270,93,20,11,128.0,1
177762,1886,789,25,188,470,27,23,20.0,1
177799,3012,1007,98,467,186,95,33,93.0,2
177842,4939,1323,36,269,725,116,32,118.0,1
177879,1796,658,14,342,166,26,8,85.0,1
177986,3839,1143,45,526,270,108,38,116.0,3
178046,2562,1058,26,213,664,20,27,73.0,2
178117,3467,1060,19,301,500,48,23,146.0,0
178180,4283,1050,20,273,491,51,33,155.0,4
178279,2316,742,48,172,385,21,16,82.0,1
178313,1707,568,13,223,180,13,60,66.0,1
178377,6037,1744,68,777,401,76,55,306.0,4
178475,1660,475,34,179,130,29,21,57.0,0
178545,3445,1198,27,214,789,18,17,98.0,0
178607,5934,1896,71,586,525,222,98,346.0,0
178689,2940,961,31,455,182,41,16,194.0,0
178750,2358,740,77,345,118,35,42,78.0,4
178821,7114,1546,56,660,342,95,50,292.0,3
178885,1441,480,21,294,76,27,7,29.0,0
178894,2534,544,6,259,102,95,5,64.0,0
178901,2537,644,51,207,196,29,32,113.0,0
178910,1623,634,42,339,148,37,13,48.0,0
178929,2144,776,14,167,449,41,16,73.0,0
178938,2627,852,28,349,204,58,91,97.0,0
178947,1330,403,22,171,110,9,14,60.0,0
178956,2150,709,11,158,402,46,21,53.0,0
178965,1048,515,12,144,222,23,7,91.0,0
179132,1822245,554361,36139,150398,118713,176121,19564,27224.0,1195
179221,21524,7108,418,1584,1728,2110,303,682.0,14
179249,24548,7272,296,1179,1190,3096,771,440.0,9
179285,12716,3782,169,915,1264,684,159,364.0,10
179310,9735,3151,111,856,809,800,114,272.0,9
179347,6950,1842,61,430,746,193,69,218.0,8
179383,8912,2482,199,783,646,248,109,335.0,14
179409,10007,3823,127,1041,1439,640,106,278.0,7
179463,6993,2646,145,417,1064,669,91,175.0,10
179481,15116,6155,220,962,1947,1904,482,353.0,25
179515,24741,6171,283,1651,1729,1162,255,764.0,21
179533,33569,10857,402,1508,1692,4527,1490,710.0,31
179551,35660,12110,510,4597,2226,2905,375,862.0,46
179588,2489,856,43,185,404,65,30,101.0,0
179604,747,358,10,67,62,125,41,23.0,3
179613,1967,587,23,290,98,55,21,66.0,1
179622,1766,720,47,150,404,34,9,36.0,8
179631,920,324,25,151,59,45,3,28.0,3
179640,4232,971,44,453,163,118,58,75.0,6
179659,2055,605,49,199,213,42,28,23.0,7
179677,1161,407,3,7,20,5,3,4.0,365
179686,2582,601,120,134,146,26,12,119.0,15
179695,964,325,7,170,101,14,11,7.0,7
179702,2523,492,2,195,59,5,161,26.0,1
179711,2315,599,64,273,92,83,32,34.0,2
179720,1304,510,34,319,82,25,13,32.0,2
179739,1908,854,104,251,397,14,26,36.0,2
179748,2175,485,35,137,205,24,13,54.0,1
179757,1732,552,21,129,305,18,20,32.0,2
179766,1362,495,13,226,167,27,27,19.0,1
179775,2206,640,15,176,293,70,15,49.0,4
179784,1884,601,10,181,285,14,16,53.0,3
179793,893,459,4,414,11,1,6,16.0,0
179800,1360,371,7,72,68,21,167,15.0,1
179819,2392,461,12,219,55,16,26,91.0,3
179828,1607,471,7,301,83,19,10,24.0,2
179837,1301,638,345,61,127,40,16,20.0,5
179846,2305,697,14,45,57,28,13,23.0,500
179855,1170,397,59,142,111,34,20,11.0,3
179864,1278,387,18,181,94,33,21,19.0,4
179873,1693,454,4,44,34,13,10,29.0,309
179882,1140,300,3,11,12,11,6,4.0,252
179891,2725,995,33,537,218,53,69,45.0,3
179908,2034,752,42,429,126,41,26,58.0,5
179917,1237,489,8,331,74,10,23,20.0,2
179926,1888,1023,9,198,690,19,39,52.0,1
179935,2337,666,63,383,97,25,47,28.0,2
179944,1069,364,7,46,273,7,2,17.0,2
179953,1070,349,66,77,82,62,10,24.0,10
179962,2743,785,7,599,53,7,14,60.0,1
179971,991,397,6,303,23,7,21,16.0,0
179980,1342,323,7,149,24,6,48,75.0,2
179999,910,358,3,244,44,6,12,29.0,2
180000,1582,596,4,191,154,9,131,56.0,4
180019,991,365,81,79,130,3,15,26.0,3
180028,2118,672,1,12,16,4,8,9.0,612
180037,1543,744,2,18,30,9,3,15.0,656
180046,2081,503,5,236,77,22,32,100.0,2
180055,1705,596,9,378,96,57,4,16.0,0
180064,4117,439,4,262,84,2,7,43.0,9
180091,2550,811,110,103,494,22,11,31.0,9
