uat_siruta,nr_alegatori,nr_voturi,PMP,PSD,PNL,USR_PLUS,PRO_ROMANIA,AUR,UDMR
39220,2200,739,17,499,77,19,30,58.0,4
39266,2846,673,22,340,97,33,29,101.0,6
39328,4533,1327,50,685,229,86,60,167.0,1
39391,4091,960,46,308,383,27,30,127.0,2
39417,5176,1130,25,460,242,60,65,210.0,4
39532,2216,664,22,277,143,33,47,107.0,4
39612,1776,651,57,323,76,39,55,84.0,0
39658,1533,420,22,249,45,18,21,39.0,1
39694,5929,1129,19,675,175,49,33,127.0,5
39738,4006,1049,64,465,108,47,73,236.0,3
39792,2528,966,23,610,96,27,41,116.0,5
39836,3517,824,27,333,291,24,21,96.0,2
39872,6308,1491,31,715,169,73,70,368.0,10
39942,1575,486,20,243,61,13,48,83.0,1
39959,1066,419,17,108,29,170,32,47.0,0
39967,1689,469,10,197,150,12,25,57.0,0
39975,2493,695,16,418,53,24,19,121.0,7
39983,1693,641,25,271,240,10,25,51.0,3
40035,1145,337,8,188,48,8,19,37.0,3
40198,246983,79843,2822,15045,18794,28401,2378,4396.0,3656
40214,6188,2108,75,348,590,612,77,149.0,35
40241,21425,6068,205,1665,1468,1076,267,684.0,104
40278,31470,6930,251,1743,1942,1194,389,770.0,170
40303,4292,1452,53,357,404,283,64,159.0,15
40367,15180,4780,111,949,1462,1221,164,514.0,29
40394,4870,1287,19,229,496,167,73,102.0,134
40438,27811,7814,290,1811,1832,1499,236,549.0,1193
40465,7031,1555,53,270,426,550,33,138.0,10
40492,21667,6659,200,2106,1689,1123,401,670.0,62
40526,2461,519,2,28,114,27,5,90.0,236
40544,1592,534,13,107,234,58,33,49.0,4
40606,4515,1257,34,218,267,394,45,166.0,78
40633,4704,1406,44,278,559,272,43,137.0,10
40688,3196,1226,33,165,568,80,18,116.0,205
40704,2206,459,14,107,107,92,16,99.0,4
40768,2140,754,12,85,443,29,12,52.0,95
40820,1636,437,9,89,200,49,11,61.0,7
40857,2238,652,19,147,318,35,31,78.0,2
40900,5074,1906,99,274,656,569,71,118.0,26
40928,4206,1066,34,148,353,233,126,111.0,4
40955,6121,1902,62,424,583,351,51,277.0,42
40991,707,303,10,56,168,34,14,13.0,1
41033,4152,1171,42,252,279,246,48,114.0,133
41088,5883,1870,106,314,500,609,61,167.0,32
41113,1998,570,24,150,181,62,25,62.0,5
41177,4062,1094,15,342,202,84,55,144.0,202
41248,2037,533,4,183,152,26,4,50.0,97
41284,2237,577,10,102,244,32,27,60.0,82
41346,1553,577,27,238,133,55,39,63.0,3
41382,2354,835,22,114,457,71,17,120.0,6
41417,2652,780,27,288,250,85,22,53.0,4
41471,4016,1388,71,321,471,262,51,132.0,2
41541,1648,577,19,35,168,5,50,20.0,266
41578,1834,558,89,115,181,47,22,65.0,9
41621,2703,846,29,254,257,92,43,133.0,6
41667,7979,2205,123,363,713,487,78,318.0,25
41701,2593,405,9,53,62,21,49,25.0,171
41738,2800,743,26,177,296,81,29,90.0,6
41818,2361,580,15,122,247,83,8,44.0,48
41854,3071,890,110,163,277,94,47,132.0,10
41925,7659,2905,135,356,591,1336,85,188.0,56
41943,1711,526,10,76,281,33,21,68.0,7
42003,8137,2348,89,342,522,472,71,297.0,438
42058,3327,948,32,385,185,96,35,69.0,107
42076,810,246,13,32,75,23,37,31.0,20
42101,2001,599,29,96,221,143,35,50.0,7
42156,1734,573,10,91,331,16,65,23.0,3
42183,2884,639,11,261,104,98,23,93.0,5
42236,1906,535,29,79,269,86,16,34.0,2
42307,2765,762,35,208,216,114,52,95.0,5
42398,4122,1215,96,362,333,133,62,157.0,11
42449,1384,819,15,78,434,60,12,80.0,0
42456,2059,680,6,289,93,30,7,73.0,154
42464,1395,513,31,98,254,44,17,35.0,0
42472,1046,305,21,77,68,26,0,96.0,0
42480,973,309,32,36,126,70,9,26.0,0
42498,1361,258,4,118,58,31,10,23.0,4
42682,170819,49018,2489,20793,7711,6266,2285,5730.0,168
42708,5308,1153,52,513,189,115,59,159.0,2
42753,3259,1190,100,543,184,98,144,62.0,2
42771,1203,422,21,111,175,29,27,29.0,1
42824,2512,513,14,213,92,35,43,76.0,4
42842,2483,603,26,251,168,27,14,71.0,5
42913,2127,756,47,511,53,23,19,52.0,3
42968,1996,685,39,359,179,4,12,38.0,4
43019,2562,1336,17,131,1060,10,13,64.0,2
43073,2831,759,39,443,83,22,51,65.0,1
43117,1135,343,8,106,143,12,15,43.0,2
43180,2480,676,166,292,76,18,26,54.0,2
43242,1452,406,10,261,31,12,18,33.0,5
43279,1747,214,10,90,49,12,25,16.0,2
43313,2697,699,9,313,175,22,19,105.0,4
43331,8832,2421,53,1345,339,137,94,350.0,7
43411,5734,1080,56,532,111,57,79,177.0,5
43466,2465,661,9,507,41,19,15,27.0,2
43493,2174,567,28,288,97,42,17,52.0,6
43563,2718,693,49,242,88,90,54,132.0,3
43625,2638,721,15,380,133,49,16,78.0,2
43652,3375,1134,50,730,77,34,44,112.0,9
43698,881,275,89,109,19,5,13,25.0,0
43732,1615,399,21,199,44,10,19,71.0,5
43787,1482,373,15,183,58,26,17,58.0,4
43812,2054,433,10,228,56,21,69,25.0,2
43867,2110,540,23,179,128,35,33,95.0,4
43929,1095,335,18,116,74,20,26,58.0,2
43992,1581,621,25,356,60,11,23,115.0,2
44060,2851,801,21,518,109,18,14,76.0,0
44113,2017,919,14,225,452,38,33,115.0,1
44140,3570,950,29,575,97,57,21,114.0,3
44177,3095,710,22,226,208,56,33,123.0,0
44202,2728,771,28,471,54,34,21,120.0,4
44257,1813,637,14,308,80,86,52,59.0,3
44300,4197,989,28,497,192,44,34,114.0,4
44328,2992,1388,19,308,882,18,31,69.0,1
44355,1955,531,11,318,68,41,17,47.0,3
44391,3370,828,38,372,93,73,36,153.0,7
44435,2919,772,26,449,120,34,25,80.0,1
44462,1884,586,32,396,49,22,20,27.0,2
44505,4991,1132,117,486,120,56,88,182.0,2
44532,2523,830,45,287,283,23,30,104.0,2
44560,3103,867,37,238,186,131,38,167.0,1
44818,109624,32453,1905,14215,5543,5554,1647,2691.0,49
44845,32627,9951,684,4759,1793,689,751,971.0,12
44863,1891,587,71,352,64,12,18,46.0,3
44934,2128,954,192,537,78,21,43,56.0,1
44989,1300,548,95,301,88,5,29,16.0,0
45003,3686,1269,27,518,455,74,47,119.0,1
45101,7459,2262,132,1031,391,296,156,177.0,3
45245,2017,644,21,453,27,13,35,71.0,2
45334,924,515,9,393,41,10,26,21.0,2
45361,1893,724,44,511,56,19,48,30.0,0
45389,840,374,67,155,34,3,82,10.0,1
45496,1971,622,33,286,180,12,56,27.0,1
45539,1777,590,113,265,95,26,42,24.0,4
45619,2167,664,177,257,83,49,21,56.0,2
45673,2388,838,140,468,70,11,61,48.0,4
45753,3653,1489,141,250,886,34,55,84.0,2
45815,2954,971,100,326,145,29,270,65.0,6
45888,710,355,21,224,49,20,9,20.0,1
45959,2034,687,13,381,174,33,19,42.0,0
46019,3153,1022,45,565,136,115,51,73.0,3
46108,494,259,4,209,13,7,3,9.0,1
46180,2721,915,19,296,444,41,48,47.0,4
46251,1646,747,127,258,42,24,225,45.0,0
46313,3867,1430,74,824,210,50,93,125.0,3
46377,4406,1242,221,406,272,58,107,126.0,9
46439,890,403,124,117,45,27,60,20.0,0
46484,4204,1373,270,591,170,89,83,133.0,3
46554,1681,602,22,360,86,21,38,49.0,2
46769,3657,1281,34,784,129,96,53,139.0,1
46803,2790,1046,30,486,226,101,44,130.0,1
46830,1824,573,14,376,81,15,38,36.0,1
46867,3358,1287,220,514,283,61,87,83.0,2
46910,2866,906,58,538,104,39,46,82.0,1
47006,4522,1622,250,832,165,36,175,104.0,0
47079,2859,1324,625,309,156,59,60,60.0,2
47159,1248,338,26,201,51,10,9,36.0,0
47186,2922,810,15,316,93,273,23,49.0,9
47300,2239,765,61,537,53,27,25,49.0,0
47337,1779,737,36,489,77,41,22,52.0,2
47373,7513,2208,74,1136,281,288,92,286.0,5
47417,533,235,33,133,22,8,16,14.0,0
47453,5708,1739,133,871,283,142,95,149.0,5
47578,1695,547,83,342,38,30,6,32.0,2
47630,1939,630,58,373,69,41,20,47.0,3
47774,2117,744,103,396,93,55,15,60.0,2
47818,794,377,64,199,26,11,45,15.0,0
47854,1386,613,267,178,64,17,36,19.0,0
47916,9453,4289,347,1912,1084,351,223,237.0,9
48021,624,198,10,114,30,11,15,7.0,0
48138,3173,792,133,326,151,46,25,79.0,2
48165,392,226,4,54,152,1,6,5.0,0
48227,1960,607,17,385,79,31,23,47.0,0
48325,6386,2012,154,1027,299,157,127,184.0,3
48487,2789,826,89,387,116,67,79,68.0,1
48557,4601,1082,175,430,145,102,66,116.0,0
48682,2641,786,29,459,84,28,87,74.0,3
48744,6046,2060,223,910,274,94,356,134.0,3
48771,5242,1750,332,912,132,96,59,166.0,0
48842,2987,790,33,313,134,34,185,63.0,1
48922,1143,471,122,187,39,14,61,26.0,4
48968,3567,1093,169,516,137,25,107,88.0,5
49019,937,286,18,214,12,6,15,14.0,2
49046,3030,1120,75,658,173,47,54,74.0,3
49073,3885,1390,46,865,174,74,47,132.0,0
49153,2743,1062,286,493,112,57,29,57.0,1
49206,2979,1020,76,550,161,67,45,101.0,1
49233,1092,401,33,243,63,22,4,27.0,0
49313,2181,774,319,255,50,40,33,41.0,5
49439,1865,881,108,227,453,17,19,31.0,1
49484,2591,1116,89,604,163,65,67,83.0,0
49545,5396,1367,128,745,144,89,65,152.0,0
49625,2633,885,52,527,76,42,103,49.0,0
49643,3870,1102,92,352,329,90,77,122.0,1
49769,3820,1391,104,599,242,44,212,134.0,5
49849,3751,1251,66,792,144,64,39,106.0,1
49894,2632,780,79,383,98,41,82,62.0,1
49956,8261,2745,47,1206,829,201,100,283.0,3
50022,4664,1550,45,936,139,62,89,228.0,2
50068,597,234,10,169,38,3,8,4.0,0
50102,7643,2030,308,827,258,186,154,225.0,4
50228,2446,691,23,333,87,49,98,86.0,1
50326,2643,703,45,365,79,29,78,72.0,1
50399,1325,734,42,476,30,9,109,41.0,2
50415,4182,1682,845,487,102,55,40,91.0,4
50479,3896,2035,47,362,114,36,1257,94.0,8
50549,1935,621,69,250,96,62,65,60.0,0
50564,1058,425,56,266,45,10,12,19.0,1
50790,71963,15412,539,3928,5663,1866,721,1088.0,146
50889,7504,1850,39,613,751,83,45,152.0,5
50923,4174,1238,95,431,404,72,78,81.0,4
50969,15104,3219,649,859,826,210,96,311.0,24
50987,676,316,14,69,164,14,8,21.0,2
51010,25021,5872,303,1804,1697,705,273,699.0,23
51056,11080,2499,62,1120,545,115,106,162.0,7
51118,10654,2171,122,734,634,155,183,212.0,21
51207,10312,2653,108,813,683,266,94,286.0,29
51243,2071,1011,15,281,589,13,38,55.0,2
51305,1448,504,33,203,146,17,23,33.0,5
51332,2126,921,29,203,492,41,28,54.0,4
51387,1030,403,14,88,224,11,29,11.0,6
51449,2221,574,12,289,125,13,31,45.0,2
51500,3280,862,17,183,417,37,51,99.0,8
51546,1159,389,31,136,130,27,19,21.0,0
51573,2475,827,32,489,167,33,16,48.0,2
51626,1167,545,46,213,109,19,78,34.0,3
51662,319,85,2,10,40,15,5,4.0,0
51699,1743,483,35,207,120,15,26,47.0,1
51751,2440,916,17,588,182,32,41,36.0,1
51804,2598,690,39,217,266,48,19,57.0,8
51840,847,328,17,169,48,7,6,7.0,9
51877,2352,795,53,286,237,68,38,70.0,3
51948,1414,473,28,124,179,76,21,19.0,4
51984,958,378,30,171,77,23,21,7.0,1
52035,533,198,12,88,28,6,3,17.0,1
52062,1023,408,45,175,98,25,14,36.0,1
52115,1470,490,20,206,136,31,22,30.0,6
52160,2434,818,30,491,163,20,41,47.0,2
52570,1382,585,167,116,135,53,59,23.0,5
52650,1655,457,44,178,96,49,22,41.0,2
52696,1712,673,20,507,70,12,11,37.0,3
52721,1116,339,53,89,131,13,6,35.0,1
52758,1223,521,15,96,342,12,12,37.0,0
52785,1668,706,64,205,292,50,41,20.0,6
52856,1410,444,29,91,190,37,38,26.0,2
52909,1158,437,58,128,107,29,60,12.0,2
52936,1574,567,46,140,260,28,14,47.0,1
52954,754,334,97,72,83,14,18,17.0,0
52990,1705,474,73,104,175,22,32,25.0,1
53023,1775,602,129,190,115,19,22,41.0,7
53069,874,476,32,284,71,4,11,14.0,1
53103,1514,769,8,319,375,12,9,19.0,1
53130,2023,665,55,197,272,60,19,35.0,4
53167,2273,530,103,91,164,40,56,43.0,4
53210,926,369,20,170,67,23,32,12.0,1
53247,2371,1006,12,137,661,52,14,75.0,7
53274,3535,1165,48,497,368,76,32,98.0,3
53327,575,184,13,47,76,3,14,5.0,2
53345,922,410,21,96,185,26,31,24.0,2
53372,2869,1106,35,402,423,33,35,103.0,6
53425,2215,690,15,254,190,43,89,51.0,0
53489,1743,868,8,427,249,18,39,67.0,1
53513,2490,987,20,607,175,26,27,53.0,4
53577,2101,715,124,287,139,28,27,38.0,13
53639,1375,572,29,74,315,16,42,32.0,3
53675,1687,480,86,109,203,19,21,21.0,2
53700,1347,452,18,122,154,59,18,37.0,4
53728,1590,499,75,175,79,18,25,93.0,0
53755,1288,419,10,170,97,26,16,77.0,2
53791,1396,482,19,214,96,36,37,38.0,5
53853,1878,761,30,214,377,31,24,41.0,0
54056,2740,1206,98,179,801,45,30,34.0,3
54109,1762,593,49,299,80,21,16,46.0,3
54163,940,390,24,178,93,9,33,7.0,4
54270,3454,1622,53,1143,284,26,28,38.0,2
54305,1618,461,44,111,68,50,19,35.0,1
54350,1429,382,6,132,116,26,54,24.0,1
54387,2201,500,41,175,108,56,26,60.0,0
54412,2861,975,68,233,370,38,37,150.0,2
54485,745,258,7,73,126,12,14,7.0,2
54500,1175,444,22,74,287,24,8,11.0,1
54537,1368,566,45,204,195,48,13,26.0,3
54573,882,327,23,77,153,30,14,12.0,4
54617,3436,1239,30,280,657,59,30,125.0,1
54699,1140,654,13,89,412,16,10,40.0,0
54975,278956,100806,3406,10792,32539,31385,2348,4227.0,11207
55008,32217,8045,399,1707,2366,1327,429,662.0,704
55062,2518,617,50,154,196,90,44,32.0,22
55106,1068,375,17,86,166,29,17,26.0,10
55160,3125,974,102,194,360,87,32,55.0,111
55259,46775,11916,657,2222,3547,2334,420,1228.0,762
55277,5088,1286,162,171,261,196,51,133.0,255
55311,1866,575,19,77,284,76,19,62.0,13
55357,23157,5759,225,1294,2011,842,204,479.0,335
55384,19371,5428,174,1087,1680,958,158,427.0,668
55446,7762,2199,63,311,775,221,57,118.0,533
55473,5773,1454,44,136,345,120,42,82.0,631
55598,1013,320,15,35,143,50,27,10.0,21
55623,1043,274,34,44,109,20,26,19.0,6
55687,12237,3901,166,604,1345,1039,91,341.0,79
55776,1258,357,15,65,153,24,44,22.0,12
55838,10596,3676,83,324,920,888,123,187.0,1002
55918,1842,595,34,119,189,87,35,81.0,5
56014,1281,555,31,200,176,52,32,22.0,3
56096,1289,475,33,179,112,25,44,38.0,19
56210,4029,1025,43,121,322,149,23,115.0,128
56265,1275,570,9,57,387,19,25,33.0,15
56327,1022,268,1,28,67,15,15,16.0,100
56354,2123,646,60,74,314,19,24,22.0,105
56425,2086,556,56,62,124,46,9,90.0,125
56461,2122,666,31,134,233,47,37,66.0,84
56522,2116,490,25,198,134,22,15,42.0,14
56568,2850,1101,118,92,267,83,90,47.0,341
56666,3929,1032,61,225,378,97,62,105.0,16
56773,1469,541,153,66,175,14,36,15.0,52
56844,3316,826,267,159,167,40,31,91.0,22
56988,3111,1155,39,318,261,238,31,80.0,105
57083,2075,710,37,133,339,63,42,47.0,13
57163,1384,601,9,119,336,42,32,40.0,3
57225,1525,724,25,87,324,127,19,105.0,9
57314,2146,1035,23,150,650,78,36,51.0,13
57350,3534,739,25,105,240,82,39,53.0,156
57449,1330,568,29,110,255,40,27,43.0,42
57546,1273,350,24,90,139,32,18,20.0,6
57582,3796,1357,58,106,389,376,41,67.0,276
57644,2254,548,24,89,169,58,26,52.0,111
57706,35181,11369,394,810,3481,4197,237,781.0,941
57742,3270,824,37,381,193,39,45,81.0,14
57831,1335,476,22,52,210,28,53,36.0,59
57902,7638,2386,144,345,1006,279,67,207.0,241
57948,2044,844,23,85,280,57,24,32.0,325
58008,3477,851,55,202,263,71,88,107.0,35
58142,3678,799,70,141,318,130,29,57.0,10
58204,1342,612,6,18,46,21,9,10.0,496
58259,4203,1311,55,382,346,237,36,62.0,112
58311,3923,778,56,152,268,89,33,108.0,34
58357,1930,390,35,93,99,47,32,67.0,1
58393,1250,427,22,107,86,41,36,31.0,59
58464,1382,546,12,121,275,43,57,17.0,0
58534,1373,586,37,93,271,61,69,41.0,1
58552,3239,770,34,170,320,63,33,96.0,13
58623,2841,753,49,129,295,59,39,65.0,72
58721,2883,756,19,67,116,63,25,46.0,404
58794,945,277,8,40,151,8,18,11.0,27
58856,1464,443,47,53,128,117,20,51.0,7
58918,1525,564,18,99,256,65,24,66.0,3
58990,588,217,10,37,136,11,9,10.0,0
59041,4257,1242,36,270,468,167,99,117.0,2
59130,1332,786,17,96,598,21,17,22.0,3
59238,1296,425,29,151,152,35,14,33.0,0
59283,1227,335,20,87,111,38,9,43.0,1
59327,3918,1738,42,133,280,117,60,78.0,992
59416,1991,524,5,5,6,15,2,4.0,482
59434,1474,923,6,42,54,41,3,18.0,748
59498,1313,781,12,67,582,26,10,23.0,47
59586,1997,636,36,91,289,72,78,28.0,6
59657,1380,443,10,40,63,13,13,9.0,279
59693,3858,750,81,143,164,87,72,98.0,77
59764,1932,607,50,78,202,85,17,43.0,96
59826,1582,530,30,80,262,45,39,26.0,15
59880,2279,764,33,76,113,15,34,20.0,448
59942,1933,949,37,158,522,54,29,85.0,9
60026,858,292,11,125,88,24,11,14.0,4
60062,4888,1123,36,251,267,107,18,106.0,264
60099,1292,475,26,69,176,35,38,41.0,54
60169,2041,750,17,148,279,79,43,107.0,6
60419,263012,85452,3809,19023,23001,22877,3055,7893.0,240
60455,9483,3281,205,515,1416,501,101,298.0,5
60482,33889,10883,525,2815,2968,1371,413,1620.0,40
60507,35521,9643,713,2314,1896,1945,342,1549.0,16
60534,7115,2326,152,431,830,363,52,327.0,10
60570,7454,3029,139,697,641,742,88,434.0,7
60598,4860,1386,38,262,511,125,26,323.0,4
60632,5761,1913,61,960,252,164,44,294.0,8
60687,13226,3783,134,719,1179,613,108,752.0,14
60721,6151,1745,87,406,428,258,90,326.0,6
60776,15487,3958,132,1037,1035,519,168,782.0,10
60801,8732,1974,70,595,593,206,70,319.0,7
60847,36226,8951,302,2903,2163,972,425,1549.0,33
60883,1911,802,33,122,333,40,97,113.0,3
60945,3168,1020,12,171,377,37,35,305.0,10
61005,2215,585,10,80,285,16,28,124.0,4
61121,4161,1080,265,308,133,44,18,247.0,3
61167,1163,531,5,207,187,17,13,50.0,4
61210,2654,565,19,213,113,28,20,122.0,4
61256,2842,822,8,518,100,25,26,95.0,1
61283,2545,924,38,157,444,42,19,164.0,2
61318,7474,1547,97,469,272,107,34,425.0,2
61372,4501,941,190,263,129,37,28,211.0,1
61452,1613,381,12,76,129,17,18,85.0,3
61513,5359,1413,241,251,290,110,27,370.0,3
61559,2555,756,12,116,394,24,31,133.0,5
61620,12553,4158,133,1213,689,856,111,864.0,13
61675,1980,739,40,308,139,25,23,146.0,1
61737,2413,863,27,487,213,15,1,56.0,7
61808,1298,287,23,63,90,11,7,72.0,0
61826,2253,565,7,103,191,134,19,58.0,2
61871,2357,612,56,212,173,29,11,70.0,12
61951,1621,635,13,123,318,30,20,88.0,7
62020,2011,608,4,269,101,29,16,135.0,2
62057,2511,550,22,141,237,41,20,54.0,1
62137,1909,609,17,235,125,46,12,119.0,1
62191,8542,2713,98,422,1328,226,45,463.0,1
62253,2794,667,59,109,292,18,17,122.0,1
62280,4092,873,11,360,150,36,28,230.0,0
62360,9117,2725,123,663,931,225,73,494.0,8
62397,4620,1109,35,289,272,62,47,331.0,4
62440,4419,1202,22,443,217,75,9,377.0,1
62486,2105,628,18,342,111,34,12,72.0,2
62538,3931,961,37,440,167,61,34,136.0,1
62609,1481,578,14,84,287,14,6,141.0,0
62672,2741,677,10,202,123,38,17,230.0,1
62707,2876,595,22,146,84,16,24,268.0,3
62761,4831,1453,38,449,408,85,25,277.0,5
62798,2935,472,10,97,151,25,16,126.0,0
62823,1067,425,11,192,46,17,7,107.0,2
62878,1981,636,30,120,272,18,6,149.0,0
62903,1760,383,11,158,67,25,12,84.0,0
62949,1213,424,12,130,146,5,2,101.0,0
62985,1341,380,7,146,62,31,17,83.0,3
63045,1485,475,9,277,95,12,10,52.0,0
63072,5119,1300,57,358,206,159,66,333.0,6
63125,13925,5082,160,919,1871,773,153,838.0,8
63152,9580,2720,116,601,596,475,149,636.0,9
63161,479,205,5,107,29,7,15,36.0,0
63170,577,181,7,105,16,9,2,25.0,0
63171,4334,1127,37,415,302,52,38,153.0,3
63189,1472,376,17,102,92,27,2,109.0,0
63198,2375,495,18,152,87,35,28,124.0,4
63278,963,256,32,61,99,10,11,28.0,0
63286,2856,873,172,166,210,131,26,126.0,1
63294,1712,414,10,131,63,26,7,143.0,0
63300,3233,534,35,167,212,8,3,81.0,0
63318,1924,606,29,274,55,47,6,160.0,2
63326,906,440,13,263,74,16,4,46.0,3
63334,1330,332,1,95,142,17,26,36.0,0
63394,53260,15896,164,1222,947,1127,373,362.0,11468
63447,7746,2104,3,80,38,31,28,13.0,1896
63526,9326,2800,66,337,286,124,45,89.0,1789
63553,828,286,3,5,8,2,9,1.0,254
63580,7446,1963,288,385,374,486,111,202.0,17
63633,3120,728,64,182,137,108,31,164.0,5
63688,3872,1014,78,244,185,152,55,189.0,8
63740,16644,4517,23,144,93,97,43,31.0,4052
63777,1405,349,3,17,20,3,12,0.0,288
63802,3178,877,4,46,12,8,12,15.0,767
63866,2212,382,4,56,20,1,34,37.0,214
63893,2066,960,7,24,5,8,10,6.0,888
63937,2599,605,13,39,14,10,215,11.0,261
64005,1223,496,2,15,8,3,2,1.0,462
64041,3795,1420,6,80,10,8,71,51.0,1144
64096,2953,865,6,86,36,13,34,30.0,643
64130,2784,785,6,28,11,8,13,5.0,705
64194,3339,1119,3,23,11,7,8,5.0,1049
64238,1325,519,7,47,46,31,12,24.0,339
64265,1819,493,18,218,91,44,17,81.0,9
64318,4232,1489,8,33,8,9,28,13.0,1363
64345,2187,612,5,13,8,12,5,2.0,563
64390,1815,334,13,138,35,21,16,33.0,65
64425,1475,551,5,20,22,22,8,8.0,459
64461,1654,585,4,8,4,4,3,2.0,556
64504,904,300,3,16,2,4,6,6.0,257
64568,1071,379,3,12,5,6,6,4.0,336
64602,3037,819,7,39,15,12,42,8.0,674
64639,3857,985,9,57,71,32,14,24.0,763
64719,1415,502,2,5,5,3,8,0.0,478
64773,2000,660,4,20,12,14,9,7.0,588
64826,3895,1503,6,42,7,9,10,1.0,1421
64871,3175,1042,7,15,8,6,7,7.0,983
64906,1941,608,2,17,8,17,7,2.0,553
64942,3302,973,66,479,88,38,104,54.0,115
64997,1543,522,1,11,6,6,5,1.0,488
65011,4297,1321,38,93,105,24,58,111.0,830
65048,3906,944,15,79,32,25,15,35.0,722
65099,936,235,38,32,30,89,10,22.0,2
65105,1090,411,4,5,7,1,7,1.0,382
65113,1364,523,2,8,7,8,6,5.0,486
65121,1422,357,5,7,6,1,10,0.0,323
65139,1491,412,1,14,3,5,4,1.0,381
65147,762,226,1,5,1,2,2,0.0,213
65154,973,534,3,11,3,4,3,2.0,504
65342,76797,21878,1100,8172,5249,3916,1099,1344.0,49
65379,5525,1912,79,850,507,196,82,133.0,0
65413,3968,981,41,479,164,103,67,87.0,2
65431,7623,2671,187,1125,514,341,129,234.0,9
65477,5960,1843,42,1024,265,208,85,132.0,4
65501,4064,1489,41,885,213,119,74,103.0,5
65609,6419,1732,52,751,386,247,59,161.0,4
65645,1752,572,15,126,254,84,24,49.0,0
65681,12713,3999,280,1537,1216,360,267,202.0,5
65707,1998,882,36,485,123,27,138,50.0,2
65752,4718,2010,55,581,911,70,102,207.0,6
65841,16731,4719,228,1690,921,596,415,365.0,12
65869,3204,848,40,432,156,67,53,63.0,4
65921,12765,3585,115,1350,880,635,142,278.0,12
66009,3578,1077,27,357,316,214,36,84.0,4
66081,8406,2555,148,966,692,224,176,260.0,5
66152,3344,1178,27,817,152,45,26,82.0,3
66198,6815,1968,41,969,351,112,139,263.0,12
66223,1956,785,30,468,104,34,61,50.0,4
66330,3751,1075,17,251,560,60,74,73.0,3
66401,1547,598,14,343,116,11,39,56.0,2
66438,3716,1097,25,602,212,97,24,93.0,3
66474,5511,1679,68,848,332,102,98,176.0,4
66526,2405,1020,53,566,200,51,65,50.0,4
66580,2616,1155,43,768,150,36,55,67.0,2
66697,5808,1622,43,760,636,14,25,109.0,4
66731,4428,1548,25,861,234,111,86,141.0,2
66768,3433,744,49,390,92,56,58,65.0,1
66857,6348,2217,40,1422,318,46,91,221.0,10
66955,1196,585,6,161,310,15,36,36.0,3
67014,5186,1508,83,478,535,87,101,169.0,7
67121,2726,743,49,327,210,25,34,82.0,1
67167,2757,898,42,538,147,38,50,56.0,2
67256,3867,1147,27,367,362,163,62,110.0,4
67292,3034,1183,135,714,158,38,44,63.0,1
67327,5615,1633,66,755,395,101,143,119.0,5
67407,7428,2608,85,1388,475,177,120,244.0,13
67470,3360,970,27,246,433,108,59,58.0,5
67522,3487,929,48,251,378,82,26,94.0,6
67595,6045,1864,42,1020,367,140,66,166.0,7
67648,4405,1536,32,1041,226,48,73,74.0,2
67675,2691,986,85,557,135,59,47,71.0,3
67737,5576,1777,72,916,317,136,121,131.0,6
67773,2586,971,34,617,131,81,24,49.0,1
67835,4020,1192,43,704,264,17,45,77.0,2
67906,4391,1418,124,364,650,40,81,118.0,3
67942,1924,728,18,431,115,29,66,43.0,0
68002,4069,1389,29,872,200,87,50,74.0,6
68048,4243,1084,91,604,125,34,95,92.0,4
68128,3696,1528,31,537,715,32,92,88.0,3
68182,4194,1407,58,722,267,96,78,118.0,8
68253,2282,872,15,627,94,19,30,59.0,2
68280,3588,1471,38,986,176,66,88,47.0,5
68324,3599,997,37,391,221,96,53,157.0,4
68342,4025,1465,42,528,509,67,66,176.0,4
68404,2655,802,29,388,164,71,52,49.0,8
68431,2835,928,12,510,243,31,21,86.0,2
68468,6865,1600,60,778,378,43,116,174.0,9
68529,2791,745,16,421,129,41,55,54.0,1
68565,1523,601,24,334,84,31,81,29.0,0
68627,5418,2157,36,681,1011,128,85,138.0,5
68716,3551,1019,24,515,166,131,66,77.0,4
68789,3219,967,43,554,147,46,47,77.0,7
68887,2519,781,25,281,143,12,209,73.0,0
68921,4334,1606,45,1044,240,56,83,88.0,6
68976,3311,1195,44,344,472,31,130,124.0,4
69063,3968,1103,37,533,215,100,60,88.0,4
69170,1813,701,19,483,72,25,23,45.0,2
69250,4297,1199,44,572,228,163,66,80.0,2
69303,2130,660,17,357,132,48,53,33.0,0
69330,3259,1016,66,558,149,42,75,88.0,4
69394,1584,495,13,255,79,50,25,38.0,0
69447,1496,342,8,118,70,31,67,26.0,0
69526,5106,1928,49,1148,282,116,99,169.0,9
69615,2472,713,18,252,214,85,43,57.0,3
69900,254282,76063,3580,27556,18327,16488,2855,3941.0,161
69964,3984,1773,61,552,792,111,34,139.0,3
70094,3832,1963,55,1233,392,132,24,75.0,7
70110,5856,1884,85,1095,243,182,76,125.0,11
70174,4796,1536,65,664,256,237,111,132.0,4
70316,15676,3394,311,1388,924,289,101,247.0,6
70352,14929,4112,338,1691,1207,314,128,287.0,9
70414,15254,5290,405,3147,664,375,107,400.0,12
70502,6493,2115,32,1140,373,65,325,108.0,8
70520,2208,749,30,333,261,22,44,38.0,3
70566,1764,839,34,389,259,89,11,38.0,0
