Cod Siruta,City,prezenta_la_vot
170444,Gusoeni,45.58938329430133
44113,Surdila-Gaiseanca,45.56271690629648
77509,Varlezi,45.52989934872706
125105,Ruginoasa,45.51532033426184
102605,Dragomiresti-Vale,45.5108359133127
101724,Cascioarele,45.49098196392786
29813,Lazareni,45.4858454475899
113625,Sisesti,45.46271338724169
140084,Babeni,45.4485049833887
46251,Cilibia,45.382746051032804
47916,Oras Nehoiu,45.37183962763144
46439,Colti,45.28089887640449
71885,Cosoveni,45.27896995708154
71723,Cernatesti,45.266666666666666
83151,Bradesti,45.261918775750445
153829,Putineiu,45.221027479091994
88047,Bacia,45.20142180094787
6627,Ramet,45.12635379061372
84558,Joseni,45.119667013527575
108151,Giulesti,45.012081463583016
70744,Argetoaia,45.005149330587024
32179,Sannicolau Roman,44.943820224719104
155154,Uda-Clocociov,44.93170381020848
140823,Criseni,44.87359550561798
90878,Rau De Mori,44.84011627906977
44934,Balta Alba,44.830827067669176
27007,Oras Vascau,44.78499542543458
120511,Bereni,44.7787610619469
179739,Malu,44.75890985324948
3805,Cergau,44.74256707759246
127563,Milcov,44.72430224642614
56265,Borsa,44.705882352941174
135654,Talea,44.68325791855204
113732,Tamna,44.65297450424929
74875,Cotofenii Din Fata,44.63971880492091
28941,Curatele,44.626935710933836
126674,Dobretu,44.595821980018165
72882,Izvoare,44.58456973293769
8014,Sugag,44.575273338940285
84923,Martinis,44.55917394757744
27846,Budureasa,44.55401165396683
104136,Oras Mihailesti,44.52660343996142
45389,Bozioru,44.523809523809526
4268,Dostat,44.51219512195122
69964,Bucovat,44.50301204819277
112904,Dubova,44.46854663774403
53345,Naidas,44.46854663774403
128436,Priseaca,44.45191661062542
14673,Boteni,44.4390004899559
173132,Stanesti,44.421052631578945
59327,Savadisla,44.35936702399183
80908,Musetesti,44.34832756632065
116723,Faragau,44.33608402100525
26582,Sanmartin,44.32578101606947
52954,Goruia,44.29708222811671
129629,Urzica,44.26494345718901
126772,Dobroteasa,44.26229508196721
155109,Dracea,44.23337856173677
85680,Sancraieni,44.229885057471265
47854,Naeni,44.22799422799423
128221,Plesoiu,44.19210722263589
90066,Lelese,44.166666666666664
101617,Buturugeni,44.15303918543659
113607,Svinita,44.15137614678899
66580,Cobia,44.15137614678899
65707,Gura Foii,44.14414414414414
89856,Ilia,44.10784610724023
33952,Monor,44.099378881987576
158608,Secas,44.09448818897638
28610,Ciuhoi,44.09044193216855
47417,Margaritesti,44.090056285178235
78089,Turcinesti,44.0809968847352
6547,Radesti,44.05772495755518
104788,Rasuceni,44.04173531026908
112469,Izvoru Barzii,44.03041825095057
71126,Bralostita,44.025735294117645
54056,Slatina-Timis,44.01459854014598
28816,Copacel,43.98963730569948
102641,Dragoesti,43.90547263681592
86487,Porumbeni,43.844049247606016
14726,Botesti,43.84133611691023
172377,Popesti,43.83769434963974
152252,Branceni,43.83561643835616
77579,Negrilesti,43.82849718492854
152993,Frumoasa,43.74643061107938
152868,Draganesti De Vede,43.73695198329854
105570,Tunari,43.701502393924386
28193,Carpinet,43.69230769230769
126102,Cezieni,43.68868541530412
71260,Breasta,43.61878453038674
113974,Voloiac,43.616287094547964
146012,Alma,43.583535108958834
28077,Cabesti,43.55140186915888
143067,Zalha,43.53099730458221
109354,Valea Chioarului,43.506493506493506
81754,Sacelu,43.46264367816092
57163,Ciucea,43.42485549132948
155261,Dumbravita,43.41994328198053
90342,Orastioara De Sus,43.41164453524004
171469,Milcoiu,43.397813288477714
30648,Rabagani,43.38532640092432
70897,Bistret,43.35225575141918
31921,Uileacu De Beius,43.337129840546694
129718,Vadastra,43.33057166528583
56014,Belis,43.32552693208431
51332,Bautar,43.32079021636877
73317,Marsani,43.320754716981135
28139,Capalna,43.29971181556196
171209,Madulari,43.2300163132137
155145,Saelele,43.217347453353504
130357,Osica De Jos,43.19526627218935
27560,Borod,43.195084485407065
34075,Nuseni,43.19140774836978
149049,Horodniceni,43.18404707420726
112744,Obarsia De Camp,43.17042606516291
140627,Crasna,43.117744610281925
49484,Siriu,43.072172906213815
127322,Icoana,43.059125964010285
111275,Corcova,43.05084745762712
38544,Pomarla,43.037974683544306
28709,Campani,43.031189083820664
90538,Pui,43.02388707926167
142550,Salatig,43.0182133564614
89954,Lapugiu De Jos,42.99212598425197
130375,Visina Noua,42.93966623876765
141786,Letca,42.92063492063492
34618,Sant,42.88864388092613
169404,Danicei,42.86516853932584
28497,Cherechiu,42.857142857142854
107190,Basesti,42.857142857142854
40991,Fundata,42.857142857142854
84415,Frumoasa,42.84348103283392
74923,Intorsura,42.8129829984544
63161,Dumbraveni,42.79749478079332
145220,Pauca,42.79609279609279
105295,Stanesti,42.77859237536657
32161,Paleu,42.74755927475593
57449,Cornesti,42.70676691729323
112548,Jiana,42.68694550063371
58534,Marisel,42.680262199563
153204,Mavrodin,42.67898383371824
105909,Vedea,42.65881363062684
65752,Petresti,42.60279779567613
52758,Ezeris,42.60016353229763
152172,Botoroaga,42.572463768115945
129914,Vitomiresti,42.546583850931675
9019,Cut,42.5414364640884
142284,Pericei,42.532051282051285
155840,Bethausen,42.527287993282954
82396,Telesti,42.493946731234864
53247,Maureni,42.42935470265711
84264,Dealu,42.423312883435585
103899,Izvoarele,42.41610738255034
6468,Posaga,42.414174972314505
66526,Candesti,42.41164241164241
114970,Acatari,42.39619809904953
133866,Jugureni,42.35294117647059
52570,Dalboset,42.32995658465991
52785,Farliug,42.326139088729015
89080,Burjuc,42.32258064516129
2309,Almasu Mare,42.2971741112124
110740,Breznita-Motru,42.26289517470882
133919,Lapos,42.25806451612903
111783,Garla Mare,42.20799024092711
71457,Calopar,42.203491872366044
153124,Lisa,42.19803006739243
74224,Silistea Crucii,42.16867469879518
44989,Balaceanu,42.15384615384615
10051,Barsa,42.12846347607053
14352,Beleti-Negresti,42.11920529801324
74883,Dobrotesti,42.11229946524064
129184,Studina,42.015761094981336
152564,Contesti,41.97964197964198
60883,Adamclisi,41.96755625327054
85056,Meresti,41.92439862542955
77561,Radesti,41.916666666666664
153972,Saceni,41.911764705882355
74411,Teslui,41.898269533298375
172947,Scundu,41.88084112149533
126326,Corbu,41.85792349726776
112334,Ilovita,41.84100418410042
177762,Soveja,41.83457051961824
154834,Tiganesti,41.82948490230906
127411,Leleasca,41.82572614107884
153339,Marzanesti,41.782300339192105
75864,Cavadinesti,41.77165354330709
103194,Gaujani,41.72482552342971
118511,Neaua,41.67393199651264
80043,Danciulesti,41.666666666666664
125490,Draghiceni,41.60493827160494
53639,Ramna,41.6
104118,Mihai Bravu,41.55299055613851
152234,Bragadiru,41.55015197568389
75686,Baneasa,41.54809334092202
5826,Mogos,41.50197628458498
154736,Traian,41.49569821310391
90119,Lunca Cernii De Jos,41.49214659685864
54163,Sopotu Nou,41.48936170212766
113894,Vanjulet,41.48871262965223
153776,Vitanesti,41.48384523334663
31333,Simian,41.47919876733436
153561,Piatra,41.473604253703
84656,Lunca De Jos,41.46618247843849
117505,Hodosa,41.44981412639405
151834,Poroschia,41.44607843137255
173748,Stefanesti,41.4336917562724
169547,Dragoesti,41.43356643356643
47337,Magura,41.427768409218665
75338,Oras Beresti,41.417910447761194
54537,Vermes,41.37426900584796
68128,Mogosani,41.34199134199134
105874,Varasti,41.33417774963057
111417,Corlatel,41.3162705667276
81415,Prigoria,41.300039635354736
178046,Tamboesti,41.295862607338016
57948,Garbau,41.291585127201564
8425,Vidra,41.288433382137626
86366,Zetea,41.288108217242076
135681,Tataru,41.282051282051285
48922,Racoviteni,41.20734908136483
83197,Feliceni,41.202445652173914
90208,Luncoiu De Jos,41.191543882126844
177101,Paltin,41.191222570532915
78016,Dragutesti,41.17389399912396
82733,Urdari,41.12256586483391
151451,Ciocanesti,41.07142857142857
76497,Gohor,41.068447412353926
126022,Brancoveni,41.06596767147226
160476,Hamcearca,41.06364428945074
136553,Capleni,41.05960264900662
107430,Boiu Mare,41.05960264900662
1455,Oras Campeni,41.05034182722188
85074,Mihaileni,41.023417172593234
68280,Nucet,40.997770345596436
113206,Pristol,40.98939929328622
77288,Suceveni,40.93605800922874
76638,Jorasti,40.890125173852574
74509,Tuglui,40.86990595611285
137675,Dorolt,40.849875930521094
86461,Ciceu,40.816326530612244
154790,Troianul,40.8130081300813
85243,Ocland,40.80234833659491
94651,Unirea,40.79967360261118
72221,Dranic,40.7703147017379
179622,Grosii Tiblesului,40.770101925254814
45753,Calvini,40.76101834108952
152314,Bujoru,40.74074074074074
126433,Curtisoara,40.72662601626016
179481,Oras Otopeni,40.71844403281291
11307,Ignesti,40.705128205128204
74073,Scaesti,40.69702079820124
174021,Vaideeni,40.66130473637176
60570,Agigea,40.63590018781862
171021,Malaia,40.616966580976865
76139,Cuca,40.5894519131334
81184,Pestisani,40.57928613224108
84086,Ciumani,40.56930034583666
152083,Blejesti,40.564826700898585
151497,Cosna,40.562248995983936
64005,Brates,40.556009811937855
145471,Sadu,40.52823315118397
86479,Leliceni,40.52430365920262
53853,Sichevita,40.52183173588924
171806,Olanu,40.43778801843318
12126,Socodor,40.41900868676546
175509,Chiojdeni,40.400216333153054
71607,Calarasi,40.37330087238791
84175,Corund,40.359094457455114
140869,Cuzaplac,40.3495994173343
127288,Iancu Jianu,40.34653465346535
104831,Roata De Jos,40.34296028880866
94768,Vlad Tepes,40.33802816901409
74581,Valea Stanciului,40.33650653088333
107234,Bicaz,40.33214709371293
154139,Seaca,40.293398533007334
13935,Albota,40.264863341786416
85760,Sandominic,40.24156441717791
149753,Paltinoasa,40.23865414710485
50415,Zarnesti,40.21999043519847
142881,Sarmasag,40.19590382902938
10104,Barzava,40.17817371937639
130366,Sarbii - Magura,40.17804154302671
50564,Florica,40.17013232514178
156927,Fardea,40.14895057549086
79406,Bustuchin,40.13460857244067
66223,Barbuletu,40.13292433537832
37850,Leorda,40.12237762237762
157834,Mosnita Noua,40.11576572157363
167286,Dodesti,40.096952908587255
10532,Craiva,40.08899676375405
114079,Vrata,40.066408411732155
179971,Colelia,40.06054490413724
72640,Goicea,40.045662100456624
140958,Dobrin,40.01386962552011
12912,Dorobanti,40.0
156035,Bogda,40.0
143557,Selimbar,39.96769256929094
84754,Lunca De Sus,39.96330275229358
10293,Buteni,39.93786675871591
153437,Necsesti,39.935064935064936
88546,Branisca,39.92172211350294
32195,Gepiu,39.91958644457208
127064,Ganeasa,39.90009366219169
52062,Copacele,39.882697947214076
175368,Bolotesti,39.87372510927635
80123,Danesti,39.85281630342485
53210,Marga,39.8488120950324
81497,Rosia De Amaradia,39.84282907662082
149138,Iacobeni,39.84243106359032
12509,Tarnova,39.84138972809668
7945,Spring,39.84119570294255
62823,Saraiu,39.831302717900655
107975,Desesti,39.8238747553816
150178,Sadova,39.81308411214953
68627,Oras Racari,39.81173864894795
128962,Spineni,39.757412398921836
153936,Salcia,39.74649162516976
11058,Halmagiu,39.7295012679628
77082,Rediu,39.72310969116081
22237,Dealu Morii,39.715987173614295
116545,Deda,39.68996782684996
133429,Gherghita,39.665841584158414
101564,Butimanu,39.64984552008239
82136,Stanesti,39.647577092511014
53513,Pojejena,39.63855421686747
74242,Sopot,39.62868117797695
154996,Nenciulesti,39.62075848303393
79656,Ciuperceni,39.58620689655172
19212,Teiu,39.5850622406639
85127,Mugeni,39.57853144550543
127536,Mihaesti,39.546191247974065
105142,Slobozia Moara,39.53216374269006
179917,Rau Alb,39.531123686337914
74705,Verbita,39.528301886792455
14753,Bradulet,39.52288845905867
58464,Margau,39.507959479015916
80506,Hurezani,39.50530035335689
15554,Ciomagesti,39.47100712105799
68565,Pucheni,39.461588969139854
51984,Ciuchici,39.45720250521921
86311,Varsag,39.4273127753304
110232,Oras Vanju Mare,39.41751446239777
12288,Silindia,39.41411451398136
152332,Buzescu,39.411764705882355
79585,Catunele,39.348710990502035
179999,Moldoveni,39.34065934065934
156106,Boldur,39.3142320338187
52696,Dognecea,39.3107476635514
80560,Ionesti,39.30753564154786
39959,Dimacheni,39.30581613508443
145907,Tilisca,39.29159802306425
43992,Silistea,39.27893738140418
102035,Clinceni,39.229100617386955
12402,Sistarovat,39.22829581993569
129139,Strejesti,39.20671243325705
102160,Corbeanca,39.206098087156626
50068,Valea Salciei,39.19597989949749
61951,Ion Corvin,39.1733497840839
27212,Auseu,39.17184265010352
64238,Chichis,39.16981132075472
108918,Salsig,39.162929745889386
85788,Sanmartin,39.15401301518438
137363,Cehal,39.14956011730205
18242,Priboieni,39.149219009637754
127750,Obarsia,39.14691943127962
130286,Balteni,39.13352272727273
81380,Polovragi,39.126675313445745
51387,Berliste,39.12621359223301
179720,Poiana Ilvei,39.11042944785276
178910,Paulesti,39.06346272335182
169583,Fauresti,39.053254437869825
139054,Terebesti,39.0402075226978
71340,Bulzesti,39.03225806451613
154380,Smardioasa,39.0282131661442
62609,Pantelimon,39.02768399729912
4188,Craciunelu De Jos,39.01192504258944
118094,Magherani,39.00343642611684
153240,Magura,39.00216919739697
67292,Dobra,38.99143045484509
5210,Lopadea Noua,38.97569444444444
93664,Gradistea,38.96432681242808
29519,Hidiselu De Sus,38.95037486611924
173230,Stoenesti,38.924369747899156
74732,Vartop,38.89293517844137
139937,Agrij,38.888888888888886
140672,Creaca,38.88659793814433
35429,Zagra,38.875044499822
170097,Ghioroiu,38.85400313971743
13999,Aninoasa,38.82526782415959
82555,Turburea,38.8235294117647
32153,Tamaseu,38.81833241303148
27070,Abram,38.80880121396055
34360,Romuli,38.80701754385965
128711,Oras Scornicesti,38.78535616308769
169351,Daesti,38.76054272093876
136768,Andrid,38.73574144486692
51840,Carbunari,38.72491145218418
49153,Sahateni,38.71673350346336
137728,Foieni,38.71366728509586
160047,Ceatalchioi,38.70967741935484
101145,Berceni,38.70434183321847
11762,Plescuta,38.6969397828233
81264,Plopsoru,38.68840446968309
10649,Dezna,38.677536231884055
140244,Benesat,38.66877971473851
69170,Valea Mare,38.66519580805295
15830,Corbi,38.662456946039036
66401,Bilciuresti,38.65546218487395
28530,Chislaz,38.651685393258425
123969,Razboieni,38.648947951273534
127625,Morunglav,38.64522417153996
142122,Mirsid,38.63636363636363
56568,Capusu Mare,38.63157894736842
115771,Bichis,38.63013698630137
155118,Fantanele,38.61607142857143
74956,Talpas,38.614800759013285
133562,Gornet,38.58921161825726
64826,Sanzieni,38.58793324775353
25692,Tamasi,38.58695652173913
106407,Recea,38.58695652173913
128178,Parscoveni,38.57848726719878
171628,Nicolae Balcescu,38.55874316939891
72007,Oras Dabuleni,38.5517443564937
53372,Obreja,38.55001742767515
78454,Oras Ticleni,38.54971343134812
10417,Chisindia,38.48953594176524
27757,Brusturi,38.459005597629236
101742,Cernica,38.43863711544823
90663,Rapoltu Mare,38.429752066115704
93441,Dorobantu,38.425925925925924
169994,Galicea,38.41978287092883
75542,Balabanesti,38.39452395768513
2130,Albac,38.38782412626832
176891,Naruja,38.36838750796686
73503,Orodel,38.36829836829837
40688,Budila,38.360450563204004
83981,Ciucsangeorgiu,38.34927025666835
65113,Arcus,38.34310850439883
72034,Desa,38.32960477255779
46867,Glodeanu Sarat,38.326384752829064
80249,Dragotesti,38.320330426801284
5577,Metes,38.31325301204819
85289,Plaiesii De Jos,38.29887218045113
142239,Nusfalau,38.289009932713874
27506,Boianu Mare,38.26923076923077
170220,Golesti,38.25088339222615
169253,Costesti,38.24701195219124
45361,Boldu,38.24617010036978
30336,Pietroasa,38.245347512343336
155314,Giroc,38.241965973534974
68253,Morteni,38.21209465381244
39792,Vlasinesti,38.212025316455694
120496,Sarateni,38.20754716981132
140379,Buciumi,38.20754716981132
179409,Oras Magurele,38.20325771959628
79932,Cruset,38.18472610955618
159366,Birda,38.173817381738175
131443,Oras Plopeni,38.158581116327596
130348,Ipotesti,38.15384615384615
101822,Chiselet,38.14114924797532
146325,Mitocu Dragomirnei,38.1294964028777
86883,Ghelari,38.12532912058978
22059,Cotofanesti,38.11188811188811
115147,Alunis,38.100686498855836
130847,Paulesti,38.09202764200236
23207,Lipova,38.09114359415305
151576,Berchisesti,38.06818181818182
172509,Racovita,38.04347826086956
86936,Teliucu Inferior,38.04047838086476
133615,Gornet-Cricov,38.001041124414364
170612,Lalosu,37.96296296296296
160261,Crisan,37.94117647058823
16908,Leresti,37.92924037460978
41925,Sanpetru,37.929233581407495
89561,Oras Geoagiu,37.91208791208791
29341,Dragesti,37.89887088856161
152467,Calmatuiu De Sus,37.888888888888886
148131,Dorna-Arini,37.879385100512415
128659,Schitu,37.8657487091222
89428,Dobra,37.86476868327402
39983,Blandesti,37.86178381571175
179463,Mogosoaia,37.83783783783784
67942,Malu Cu Flori,37.83783783783784
129380,Teslui,37.83428320911881
