Cod Siruta,City,prezenta_la_vot
32811,Caianu Mic,37.83091374893254
164197,Hoceni,37.827715355805246
135128,Salcia,37.821297429620564
82314,Stoina,37.802313354363825
54500,Varadia,37.787234042553195
36676,Corlateni,37.78173190984579
160528,Horia,37.7814845704754
80766,Logresti,37.77972795085564
70637,Amarastii De Jos,37.776258828890406
155289,Ghiroda,37.766035520328785
69526,Voinesti,37.75949862906385
26083,Valea Seaca,37.749196141479096
52909,Garnic,37.73747841105354
100834,Afumati,37.735571260306244
78258,Oras Novaci,37.73393002441009
72463,Gighera,37.725556021821234
65105,Mereni,37.706422018348626
21098,Ardeoani,37.704918032786885
91232,Santamaria-Orlea,37.702503681885126
26742,Astileu,37.68115942028985
180000,Platonesti,37.67383059418458
120487,Corunca,37.657715949530896
93325,Dichiseni,37.653127014829145
155127,Frasinet,37.64650726676043
173374,Stoilesti,37.6406300225008
119466,Sanpaul,37.6243093922652
14085,Babana,37.61867088607595
74842,Catane,37.590999338186634
30915,Oras Sacueni,37.5892946976557
40900,Cristian,37.56405202995664
67773,Lucieni,37.548337200309355
4981,Intregalde,37.54385964912281
140146,Balan,37.54224270353303
51751,Bucosnita,37.540983606557376
86501,Satu Mare,37.515151515151516
120174,Vetca,37.5
46803,Gheraseni,37.4910394265233
167696,Oras Baile Olanesti,37.48375357421367
79834,Crasna,37.48238609675904
2577,Avram Iancu,37.480559875583204
73629,Pielesti,37.479935794542534
101341,Brezoaele,37.46975458002074
175787,Corbita,37.46418338108882
139250,Urziceni,37.45113369820172
93370,Dor Marunt,37.4392523364486
6397,Ponor,37.43589743589744
86188,Tusnad,37.42010459035445
64041,Bradut,37.417654808959156
139394,Viile Satu Mare,37.4160048869884
72383,Galicea Mare,37.41258741258741
125141,Pancesti,37.40771123872026
119153,Rusii-Munti,37.39793140990746
121153,Bahna,37.36707004033737
120138,Vatava,37.36473583704647
64425,Ilieni,37.355932203389834
108366,Oarta De Jos,37.3469387755102
61675,Deleni,37.323232323232325
98827,Schitu Duca,37.317880794701985
75917,Certesti,37.298701298701296
91795,Vata De Jos,37.291399229781774
73923,Robanesti,37.279236276849645
7767,Stremt,37.27272727272727
30069,Magesti,37.26986977997306
128374,Oras Potcoava,37.240812974748515
11174,Halmagel,37.234042553191486
115600,Bala,37.23228995057661
166057,Stefan Cel Mare,37.173686042464325
110535,Balacita,37.15615742699958
141580,Ileanda,37.1557336004006
41346,Lisa,37.15389568576948
52035,Ciudanovita,37.148217636022515
170168,Glavile,37.130801687763714
105160,Snagov,37.12694559474511
56988,Chinteni,37.12632594021215
167641,Oras Baile Govora,37.11808422791082
127983,Osica De Sus,37.08942699592424
94580,Stefan Voda,37.08777270421106
54573,Vrani,37.074829931972786
74536,Unirea,37.07440100882724
4703,Hoparta,37.07165109034268
4240,Daia Romana,37.05837173579109
68921,Tatarani,37.055837563451774
175206,Balesti,37.02551337896702
122463,Dulcesti,37.01880035810206
176613,Maicanesti,37.016293279022406
78604,Aninoasa,36.98924731182796
58918,Petrestii De Jos,36.98360655737705
46313,Cislau,36.97957072666149
179908,Pietrari,36.971484759095375
49046,Rusetu,36.96369636963696
143021,Varsolt,36.950904392764855
154068,Scurtu Mare,36.941710825132475
175126,Andreiasu De Jos,36.93877551020408
17824,Oarja,36.93731594446782
84380,Darjiu,36.928487690504106
7384,Santimbru,36.92835365853659
102909,Fratesti,36.92407527579494
174254,Voineasa,36.90922730682671
58990,Ploscos,36.904761904761905
104635,Plataresti,36.89284390063033
80711,Licurici,36.88699360341151
34397,Salva,36.855670103092784
56096,Bobalna,36.850271528316526
6761,Rosia Montana,36.8421052631579
180019,Sarateni,36.83148335015136
56773,Catina,36.82777399591559
102525,Darasti-Ilfov,36.81060282171868
87745,Baia De Cris,36.80248007085917
42464,Sambata De Sus,36.774193548387096
60099,Vultureni,36.76470588235294
132805,Cornu,36.75719279376177
60169,Negreni,36.74669279764821
49233,Sarulesti,36.72161172161172
132574,Cerasu,36.71641791044776
23868,Oncesti,36.70694864048338
129460,Tia Mare,36.70348343245539
7446,Sohodol,36.694860117111254
73709,Plenita,36.670967741935485
158779,Sag,36.66921313980138
81987,Schela,36.65551839464883
39612,Vaculesti,36.6554054054054
67675,Hulubesti,36.64065403195838
65501,Ulmi,36.63877952755905
177879,Tanasoaia,36.636971046770604
76406,Ghidigeni,36.61916845598282
117177,Gornesti,36.602972399150744
72533,Giurgita,36.59522846744844
131461,Dumbravesti,36.58051689860835
15493,Ciofrangeni,36.56716417910448
83963,Capalnita,36.56361474435196
5336,Lupsa,36.558734939759034
91731,General Berthelot,36.545682102628284
158895,Tomesti,36.529933481152995
100353,Valea Lupului,36.51483856940972
42753,Oras Faurei,36.51426818042344
179891,Raciu,36.51376146788991
158804,Stiuca,36.50969529085872
138618,Pomi,36.50306748466258
129816,Verguleasa,36.501736111111114
63125,Valu Lui Traian,36.49551166965889
95747,Aroneanu,36.49393605292172
79157,Borascu,36.484490398818316
176748,Milcovul,36.48260453239706
14272,Balilesti,36.43941649300387
11664,Petris,36.43926788685524
23047,Huruiesti,36.434511434511435
153865,Radoiesti,36.42305407011289
49769,Topliceni,36.41361256544503
86222,Ulies,36.39960435212661
68342,Odobesti,36.39751552795031
167311,Pochidia,36.39526791927627
164062,Garceni,36.373566357181865
125999,Brebeni,36.35270541082164
126406,Crampoia,36.34862991086167
179766,Isvoarele,36.34361233480176
122025,Ceahlau,36.342042755344416
85984,Simonesti,36.33312995729103
79362,Bumbesti-Pitic,36.320754716981135
143450,Municipiul Sibiu,36.315722987957216
157898,Nadrag,36.31535947712418
114453,Santana De Mures,36.314152410575424
153473,Olteni,36.31379164909321
61283,Ciocarlia,36.30648330058939
80427,Godinesti,36.3032650802435
15448,Cicanesti,36.30017452006981
94795,Vladeni,36.25592417061611
141027,Dragu,36.22902270483712
175439,Bordesti,36.223118279569896
174156,Vladesti,36.21413575927222
178929,Biliesti,36.19402985074627
103032,Oras Fundulea,36.185774364600476
167035,Vutcani,36.167590881084415
162149,Arsura,36.16523772408418
155957,Barna,36.16
151905,Oras Videle,36.14262560777958
169681,Fartatesti,36.140245729697334
54975,Municipiul Cluj-Napoca,36.13688180214801
19560,Ungheni,36.13373339048435
78542,Alimpesti,36.13068545803972
111480,Devesel,36.12139156180607
31841,Tulca,36.118598382749326
78472,Albeni,36.11467693624304
86446,Cozmeni,36.10778443113772
84344,Ditrau,36.09815453254918
68976,Uliesti,36.0918151615826
153295,Mereni,36.08445297504799
54617,Zavoi,36.05937136204889
27169,Abramut,36.05522682445759
142079,Mesesenii De Jos,36.03504928806134
29573,Holod,36.032821976453796
171067,Mateesti,36.0257868790292
13365,Maracineni,36.02497846683893
52936,Glimboca,36.02287166454892
121652,Borca,36.01213040181956
129246,Serbanesti,36.010252029047415
160779,Maliuc,36.0
81095,Pades,35.981308411214954
127938,Orlea,35.97938144329897
140324,Bocsa,35.96279710644161
122285,Dobreni,35.94646271510516
9026,Bucerdea Granoasa,35.941716135995684
116938,Ganesti,35.93644354293441
168130,Oras Ocnele Mari,35.92938733125649
31422,Soimi,35.91269841269841
32187,Rosiori,35.90468497576737
118753,Pasareni,35.899137358991375
119750,Saulia,35.89435774309724
31262,Suplacu De Barcau,35.88580576307364
18778,Stalpeni,35.87294005254359
47006,Grebanu,35.86908447589562
104886,Sarulesti,35.85992907801418
13276,Bradu,35.85662698943427
153151,Lunca,35.844428871758936
152270,Bujoreni,35.83815028901734
173533,Stroesti,35.83118001722653
71055,Bradesti,35.82165605095541
46554,Cozieni,35.812016656751936
37397,George Enescu,35.80734307145677
101243,Brazii,35.80508474576271
18527,Rucar,35.8027197077329
134755,Predeal-Sarari,35.79454253611557
20055,Vulturesti,35.78345070422535
102570,Domnesti,35.783274440518255
29403,Finis,35.78076525336091
49073,Sageata,35.77863577863578
109924,Oras Baia De Arama,35.76611182244985
61737,Dobromir,35.764608371322005
57582,Feleacu,35.748155953635404
138921,Supur,35.747800586510266
20063,Bughea De Sus,35.746238308255386
126647,Deveselu,35.66945606694561
132137,Aricestii Zeletin,35.66289825282631
177469,Reghiu,35.657596371882086
57831,Geaca,35.655430711610485
167259,Pogonesti,35.64493758668516
71199,Bratovoesti,35.63791874554526
74750,Varvoru De Jos,35.56701030927835
155546,Balint,35.56515478761699
42913,Bordei Verde,35.54301833568406
83320,Municipiul Miercurea Ciuc,35.5340139956407
71634,Celaru,35.527019796682715
75258,Munteni,35.5235474995954
15402,Cetateni,35.50660792951542
89687,Gurasada,35.5
105259,Spantov,35.498652291105124
108491,Remetea Chioarului,35.49446040213377
10943,Gurahont,35.49364021804967
82430,Oras Tismana,35.49180327868852
49313,Scortoasa,35.488308115543326
72677,Goiesti,35.480349344978166
64719,Poian,35.477031802120145
124803,Tibucani,35.47611895464103
41382,Maierus,35.47153780798641
128052,Perieti,35.46910755148741
92177,Zam,35.45762711864407
82047,Slivilesti,35.435103244837755
173793,Susani,35.43186180422265
125123,Valeni,35.43103448275862
108035,Dumbravita,35.42857142857143
34903,Sintereag,35.42657786235331
127689,Movileni,35.42448005455165
140547,Cizer,35.422061108234075
107118,Baita De Sub Codru,35.420743639921724
64568,Moacsa,35.3874883286648
64461,Lemnia,35.36880290205562
28246,Cefa,35.35047907211296
137960,Lazuri,35.32796317606444
116340,Craiesti,35.30961791831357
88092,Baita,35.30377668308703
154282,Silistea-Gumesti,35.299901671583086
16472,Dragoslavele,35.285714285714285
78926,Berlesti,35.27416619559073
148765,Fundu Moldovei,35.269831907991744
40768,Cata,35.23364485981308
66152,Branistea,35.22727272727273
179631,Treznea,35.21739130434783
73102,Melinesti,35.21003500583431
64318,Ghelinta,35.184310018903595
125132,Draganesti,35.175097276264594
31510,Suncuius,35.17161588893174
168675,Berislavesti,35.16532618409294
107868,Coroieni,35.158346752549654
26840,Oras Stei,35.15450780503345
26353,Odobesti,35.15272909364046
47774,Movila Banului,35.14407179971658
148202,Dorna Candrenilor,35.14252245216712
44257,Tudor Vladimirescu,35.13513513513514
55106,Jichisu De Jos,35.1123595505618
67407,Dragomiresti,35.11039310716209
130124,Vulpeni,35.10989010989011
20670,Stefan Cel Mare,35.10612344474262
34547,Spermezeu,35.095686020110286
45673,Buda,35.09212730318258
42771,Surdila-Greci,35.07896924355777
10346,Carand,35.05807814149947
179677,Camin,35.055986218776916
130231,Vulturesti,35.041407867494826
65431,Razvad,35.038698675062314
46769,Galbinasi,35.02871205906481
135146,Salciile,35.01577287066246
111989,Grozesti,35.012594458438286
41541,Ormenis,35.012135922330096
143888,Altina,35.009927200529454
106461,Oras Tautii-Magheraus,35.005910941810065
32704,Budacu De Jos,35.005492493592094
89240,Certeju De Sus,34.99810821036701
30871,Sacadat,34.987893462469735
72052,Diosti,34.98643936458737
142710,Somes-Odorhei,34.97835497835498
172082,Pausesti-Maglasi,34.97596153846154
3397,Blandiana,34.97076023391813
143502,Poplaca,34.965986394557824
66731,Comisani,34.959349593495936
180055,Crivat,34.956011730205276
62949,Silistea,34.954657873042045
162871,Botesti,34.949622166246854
149931,Pojorata,34.938807737860245
26379,Itesti,34.93312352478363
136250,Olari,34.93282149712092
66857,Corbii Mari,34.92438563327032
153400,Nasturelu,34.89278752436647
172581,Roesti,34.890965732087224
75356,Beresti-Meria,34.878892733564015
122551,Farcasa,34.874608150470216
67648,Gura Sutii,34.869466515323495
34770,Sieu-Odorhei,34.86552567237164
27436,Biharia,34.834535954217465
114319,Municipiul Targu Mures,34.83157793333761
168309,Amarasti,34.830729166666664
51305,Bania,34.806629834254146
29038,Derna,34.80531813865147
75668,Baleni,34.80466768138001
116796,Fantanele,34.79525078749697
133330,Floresti,34.78931933940423
36373,Braesti,34.78260869565217
178545,Vizantea-Livezi,34.77503628447025
120502,Madaras,34.77255204317656
74322,Teasc,34.76621417797888
28335,Ceica,34.74774473772135
19631,Valea Danului,34.74543334628838
15233,Cateasca,34.744433991846975
142499,Rus,34.72850678733032
145382,Rau Sadului,34.72803347280335
138351,Orasu Nou,34.72639807576669
25228,Saucesti,34.72579263067695
8354,Valea Lunga,34.71168437025797
6592,Rametea,34.70899470899471
33275,Galatii Bistritei,34.70449172576832
26804,Municipiul Beius,34.69818488813846
35152,Tarlisua,34.69750889679715
55838,Baciu,34.692336730841824
89801,Harau,34.680851063829785
70414,Oras Filiasi,34.67942834666317
17619,Musatesti,34.657270980140936
162693,Bogdanesti,34.653077224617796
81861,Scoarta,34.63143254520167
54485,Valiug,34.630872483221474
94562,Stefan Cel Mare,34.62240058372856
109041,Suciu De Sus,34.60826650215916
65379,Aninoasa,34.60633484162896
60455,Oras Eforie,34.59875566803754
77153,Schela,34.5765820849893
73335,Motatei,34.57374830852503
76111,Costache Negri,34.56896551724138
19695,Valea Iasului,34.56689711264742
1151,Oras Abrud,34.5668449197861
41471,Moieciu,34.56175298804781
100969,Balotesti,34.56
124750,Tupilati,34.557235421166304
105534,Tartasesti,34.54833597464342
63553,Comandau,34.54106280193237
72926,Leu,34.5360824742268
17254,Mihaesti,34.528790595736204
53791,Sasca Montana,34.52722063037249
136964,Beltiug,34.520451339915375
132841,Cosminele,34.519572953736656
16285,Davidesti,34.518997574777686
137130,Bogdand,34.51403887688985
6976,Salciua,34.50650344299923
127224,Grojdibodu,34.50042698548249
3761,Cenade,34.5
33122,Chiuza,34.4994617868676
143995,Atel,34.492753623188406
26653,Santandrei,34.486679662118256
174824,Golesti,34.459289135366774
173855,Tetoiu,34.45912873225649
72276,Farcas,34.44193912063134
148729,Frumosu,34.441398217957506
3459,Bucium,34.44108761329305
17423,Moraresti,34.4408945686901
153062,Gratia,34.43616029822926
45003,Beceni,34.427563754747695
105776,Valea Dragului,34.417808219178085
159071,Traian Vuia,34.41592456783656
179588,Copaceni,34.39132181599036
104751,Radovanu,34.372243457806526
79237,Branesti,34.35391800726518
42968,Ciocile,34.3186372745491
25932,Ungureni,34.30824843904042
138734,Santau,34.292682926829265
175590,Ciorasti,34.28691628102651
37459,Gorbanesti,34.28465530022239
93085,Ciocanesti,34.28334255672385
107485,Botiza,34.27362482369534
114854,Oras Sovata,34.26999180423838
28415,Cetariu,34.261692065160275
27908,Buduslau,34.261501210653755
30274,Osorhei,34.24587655160687
49206,Sapoca,34.239677744209466
141535,Horoatu Crasnei,34.234234234234236
57083,Chiuiesti,34.21686746987952
87362,Criscior,34.20342034203421
147786,Cornu Luncii,34.187323240725334
71812,Cioroiasi,34.17624521072797
10373,Cermei,34.172818063395574
137844,Hodod,34.16808149405772
47300,Luciu,34.16703885663242
58393,Manastireni,34.16
128524,Redea,34.15943824865758
17209,Micesti,34.15084388185654
72506,Giubega,34.148936170212764
153589,Pietrosani,34.146341463414636
132716,Cocorastii Mislii,34.14462081128748
68002,Manesti,34.13615138854755
7810,Sibot,34.121929026387626
176944,Nereju,34.117980714690866
14450,Barla,34.105098855359
10827,Felnac,34.09436834094368
54412,Turnu Ruieni,34.0789933589654
13891,Albestii De Muscel,34.07692307692308
34422,Silivasu De Campie,34.07682775712515
157923,Nitchidorf,34.074605451936876
48744,Oras Pogoanele,34.07211379424413
40214,Oras Ghimbav,34.065934065934066
179944,Runcu Salvei,34.05051449953228
101001,Baneasa,34.04308617234469
16427,Dobresti,34.03973509933775
60026,Valea Ierii,34.032634032634036
53577,Prigor,34.031413612565444
36300,Baluseni,34.029921633816194
27686,Bratca,34.02269861286255
156311,Cheveresu Mare,34.0215861098076
76004,Corni,34.01162790697674
13757,Oras Topoloveni,33.99720918432069
139982,Almasu,33.98280802292263
33364,Ilva Mica,33.96632031529918
179551,Oras Voluntari,33.95961862030286
124563,Tasca,33.94867176947321
131210,Oras Busteni,33.94638778699363
179855,Gardani,33.93162393162393
83428,Oras Baile Tusnad,33.931240657698055
70520,Afumati,33.92210144927536
53023,Iablanita,33.91549295774648
112245,Eselnita,33.9116067740603
114382,Sancraiu De Mures,33.907605921388466
31878,Tetchea,33.898305084745765
82243,Stejari,33.876543209876544
36499,Calarasi,33.87334315169367
172812,Runcu,33.86114494518879
128588,Rusanesti,33.859357696566995
85920,Suseni,33.854774690637406
40303,Oras Predeal,33.83038210624417
64997,Varghis,33.830200907323395
144599,Gura Raului,33.821084137013635
13187,Bascov,33.81559058518678
1017,Municipiul Alba Iulia,33.815577269708754
51877,Constantin Daicoviciu,33.80102040816327
176551,Jitia,33.79737045630317
35269,Uriu,33.79244074311339
45959,Catina,33.77581120943953
18411,Recea,33.76288659793814
111863,Gogosu,33.75106807177443
150043,Putna,33.71446229913474
179695,Simisna,33.71369294605809
150980,Vatra Moldovitei,33.70044052863436
101662,Calugareni,33.69755244755245
175019,Oras Odobesti,33.69592088998764
73852,Radovan,33.69028006589786
131988,Alunis,33.684593023255815
131540,Oras Sinaia,33.67728882144664
5700,Mihalt,33.66162504396764
126148,Cilieni,33.66111951588502
54109,Socol,33.65493757094211
97465,Helesteni,33.64032961706253
71956,Daneti,33.63582560662853
46180,Chiojdu,33.62734288864388
96058,Braesti,33.61768127181078
105384,Soldanu,33.616863905325445
49625,Stalpu,33.61184960121535
122392,Dragomiresti,33.608360836083605
52160,Cornereva,33.60723089564503
161525,I.c.bratianu,33.600802407221664
43652,Movila Miresii,33.6
39220,Stiubieni,33.59090909090909
51546,Bolvasnita,33.56341673856773
53700,Eftimie Murgu,33.55605048255382
80613,Jupanesti,33.54978354978355
68182,Moroeni,33.54792560801145
40544,Beclean,33.54271356783919
126166,Carlogani,33.53941267387945
162452,Balteni,33.537989255564085
31654,Tauteu,33.527939949958295
59880,Unguras,33.52347520842475
64194,Cernat,33.513027852650495
146281,Ipotesti,33.50838803792852
147937,Darmanesti,33.507642799678194
59826,Taga,33.50189633375474
97722,Lungani,33.48761860680398
127126,Giuvarasti,33.473684210526315
118281,Oras Miercurea Nirajului,33.46375617792422
16551,Godeni,33.454692556634306
51948,Ciclova Romana,33.45120226308345
177799,Straoane,33.43293492695883
145934,Turnu Rosu,33.43051506316812
19007,Suseni,33.42276734380989
51573,Bozovici,33.41414141414141
177003,Nistoresti,33.40909090909091
177655,Slobozia Bradului,33.40554592720971
118691,Panet,33.399131464666404
127251,Ianca,33.39581380818494
155797,Belint,33.39214821349802
48771,Posta Calnau,33.384204502098434
32955,Ciceu-Giurgesti,33.38414634146341
27329,Balc,33.38273434605409
172153,Perisani,33.37162550258472
22380,Dofteana,33.35915025448108
49849,Tintesti,33.35110637163423
107733,Copalnic-Manastur,33.333333333333336
52115,Cornea,33.333333333333336
32483,Oras Beclean,33.326651297985364
178885,Negrilesti,33.31020124913255
101902,Ciolpani,33.30419580419581
87576,Oras Hateg,33.28878494264395
178313,Valea Sarii,33.27475102519039
115851,Breaza,33.26932309169467
108268,Miresu Mare,33.267909715407264
9887,Bata,33.25991189427313
26338,Buciumi,33.23863636363637
50022,Valea Ramnicului,33.23327615780446
49956,Vadu Pasii,33.22842270911512
4106,Calnic,33.222811671087534
100576,Oras Buftea,33.22245102698136
17726,Negrasi,33.21976149914821
159437,Parta,33.21934538348803
76763,Namoloasa,33.217592592592595
140770,Cristolt,33.21167883211679
83133,Municipiul Odorheiu Secuiesc,33.206927063582356
60632,Limanu,33.206040617948275
45539,Braesti,33.202025886325266
64504,Malnas,33.1858407079646
145499,Oras Saliste,33.18315377081293
140208,Banisor,33.17838466008135
75150,Vanatori,33.17238912732475
77910,Balesti,33.16498316498316
127171,Gradinari,33.164556962025316
4525,Garda De Sus,33.16062176165803
78711,Baia De Fier,33.1574562621494
151763,Lita,33.15290933694181
154497,Storobaneasa,33.14176245210728
33514,Lesu,33.136842105263156
142006,Maeriste,33.13609467455621
107519,Budesti,33.13253012048193
129763,Valeni,33.123877917414724
61620,Cumpana,33.12355612204254
168041,Oras Horezu,33.11666096476223
132271,Baltesti,33.114538890712176
82779,Vagiulesti,33.112895606991025
119331,Oras Sangeorgiu De Padure,33.11287477954145
117925,Livezeni,33.09835515273582
146744,Municipiul Vatra Dornei,33.09265084358021
119625,Stanceni,33.091787439613526
30149,Nojorid,33.067802889959246
150445,Saru Dornei,33.05879011644419
19141,Suici,33.056640625
171931,Otesani,33.056042031523646
9743,Almas,33.05555555555556
105972,Vanatorii Mici,33.052230685527746
42156,Ungra,33.04498269896194
73460,Negoi,33.039161610590185
150310,Stroiesti,33.03761533002129
159446,Padureni,33.029092983456934
42456,Crizbav,33.02574065080136
179221,Oras Bragadiru,33.02360156104813
154344,Slobozia Mandra,33.01680058436815
173686,Sirineasa,33.01314459049545
64773,Reci,33.0
178956,Rastoaca,32.97674418604651
17496,Mosoaia,32.973068745570515
73068,Malu Mare,32.96556971656838
53274,Mehadia,32.95615275813296
71787,Cetate,32.95428701387309
125873,Bobicesti,32.918344928597584
94330,Salcioara,32.915531335149865
167071,Zapodeni,32.90876777251185
168791,Budesti,32.901164975573096
44532,Zavoaia,32.89734443123266
73736,Poiana Mare,32.894296238419464
103470,Greaca,32.89334741288279
91982,Vetel,32.891143191572375
79077,Bolbosi,32.88922725542444
138805,Sauca,32.87671232876713
53130,Luncavita,32.8719723183391
45815,C.a. Rosetti,32.870683818551115
171995,Pausesti,32.840646651270205
133722,Iordacheanu,32.840646651270205
70879,Oras Bechet,32.833237160992496
142426,Romanasi,32.82031550596383
64871,Turia,32.818897637795274
13301,Oras Mioveni,32.80579027566145
174744,Municipiul Focsani,32.80474192679266
77260,Smulti,32.80334728033473
123255,Oniceni,32.8003120124805
35839,Rachiti,32.797504798464495
59238,Risca,32.79320987654321
129567,Traian,32.776451869530625
125588,Garcov,32.75949367088607
144376,Bradeni,32.75316455696203
27285,Avram Iancu,32.75092936802974
7099,Sasciori,32.7349737797499
68431,Poiana,32.7336860670194
71858,Ciupercenii Noi,32.726465364120784
126585,Daneasa,32.725464190981434
147884,Crucea,32.70365997638725
93888,Oras Lehliu Gara,32.698993595608414
14851,Budeasa,32.694475760992106
60534,Oras Techirghiol,32.691496837666904
158243,Racovita,32.689335394126736
178689,Vartescoiu,32.68707482993197
146021,Boita,32.665639445300464
156589,Curtea,32.664756446991404
46484,Costesti,32.65937202664129
129745,Vadastrita,32.658417697787776
108669,Rozavlea,32.65528514347984
65645,Motaieni,32.64840182648402
16132,Cuca,32.64248704663213
14922,Bughea De Jos,32.61943986820428
179953,Ciceu- Mihaiesti,32.61682242990654
167222,Ibanesti,32.608695652173914
21891,Colonesti,32.59215915740199
93851,Lehliu,32.58157389635317
70502,Oras Segarcea,32.57354073617742
67167,Crangurile,32.57163583605368
33658,Matei,32.562529495044835
97679,Letcani,32.56170473708416
9360,Sofronea,32.55813953488372
121108,Agapia,32.555615843733044
13524,Valea Mare Pravat,32.53190857821312
53755,Sacu,32.53105590062112
170792,Lapusata,32.51005169442849
114417,Sangeorgiu De Mures,32.50145095763204
47630,Manzalesti,32.49097472924188
60419,Municipiul Constanta,32.48977232977963
109425,Vima Mica,32.48610007942812
6048,Noslac,32.469215813350615
174085,Valea Mare,32.46321784527765
147526,Cacica,32.448866777224985
84594,Lazarea,32.43516335466487
178938,Gologanu,32.432432432432435
172894,Salatrucel,32.43096913914456
46019,Cernatesti,32.413574373612434
126978,Falcoiu,32.406841783750764
94081,Movila,32.402234636871505
12457,Taut,32.395332875772134
177263,Poiana Cristei,32.38532110091743
137103,Barsau,32.38489394723228
93771,Independenta,32.38421955403088
179310,Dobroesti,32.36774524910118
152948,Furculesti,32.36543909348442
179533,Oras Popesti Leordeni,32.342339658613604
137504,Crucisor,32.34062354583527
38063,Mihai Eminescu,32.33961712699109
32660,Branistea,32.337367624810895
40198,Municipiul Brasov,32.32732617224667
90994,Romos,32.32628398791541
13819,Albestii De Arges,32.32580961727184
172279,Pesceana,32.321041214750544
57706,Floresti,32.31573860890822
99441,Tansa,32.314080785201966
81816,Saulesti,32.31327800829875
95612,Alexandru I. Cuza,32.3063756953359
55918,Baisoara,32.30184581976113
67906,Lunguletu,32.29332726030517
73031,Maglavit,32.27708179808401
132011,Apostolache,32.27699530516432
47578,Mihailesti,32.27138643067847
134194,Manesti,32.266994770839744
151816,Nanov,32.26216990136812
7348,Sancel,32.25806451612903
160644,Jurilovca,32.25108225108225
6217,Pianu,32.231675392670155
117783,Ideciu De Jos,32.21621621621622
130614,Berceni,32.214258770275364
82831,Vladimir,32.212536322125366
78828,Barbatesti,32.21052631578947
162069,Alexandru Vlahuta,32.20757825370676
38848,Romanesti,32.20443349753695
154665,Tatarastii De Sus,32.201203783319
60945,Albesti,32.196969696969695
16365,Darmanesti,32.1954484605087
97919,Miroslava,32.19233032037225
138431,Paulesti,32.189014539579965
6271,Poiana Vadului,32.17993079584775
91688,Turdas,32.177373507674815
139287,Valea Vinului,32.174425456688276
70110,Podari,32.17213114754098
78141,Municipiul Motru,32.168100378061474
94688,Valea Ciorii,32.15712383488682
29154,Dobresti,32.138561462593216
29662,Husasau De Tinca,32.12435233160622
168960,Bunesti,32.11453744493392
60482,Municipiul Mangalia,32.1136652010977
62878,Sacele,32.10499747602221
97321,Gropnita,32.102056359482106
1348,Municipiul Blaj,32.10150859548591
59657,Suatu,32.10144927536232
142373,Poiana Blenchii,32.101372756071804
166137,Suletea,32.1000521104742
77601,Suhurlui,32.097725358045494
50549,Unguriu,32.093023255813954
1936,Oras Zlatna,32.0864991233197
9930,Beliu,32.08638642499036
80846,Matasari,32.05798479087453
123709,Poienari,32.05329153605015
178279,Urechesti,32.037996545768564
11995,Seleus,32.03410475030451
166707,Viisoara,32.030178326474626
70174,Simnicu De Sus,32.02668890742285
124938,Alexandru Cel Bun,32.013074408767544
88261,Beriu,32.01199200532978
137292,Cauas,32.01146679407549
53327,Mehadica,32.0
76807,Nicoresti,31.998839570641138
95088,Barnova,31.998021760633037
3039,Bistra,31.99082334947744
63045,Topalu,31.986531986531986
100549,Slobozia,31.983805668016196
19793,Vedea,31.981835874148558
20359,Letea Veche,31.97986032158519
152528,Ciolanesti,31.97060174552136
103639,Hotarele,31.95983379501385
176506,Jaristea,31.954674220963174
178607,Vanatori,31.951466127401417
102348,Crevedia Mare,31.946624803767662
159259,Victor Vlad Delamarina,31.94387123400743
159847,Beidaud,31.934032983508246
75114,Sendreni,31.931818181818183
119661,Suplac,31.930184804928132
45245,Bisoca,31.928606841844324
24427,Plopana,31.906763469621705
117550,Ibanesti,31.904090267983076
62137,Mereni,31.901519119958092
179784,Boranesti,31.900212314225055
148514,Forasti,31.897463002114165
110116,Oras Strehaia,31.89706762417714
112076,Hinova,31.89252336448598
157585,Margina,31.88935281837161
72098,Dobresti,31.886884446611408
168372,Oras Babeni,31.8807044607276
55687,Apahida,31.878728446514668
179757,Herasti,31.87066974595843
67737,I. L. Caragiale,31.868723098995694
59586,Sanpaul,31.84777165748623
30229,Olcea,31.84656556645852
85467,Sacel,31.846473029045644
127144,Gostavatu,31.831216714461288
93815,Jegalia,31.815594763801936
108473,Poienile De Sub Munte,31.814580031695723
26564,Municipiul Oradea,31.81457037829592
10195,Bocsig,31.811646297627608
180091,Racsa,31.80392156862745
32633,Bistrita Bargaului,31.803797468354432
107546,Calinesti,31.801055011303692
169119,Caineni,31.797235023041473
41088,Harman,31.78650348461669
104387,Niculesti,31.78433124813822
173935,Tomsani,31.778334376956796
122864,Grinties,31.765276430649855
25745,Tatarasti,31.764097258147956
76692,Matca,31.76208780093061
62191,Mihail Kogalniceanu,31.76071177710138
42480,Dragus,31.757451181911613
95499,Ion Neculce,31.756332426208917
23494,Motoseni,31.744840525328332
108794,Sacalaseni,31.73216885007278
48021,Odaile,31.73076923076923
180028,Porumbesti,31.728045325779036
113395,Punghina,31.718677224033534
29092,Diosig,31.7103620474407
159482,Valcani,31.70320404721754
177726,Slobozia Ciorasti,31.688914683691237
157031,Gavojdia,31.68
147161,Botosana,31.679925128685074
155083,Beciu,31.669394435351883
108712,Satulung,31.662269129287598
16506,Draganu,31.661971830985916
