Code,Localitate,Shannon,Simpson,Inverse Simpson
13819,Albestii De Arges,0.04036975757828752,-19.991342155009452,0.0476386880179244
13891,Albestii De Muscel,-0.0,-21.0,0.045454545454545456
13935,Albota,0.029345768829557965,-19.994046061201946,0.04763255244295431
13999,Aninoasa,0.6938768685377039,-19.696691471038605,0.048316901346252605
14049,Arefu,-0.0,-21.0,0.045454545454545456
14085,Babana,-0.0,-21.0,0.045454545454545456
14165,Baiculesti,0.14516639331726755,-18.9607241517107,0.050098382824167065
14272,Balilesti,0.250862390630985,-19.919741419948437,0.04780173807724172
14352,Beleti-Negresti,0.08418986963403699,-19.979190646626883,0.04766628116613183
14405,Berevoesti,0.856448935581468,-19.596155205790758,0.04855275122994037
14450,Barla,0.007281874139893346,-19.998801678081996,0.04762176505737344
14584,Bogati,0.091911574726888,-19.97685906747376,0.047671579276164236
14673,Boteni,0.1198929467195168,-19.96800846057241,0.047691701473717395
14726,Botesti,-0.0,-21.0,0.045454545454545456
14753,Bradulet,-0.0,-21.0,0.045454545454545456
14851,Budeasa,0.1470715776396349,-19.958863836715736,0.04771250998101338
14922,Bughea De Jos,0.5401648814387852,-19.783064186302525,0.04811610025527752
14940,Buzoesti,0.006339615538775836,-19.99897575991383,0.047621370272209106
15064,Caldararu,0.03184695148022055,-19.993448064228417,0.04763390925304645
15108,Calinesti,0.07216625998972116,-18.983478994567463,0.05004133665974035
15233,Cateasca,0.07268559599157401,-18.983617065624276,0.050040990913511614
15313,Cepari,-0.0,-21.0,0.045454545454545456
15402,Cetateni,0.8242209207918307,-19.616805555555555,0.04850411948181432
15448,Cicanesti,-0.0,-21.0,0.045454545454545456
15493,Ciofrangeni,-0.0,-21.0,0.045454545454545456
15554,Ciomagesti,-0.0,-21.0,0.045454545454545456
15652,Cocu,-0.0,-21.0,0.045454545454545456
15741,Corbeni,0.009154601050942148,-19.99844569746245,0.04762257237548037
15830,Corbi,0.0464440442352535,-19.98978246895544,0.04764222790202957
15901,Cosesti,0.46069874356697016,-18.82659722031156,0.050437298387014176
15983,Cotmeana,-0.0,-21.0,0.045454545454545456
16132,Cuca,-0.0,-21.0,0.045454545454545456
16285,Davidesti,0.7662469622296328,-19.653064620844876,0.04841896436961286
16329,Dambovicioara,-0.0,-21.0,0.045454545454545456
16365,Darmanesti,0.05207170694854419,-19.98829765526999,0.04764559834365167
16427,Dobresti,-0.0,-21.0,0.045454545454545456
16454,Domnesti,0.0893719289701684,-19.977631498126573,0.047669823930757194
16472,Dragoslavele,0.7567941514380064,-19.658867145781418,0.048405364773556905
16506,Draganu,-0.0,-21.0,0.045454545454545456
16551,Godeni,0.0428767558229643,-19.990704053981283,0.04764013619687669
16613,Harsesti,0.13728216135171098,-19.962216161769206,0.047704879688427
16659,Hartiesti,0.8547048863641284,-19.597281653269327,0.04855009592206425
16739,Izvoru,0.648444772075313,-19.723127710814786,0.048255264067987656
16757,Leordeni,0.23049972575707536,-19.92789555944412,0.047783113077928686
16908,Leresti,0.3695721792136907,-18.87057004729447,0.050325682535522304
16944,Lunca Corbului,-0.0,-21.0,0.045454545454545456
17049,Malureni,0.42572139051503105,-19.841456831659286,0.04798129075511394
17101,Merisani,0.35657885056755023,-19.874087500417655,0.04790628572290845
17209,Micesti,0.03221527815384908,-17.994393962405187,0.05264711272069319
17254,Mihaesti,0.7384936985160047,-18.673845108185407,0.05082890479726023
17334,Mioarele,-0.0,-21.0,0.045454545454545456
17398,Mirosi,-0.0,-21.0,0.045454545454545456
17423,Moraresti,-0.0,-21.0,0.045454545454545456
17496,Mosoaia,0.04166360353368385,-19.991013842300788,0.04763943311708053
17575,Mozaceni,-0.0,-21.0,0.045454545454545456
17619,Musatesti,0.09157925412458578,-19.97696044910311,0.04767134887946819
17726,Negrasi,0.08816461102229328,-19.97799679908832,0.047668993830881835
17771,Nucsoara,-0.0,-21.0,0.045454545454545456
17824,Oarja,0.18999075553626754,-19.943444245451975,0.047747638271921654
17851,Pietrosani,0.29021607724122944,-19.903378122818797,0.04783915758134653
17913,Poienarii De Arges,0.10968687895667578,-19.971306531456754,0.047684201196525826
17968,Poienarii De Muscel,0.3972121072813144,-19.85516293682248,0.047949757238979464
18028,Poiana Lacului,0.010587031276214433,-19.99816541967828,0.04762320802858602
18162,Popesti,-0.0,-21.0,0.045454545454545456
18242,Priboieni,0.14861710468454456,-19.95832875373596,0.0477137281197454
18331,Ratesti,0.3828606695410961,-17.868603223317557,0.05299809361427527
18411,Recea,0.18985622062343682,-19.943494329332704,0.04774752408911229
18475,Rociu,0.03339033672004857,-19.993074342958515,0.04763475723770871
18527,Rucar,0.08944958615361809,-18.978737877175238,0.05005321187693506
18554,Salatrucu,0.04953720793471306,-19.98897092739194,0.047644069995586895
18581,Sapata,0.023636873514522524,-19.995373072883847,0.047629541829458125
18670,Schitu Golesti,0.6208701507625026,-19.738806868427222,0.04821878164661444
18741,Slobozia,0.13336791643225604,-19.963538421723584,0.0477018707378018
18778,Stalpeni,0.0440569828651504,-19.990400891055636,0.0476408242601082
18858,Stoenesti,0.5435644431995964,-19.78125,0.0481203007518797
18938,Stolnici,0.2051028321863354,-19.93775167907158,0.04776061992365466
19007,Suseni,0.07040112907799836,-18.984881608090717,0.05003782457210845
19114,Stefan Cel Mare,-0.0,-21.0,0.045454545454545456
19141,Suici,-0.0,-21.0,0.045454545454545456
19212,Teiu,0.14431028218639022,-19.959815910585142,0.04771034269890602
19249,Tigveni,0.034280386319742936,-19.992857234619287,0.0476352498768439
19338,Titesti,0.21715744177739027,-19.93311787035153,0.04777119233711203
19392,Uda,-0.0,-21.0,0.045454545454545456
19560,Ungheni,-0.0,-21.0,0.045454545454545456
19631,Valea Danului,-0.0,-21.0,0.045454545454545456
19695,Valea Iasului,-0.0,-21.0,0.045454545454545456
19793,Vedea,-0.0,-21.0,0.045454545454545456
19999,Vladesti,0.46763990530542066,-19.820683901000976,0.04802916199846461
20048,Raca,-0.0,-21.0,0.045454545454545456
20055,Vulturesti,0.15943849048637668,-19.95453876315198,0.047722357972320266
20063,Bughea De Sus,0.8957430109609616,-19.570507136585114,0.0486132885961512
20297,Municipiul Bacau,0.12425864285227661,-5.97391110465887,0.1433915610613329
20313,Hemeius,0.04421580825141773,-17.991957263042615,0.05265386743187071
20359,Letea Veche,0.017327315452578797,-18.997081360672855,0.050007297663280215
20411,Magura,0.0178315204687243,-18.996984549661803,0.05000753976263448
20466,Margineni,0.025676657365486598,-17.995673784809178,0.05264356565228547
20563,Municipiul Onesti,0.10597936229883675,-11.978413629252318,0.07705101937466988
20607,Gura Vaii,0.40024765957791286,-19.853720131275455,0.04795307473702238
20670,Stefan Cel Mare,0.7161705054596024,-19.683448705706653,0.04834783667987127
20778,Oras Buhusi,0.4835147382088149,-16.821888371481602,0.05611077676820092
20821,Oras Comanesti,0.25889237339945137,-15.924355462703435,0.05908644510591387
20876,Municipiul Moinesti,0.33448764533459413,-16.89265532165598,0.05588885394722113
20910,Oras Slanic-Moldova,0.020640847264685624,-19.996046469673836,0.047628014228506065
20965,Oras Targu Ocna,0.15127494913258258,-15.963008845478047,0.058951805608860326
21007,Agas,0.2853719594990555,-18.913149076327866,0.050218074306929636
21098,Ardeoani,-0.0,-21.0,0.045454545454545456
21123,Asau,0.20657018010970526,-19.937191985838815,0.047761896661040554
21196,Balcani,0.3147309984646066,-17.917655615176862,0.05286067260880576
21249,Beresti-Bistrita,0.4967516514406406,-19.805834552307672,0.04806344092979848
21338,Beresti-Tazlau,0.007089904400475189,-19.998837434998972,0.04762168396681285
21418,Berzunti,0.45979343199287226,-19.82462745568103,0.04802006672763774
21454,Barsanesti,0.040500004823298484,-18.99196348566308,0.05002009936228295
21506,Blagesti,0.5590213416544163,-18.77580113954438,0.05056685152443029
21560,Bogdanesti,-0.0,-21.0,0.045454545454545456
21597,Brusturoasa,0.0600465130015051,-18.987712796297775,0.050030736892778704
21668,Buhoci,0.02086864699970189,-18.996387369882953,0.0500090332069744
21720,Casin,0.13656896149451794,-19.962457867594626,0.04770432963139674
21757,Caiuti,0.15072048922292144,-19.957598016842187,0.047715391773254186
21855,Cleja,0.31026100966802894,-18.912865933983213,0.05021878836101659
21891,Colonesti,-0.0,-21.0,0.045454545454545456
21971,Corbasca,0.937969916118305,-19.542376133573367,0.04867986027992415
22059,Cotofanesti,0.8425469891685472,-18.63843809741247,0.05092054648336613
22111,Damienesti,0.01896397257473527,-19.99641578216207,0.04762717648454886
22166,Oras Darmanesti,0.43021306394883113,-15.846415422954564,0.05935980889070452
22237,Dealu Morii,-0.0,-21.0,0.045454545454545456
22380,Dofteana,0.10695572392009062,-18.97337088887749,0.050066661534677
22460,Faraoani,0.2912550122251259,-17.9247256985727,0.052840924403750794
22488,Filipeni,-0.0,-21.0,0.045454545454545456
22576,Filipesti,0.20715276319990408,-18.938806439834053,0.05015345341846464
22665,Gaiceana,0.09837660937695644,-18.9780828057167,0.05005485309700746
22718,Ghimes-Faget,1.1877456342176433,-17.472940402225085,0.05413323370434027
22781,Garleni,0.12169198296140392,-17.972656944678896,0.052707430641677294
22834,Glavanesti,0.052412761336529966,-19.98820649818129,0.047645805280534755
22898,Helegiu,-0.0,-21.0,0.045454545454545456
22941,Horgesti,0.01736968047109339,-19.996761516730643,0.04762639225116596
23047,Huruiesti,-0.0,-21.0,0.045454545454545456
23127,Izvoru Berheciului,-0.0,-21.0,0.045454545454545456
23207,Lipova,0.034135028353378706,-19.992892769855985,0.04763516924336961
23289,Livezi,0.3463495553540657,-19.87873568263588,0.047895620462864774
