Regiune,Shannon,Simpson,Inverse Simpson
Bucuresti-Ilfov,0.2678313939478141,0.061112402848260805,1.0650902227632517
Centru,1.192092145789526,0.491866715641048,1.9679875945571534
Nord-Est,0.21283857292411093,-1.950563229771979,0.33891834274545624
Nord-Vest,1.1170857672180428,-0.5978200346224047,0.6258527107756031
Sud,0.2728064637521155,-1.9176416555943003,0.34274257021337595
Sud-Est,0.43214775316310033,-0.8905995899892498,0.5289327286935919
Sud-Vest,0.23148290632156018,-1.9336635736235186,0.3408707150305066
Vest,0.808072450071337,0.2169266955254875,1.2770196535700549
