,RM_Adulti,RM_Barbati,RM_femei,RM_cancer,RM_cardio,RM_vatamari,RM5_boli_diareice,RM5_HIV,RM5_vatamari,RM5_malaria,RM5_pojar,RM5_neonatal,RM5_pneumonie,SV,Tuberculoza,Polio
Rwanda,282.90673575129534,311.419689119171,261.20725388601034,18.89005235602093,53.225130890052355,44.83769633507853,9.659358288770054,1.677005347593583,-3.2844919786096254,0.5299465240641705,0.2657754010695188,-21.5005347593583,11.962566844919785,-19.3717277486911,204.4869109947644,-2.5751295336787563
Saint Kitts and Nevis,-47.093264248704656,-37.58031088082902,-55.792746113989665,-23.10994764397907,48.225130890052355,-36.16230366492147,4.659358288770054,-3.322994652406417,2.815508021390375,-4.070053475935829,-1.3342245989304813,-40.4005347593583,-11.237433155080215,4.6282722513089,-127.5130890052356,-2.5751295336787563
Saint Lucia,-68.09326424870466,-70.58031088082902,-64.79274611398966,-2.109947643979069,-67.77486910994764,-29.162303664921467,-8.040641711229945,-2.0229946524064166,-0.38449197860962503,-4.070053475935829,-1.3342245989304813,-12.3005347593583,-9.937433155080214,5.6282722513089,-121.5130890052356,-2.5751295336787563
Saint Vincent and the Grenadines,-15.093264248704656,-22.580310880829018,-10.792746113989665,23.89005235602093,-56.774869109947645,-26.162303664921467,-8.840641711229946,-0.422994652406417,-1.0844919786096252,-4.070053475935829,-1.3342245989304813,6.399465240641703,-0.7374331550802147,3.6282722513089,-108.5130890052356,-2.5751295336787563
Samoa,-9.093264248704656,15.419689119170982,-34.792746113989665,-36.10994764397907,45.225130890052355,-41.16230366492147,0.3593582887700535,-3.022994652406417,-2.1844919786096253,-3.970053475935829,-1.2342245989304812,5.999465240641705,-1.0374331550802154,2.6282722513089,-116.5130890052356,-2.5751295336787563
San Marino,-172.09326424870466,-148.58031088082902,-195.79274611398966,8.89005235602093,-148.77486910994764,-59.16230366492147,0.0,8.881784197001252e-16,0.0,-8.881784197001252e-16,0.0,-7.105427357601002e-15,-3.552713678800501e-15,15.6282722513089,-132.5130890052356,-2.5751295336787563
Sao Tome and Principe,13.906735751295344,24.419689119170982,7.207253886010335,1.8900523560209308,24.225130890052355,5.837696335078533,6.659358288770054,0.3770053475935833,-1.5844919786096252,-3.470053475935829,3.4657754010695188,-11.100534759358297,9.962566844919785,-3.3717277486911,-25.5130890052356,-2.5751295336787563
Saudi Arabia,-50.093264248704656,-48.58031088082902,-61.792746113989665,-22.10994764397907,33.225130890052355,-9.162303664921467,-3.1406417112299456,-3.222994652406417,9.415508021390375,-3.870053475935829,-1.3342245989304813,-3.0005347593582954,-4.637433155080215,3.6282722513089,-92.5130890052356,-2.5751295336787563
Senegal,63.906735751295344,66.41968911917098,61.207253886010335,14.89005235602093,54.225130890052355,43.83769633507853,7.659358288770054,-2.322994652406417,-2.484491978609625,23.529946524064172,6.765775401069519,-20.400534759358298,9.462566844919785,-9.3717277486911,98.4869109947644,-2.5751295336787563
Serbia,-70.09326424870466,-81.58031088082902,-59.792746113989665,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,-8.881784197001252e-16,0.0,-7.105427357601002e-15,-3.552713678800501e-15,0.0,0.0,-2.5751295336787563
Seychelles,-54.093264248704656,-88.58031088082902,-21.792746113989665,-0.1099476439790692,-35.774869109947645,-12.162303664921467,-9.340641711229946,-3.322994652406417,7.2155080213903755,-4.070053475935829,-1.3342245989304813,-16.0005347593583,-1.137433155080215,3.6282722513089,-102.5130890052356,-2.5751295336787563
Sierra Leone,352.90673575129534,289.419689119171,400.20725388601034,49.89005235602093,143.22513089005236,168.83769633507853,10.659358288770054,-2.0229946524064166,-3.884491978609625,8.329946524064171,3.9657754010695188,-21.3005347593583,14.262566844919785,-28.3717277486911,231.4869109947644,-2.5751295336787563
Singapore,-152.09326424870466,-131.58031088082902,-172.79274611398966,-3.109947643979069,-200.77486910994764,-58.16230366492147,-8.940641711229945,-3.322994652406417,2.0155080213903744,-4.070053475935829,-1.3342245989304813,-3.2005347593582982,-2.2374331550802147,12.6282722513089,-102.5130890052356,-2.5751295336787563
Slovakia,-82.09326424870466,-108.58031088082902,-54.792746113989665,38.89005235602093,-0.7748691099476446,-31.162303664921467,-7.940641711229945,-3.322994652406417,0.9155080213903748,-4.070053475935829,-1.3342245989304813,9.499465240641705,-1.8374331550802143,8.6282722513089,-113.5130890052356,-2.5751295336787563
Slovenia,-108.09326424870466,-115.58031088082902,-102.79274611398966,28.89005235602093,-143.77486910994764,-22.162303664921467,-9.340641711229946,-3.322994652406417,0.8155080213903751,-4.070053475935829,-1.3342245989304813,21.199465240641707,-11.237433155080215,11.6282722513089,-116.5130890052356,-2.5751295336787563
