Code,Localitate,Shannon,Simpsone,Inverse Simpson
9360,Sofronea,0.9438309808495567,0.4493181004858501,1.8159303962637412
9397,Vladimirescu,0.35991396494769656,0.08742938462478567,1.0958056101651246
9459,Oras Chisineu-Cris,1.1018040077327966,0.41620809247525936,1.7129391262718399
9495,Oras Curtici,0.6879417817943092,0.23271495201051162,1.303296607460673
9538,Oras Ineu,0.732578715466551,0.23836897229937837,1.3129717194151331
9574,Oras Lipova,0.4382130039154625,0.11450533407733476,1.1293122798859807
9627,Oras Nadlac,1.486759945130975,0.5810170663249434,2.386732059056975
9654,Oras Pancota,1.0962072212819818,0.3644297636179201,1.5733902293669386
9690,Oras Sebis,0.5330112871741197,0.1690633861687001,1.2034612308021657
9743,Almas,0.13114882098067382,0.03571664306360933,1.0370395722447021
9798,Apateu,0.20030292452002083,0.05759997453553889,1.0611205146213263
9832,Archis,0.30585481457490893,0.1033372125424119,1.1152464605288415
9887,Bata,0.2433874057749962,0.0716566434395769,1.0771876514580443
9930,Beliu,0.5658657432005476,0.16402379968099567,1.1962063030244223
10006,Birchis,0.4791743761817314,0.17181134907118267,1.2074543630590633
10051,Barsa,0.19537099596391597,0.0511550878099174,1.0539130127091512
10104,Barzava,0.1915407007745479,0.04315114877029558,1.0450971422653008
10195,Bocsig,0.20295349847205035,0.052262157182049074,1.0551441071791074
10239,Brazii,-0.0,0.0,1.0
10293,Buteni,0.08338293284429604,0.01796037541224893,1.0182888500245482
10346,Carand,0.3552875524488921,0.11776961534537289,1.1334907722447998
10373,Cermei,0.7117095082426829,0.23100520677876168,1.3003989218328842
10417,Chisindia,0.22907685773023675,0.0715429075329006,1.0770556960718525
10453,Conop,0.11464143452134454,0.026544185541020227,1.0272679921849075
10514,Covasint,0.9048623905249998,0.3963255845202902,1.6565220826947753
10532,Craiva,0.6143470846947778,0.22774855791113746,1.2949150309063853
10649,Dezna,0.025651946800986897,0.005089025406080694,1.0051150560563047
10701,Dieci,0.1253123092551699,0.03377380994556045,1.0349543515723347
10765,Ususau,0.052532315081838296,0.010468802135468858,1.0105795574288725
10827,Felnac,0.9742234618524269,0.3433255458841078,1.5228245803262457
10872,Ghioroc,0.7660288354492524,0.28720901872332283,1.40293582027217
10916,Graniceri,0.4919757330795488,0.1547190220328306,1.1830385706832265
10943,Gurahont,0.19190795820948142,0.04496322552784904,1.0470800986199722
11058,Halmagiu,0.024382108751157178,0.004309559546607278,1.0043282122349642
11174,Halmagel,-0.0,0.0,1.0
11236,Hasmas,0.16676648237501449,0.04807009384770544,1.0504975140890416
11307,Ignesti,-0.0,0.0,1.0
11352,Iratosu,1.1582048958598448,0.5218149825783294,2.0912407615610955
11398,Macea,0.6434708645848966,0.19657830051991032,1.2446763644137568
11423,Misca,1.5887189875320227,0.6598491967474232,2.9398725225336486
11478,Moneasa,0.09448423313368225,0.02102660789871269,1.021478222052165
11502,Olari,1.5422115972359949,0.5837030366590954,2.4021313823062944
11539,Paulis,0.533495752193437,0.15339139277918545,1.1811833608480873
11584,Oras Pecica,1.3578755238863633,0.5275274497656393,2.1165250753805056
11637,Peregu Mare,2.111759349194052,0.6951127273838538,3.2799007692885955
11664,Petris,0.08567787060064676,0.01733540073438633,1.0176412183234664
11735,Pilu,0.8090202291743158,0.29522190044800867,1.4188863141968704
11762,Plescuta,0.03886195175180214,0.008278002693460351,1.0083471000098243
11842,Savarsin,0.09862952764194777,0.021074289294384707,1.0215279760904372
11940,Secusigiu,0.8607094382278437,0.2604619472714368,1.3521954635200302
11995,Seleus,0.05239039175055271,0.010648717435442823,1.0107633331285928
12037,Semlac,0.9320701502107409,0.2861603295291083,1.4008747921509317
12055,Sintea Mare,1.638309409356263,0.6186181509519859,2.622044028828716
12091,Oras Santana,0.7976725082910747,0.2577588475814756,1.3472710274034148
12126,Socodor,0.6537057363113626,0.21904405394789117,1.2804819593924643
12144,Sagu,0.6736541858812851,0.20338244173409026,1.255307505620158
12206,Seitin,0.6005577905168082,0.19985254834151533,1.2497696492406196
12224,Sepreus,0.6166352604576686,0.2409427798367546,1.3174237375476603
12242,Sicula,0.16805019762175077,0.038903700488343906,1.0404784624684449
12288,Silindia,0.7045426995240193,0.24340102894517968,1.321704150093992
12340,Simand,0.6988814634278286,0.23541657541693606,1.3079017512645026
12368,Siria,0.8279744404558522,0.2807606376812254,1.3903577201004043
12402,Sistarovat,0.0760346956656914,0.01840332026569791,1.0187483521956078
12457,Taut,0.2192655659821195,0.050026560763998806,1.0526610099796387
12509,Tarnova,0.6507314940462462,0.22208160472436078,1.285481878398917
12572,Varadia De Mures,0.06621923467694607,0.012861831681785785,1.013029413809111
12643,Vinga,1.7894226758199565,0.6071452704886735,2.5454701824358943
12689,Varfurile,0.13310960579889636,0.03254219628355881,1.0336368120227566
12778,Zabrani,0.19278440193415436,0.04375922679901123,1.0457617244792108
12812,Zarand,0.22582543828861384,0.066718701654645,1.071488308801358
12849,Zerind,0.5643088720326324,0.19546391901029658,1.2429523344308508
12876,Zimandu Nou,1.0891004602105818,0.481471667102749,1.9285349257822622
12912,Dorobanti,0.6043001107350997,0.20120513512561133,1.2518858645357605
12920,Frumuseni,0.3465767310078976,0.09130169816125377,1.1004752600247028
12938,Zadareni,0.268772226961812,0.06877525616224334,1.0738546270568448
13169,Municipiul Pitesti,0.08884752531350609,0.017074569192518374,1.017371174513708
13187,Bascov,0.07987092724425282,0.017852258202006754,1.0181767543132818
13276,Bradu,0.10972513405392695,0.027228444440616784,1.0279905845159703
13301,Oras Mioveni,0.068010080669983,0.014633129204691397,1.0148504375764944
13365,Maracineni,0.1309861677921764,0.032973429560204104,1.0340977492947356
13392,Oras Stefanesti,0.36364143774616936,0.1201492921390438,1.1365564533455272
13490,Municipiul Campulung,0.1589787767891246,0.041013111777241984,1.0427671246405146
13524,Valea Mare Pravat,0.7790137216024182,0.3548212126693536,1.549957964578138
13622,Municipiul Curtea De Arges,0.05968337535154525,0.011268232344042839,1.0113966524720421
13668,Oras Costesti,0.10611322963203589,0.026907074897641547,1.0276510847047944
13757,Oras Topoloveni,0.04094989955983924,0.008037941773887058,1.0081030738093562
13819,Albestii De Arges,0.04036975757828752,0.008657844990548114,1.0087334579154112
13891,Albestii De Muscel,-0.0,0.0,1.0
13935,Albota,0.029345768829557965,0.005953938798053837,1.0059896005129327
13999,Aninoasa,0.6938768685377039,0.3033085289613935,1.4353555936449607
14049,Arefu,-0.0,0.0,1.0
14085,Babana,-0.0,0.0,1.0
14165,Baiculesti,0.14516639331726755,0.03927584828929953,1.0408815040398054
14272,Balilesti,0.250862390630985,0.0802585800515625,1.0872621133623208
14352,Beleti-Negresti,0.08418986963403699,0.020809353373116624,1.021251585117567
14405,Berevoesti,0.856448935581468,0.4038447942092416,1.6774155291885267
14450,Barla,0.007281874139893346,0.001198321918005174,1.0011997596162496
14584,Bogati,0.091911574726888,0.023140932526237723,1.0236891208739887
14673,Boteni,0.1198929467195168,0.031991539427589366,1.0330488221235916
14726,Botesti,-0.0,0.0,1.0
14753,Bradulet,-0.0,0.0,1.0
14851,Budeasa,0.1470715776396349,0.0411361632842655,1.0429009435011791
14922,Bughea De Jos,0.5401648814387852,0.2169358136974726,1.2770345234683764
14940,Buzoesti,0.006339615538775836,0.0010242400861701917,1.0010252902295231
15064,Caldararu,0.03184695148022055,0.006551935771584194,1.0065951467494911
15108,Calinesti,0.07216625998972116,0.016521005432537095,1.016798534105757
15233,Cateasca,0.07268559599157401,0.016382934375721248,1.0166558053416075
15313,Cepari,-0.0,0.0,1.0
15402,Cetateni,0.8242209207918307,0.3831944444444444,1.6212564737671695
15448,Cicanesti,-0.0,0.0,1.0
15493,Ciofrangeni,-0.0,0.0,1.0
15554,Ciomagesti,-0.0,0.0,1.0
15652,Cocu,-0.0,0.0,1.0
15741,Corbeni,0.009154601050942148,0.0015543025375486241,1.001556722154744
15830,Corbi,0.0464440442352535,0.010217531044558026,1.0103230066858437
15901,Cosesti,0.46069874356697016,0.1734027796884412,1.2097790500953811
15983,Cotmeana,-0.0,0.0,1.0
16132,Cuca,-0.0,0.0,1.0
16285,Davidesti,0.7662469622296328,0.34693537915512473,1.5312420365174453
16329,Dambovicioara,-0.0,0.0,1.0
16365,Darmanesti,0.05207170694854419,0.011702344730013081,1.0118409111542577
16427,Dobresti,-0.0,0.0,1.0
16454,Domnesti,0.0893719289701684,0.022368501873425872,1.0228802999047089
16472,Dragoslavele,0.7567941514380064,0.3411328542185832,1.5177566621780776
16506,Draganu,-0.0,0.0,1.0
16551,Godeni,0.0428767558229643,0.00929594601871564,1.0093831714742243
16613,Harsesti,0.13728216135171098,0.03778383823079645,1.0392675156914057
16659,Hartiesti,0.8547048863641284,0.4027183467306732,1.6742519957315332
16739,Izvoru,0.648444772075313,0.2768722891852158,1.3828815920679487
16757,Leordeni,0.23049972575707536,0.07210444055587839,1.0777074960883253
16908,Leresti,0.3695721792136907,0.12942995270552682,1.1486726462824728
16944,Lunca Corbului,-0.0,0.0,1.0
17049,Malureni,0.42572139051503105,0.15854316834071125,1.188415094364468
17101,Merisani,0.35657885056755023,0.12591249958234485,1.1440502232581766
17209,Micesti,0.03221527815384908,0.0056060375948140395,1.005637642430224
17254,Mihaesti,0.7384936985160047,0.3261548918145918,1.4840205677130929
17334,Mioarele,-0.0,0.0,1.0
17398,Mirosi,-0.0,0.0,1.0
17423,Moraresti,-0.0,0.0,1.0
17496,Mosoaia,0.04166360353368385,0.008986157699212516,1.0090676409507557
17575,Mozaceni,-0.0,0.0,1.0
17619,Musatesti,0.09157925412458578,0.02303955089689036,1.0235828900934951
17726,Negrasi,0.08816461102229328,0.02200320091167951,1.0224982340762165
17771,Nucsoara,-0.0,0.0,1.0
17824,Oarja,0.18999075553626754,0.056555754548025305,1.0599460485562995
17851,Pietrosani,0.29021607724122944,0.09662187718120396,1.1069561845041325
17913,Poienarii De Arges,0.10968687895667578,0.02869346854324517,1.0295411053194619
17968,Poienarii De Muscel,0.3972121072813144,0.1448370631775202,1.1693677975751495
18028,Poiana Lacului,0.010587031276214433,0.0018345803217212353,1.0018379521926462
18162,Popesti,-0.0,0.0,1.0
18242,Priboieni,0.14861710468454456,0.04167124626404162,1.043483247373712
18331,Ratesti,0.3828606695410961,0.13139677668244198,1.151273646188628
18411,Recea,0.18985622062343682,0.05650567066729606,1.0598897830231373
18475,Rociu,0.03339033672004857,0.0069256570414870655,1.0069739562708413
18527,Rucar,0.08944958615361809,0.021262122824761698,1.0217240216411434
18554,Salatrucu,0.04953720793471306,0.011029072608061297,1.0111520695933363
18581,Sapata,0.023636873514522524,0.004626927116152091,1.0046484350865015
18670,Schitu Golesti,0.6208701507625026,0.2611931315727771,1.3535337078400569
18741,Slobozia,0.13336791643225604,0.03646157827641394,1.0378413330017409
18778,Stalpeni,0.0440569828651504,0.009599108944363888,1.0096921448991554
18858,Stoenesti,0.5435644431995964,0.21875,1.28
18938,Stolnici,0.2051028321863354,0.06224832092841637,1.0663803886654142
19007,Suseni,0.07040112907799836,0.015118391909284101,1.0153504662744108
19114,Stefan Cel Mare,-0.0,0.0,1.0
19141,Suici,-0.0,0.0,1.0
19212,Teiu,0.14431028218639022,0.040184089414858626,1.041866454777105
19249,Tigveni,0.034280386319742936,0.007142765380712124,1.0071941515171121
19338,Titesti,0.21715744177739027,0.06688212964846807,1.0716759712503112
19392,Uda,-0.0,0.0,1.0
19560,Ungheni,-0.0,0.0,1.0
19631,Valea Danului,-0.0,0.0,1.0
19695,Valea Iasului,-0.0,0.0,1.0
19793,Vedea,-0.0,0.0,1.0
19999,Vladesti,0.46763990530542066,0.17931609899902257,1.2184959383025706
20048,Raca,-0.0,0.0,1.0
20055,Vulturesti,0.15943849048637668,0.04546123684802095,1.047626391512801
20063,Bughea De Sus,0.8957430109609616,0.42949286341488613,1.7528264518927892
20297,Municipiul Bacau,0.12425864285227661,0.026088895341128904,1.0267877583655511
20313,Hemeius,0.04421580825141773,0.008042736957387442,1.0081079470427163
20359,Letea Veche,0.017327315452578797,0.0029186393271440902,1.0029271827177417
20411,Magura,0.0178315204687243,0.0030154503381985,1.0030245707811836
20466,Margineni,0.025676657365486598,0.004326215190821214,1.0043450126505544
20563,Municipiul Onesti,0.10597936229883675,0.021586370747681438,1.0220626227009708
20607,Gura Vaii,0.40024765957791286,0.14627986872454346,1.171344054527567
20670,Stefan Cel Mare,0.7161705054596024,0.3165512942933457,1.4631675964124424
20778,Oras Buhusi,0.4835147382088149,0.17811162851839846,1.2167102427758167
20821,Oras Comanesti,0.25889237339945137,0.07564453729656218,1.081834900477925
20876,Municipiul Moinesti,0.33448764533459413,0.10734467834401973,1.1202532217529189
20910,Oras Slanic-Moldova,0.020640847264685624,0.0039535303261633015,1.003969222768751
20965,Oras Targu Ocna,0.15127494913258258,0.03699115452195023,1.0384120610061347
21007,Agas,0.2853719594990555,0.08685092367213598,1.0951114400962854
21098,Ardeoani,-0.0,0.0,1.0
21123,Asau,0.20657018010970526,0.0628080141611862,1.067017233512695
21196,Balcani,0.3147309984646066,0.0823443848231381,1.0897334288171578
21249,Beresti-Bistrita,0.4967516514406406,0.19416544769232735,1.2409495189009887
21338,Beresti-Tazlau,0.007089904400475189,0.0011625650010276267,1.0011639181315113
21418,Berzunti,0.45979343199287226,0.17537254431897098,1.212668815609756
21454,Barsanesti,0.040500004823298484,0.008036514336917544,1.0081016231474946
21506,Blagesti,0.5590213416544163,0.22419886045561876,1.2889901148988878
21560,Bogdanesti,-0.0,0.0,1.0
21597,Brusturoasa,0.0600465130015051,0.012287203702226024,1.0124400572193475
21668,Buhoci,0.02086864699970189,0.0036126301170468222,1.0036257285331418
21720,Casin,0.13656896149451794,0.03754213240537463,1.0390065203573013
21757,Caiuti,0.15072048922292144,0.04240198315781374,1.0442795227350619
21855,Cleja,0.31026100966802894,0.08713406601678642,1.0954511092736086
21891,Colonesti,-0.0,0.0,1.0
21971,Corbasca,0.937969916118305,0.45762386642663355,1.843738944432612
22059,Cotofanesti,0.8425469891685472,0.3615619025875304,1.5663225676113428
22111,Damienesti,0.01896397257473527,0.0035842178379301703,1.0035971106661448
22166,Oras Darmanesti,0.43021306394883113,0.15358457704543416,1.1814529519196608
22237,Dealu Morii,-0.0,0.0,1.0
22380,Dofteana,0.10695572392009062,0.026629111122512206,1.0273576202317098
22460,Faraoani,0.2912550122251259,0.0752743014272993,1.0814017622128205
22488,Filipeni,-0.0,0.0,1.0
22576,Filipesti,0.20715276319990408,0.061193560165944794,1.0651822969778109
22665,Gaiceana,0.09837660937695644,0.021917194283302077,1.0224083218263325
22718,Ghimes-Faget,1.1877456342176433,0.5270595977749135,2.1144313222029827
22781,Garleni,0.12169198296140392,0.02734305532110226,1.0281117155135606
22834,Glavanesti,0.052412761336529966,0.01179350181870742,1.011934248398905
22898,Helegiu,-0.0,0.0,1.0
22941,Horgesti,0.01736968047109339,0.003238483269357495,1.0032490051180745
23047,Huruiesti,-0.0,0.0,1.0
23127,Izvoru Berheciului,-0.0,0.0,1.0
23207,Lipova,0.034135028353378706,0.007107230144016929,1.0071581044396645
23289,Livezi,0.3463495553540657,0.12126431736411836,1.1379986266181548
23350,Luizi-Calugara,0.0868607029902373,0.02030722321103884,1.0207281544706268
23387,Magiresti,-0.0,0.0,1.0
23449,Manastirea Casin,0.02653562001528749,0.004774854626073188,1.0047977632481133
23494,Motoseni,-0.0,0.0,1.0
23644,Negri,-0.0,0.0,1.0
23715,Nicolae Balcescu,0.18169675905077376,0.04488078220663794,1.0469897174829412
23797,Oituz,0.017647787945865877,0.0030349926875334887,1.0030442319091168
23868,Oncesti,-0.0,0.0,1.0
23948,Orbeni,0.009613510837360976,0.0016433842624654638,1.0016460894199128
23975,Palanca,0.0564809135055005,0.012890801818523867,1.013059144664311
24034,Parava,0.6697980133627514,0.28920465402020556,1.4068747152832746
24089,Parincea,0.1222072418584379,0.02666176141797083,1.027392082588692
