Siruta,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
30274,978.0,724.0,1108.0,1044.0,1076.0,796.0,1686.0,3262.0,2418.0,3282.0,3952.0,2568.0,2270.0,3482.0,8678.0,8352.0
30336,702.0,508.0,378.0,730.0,2122.0,0.0,0.0,0.0,908.0,1992.0,1958.0,4480.0,3158.0,3258.0,3780.0,1182.0
30416,528.0,1382.0,1044.0,872.0,846.0,742.0,668.0,0.0,0.0,0.0,0.0,2078.0,4820.0,9110.0,0.0,0.0
30719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116.0,1584.0,1088.0,720.0,1094.0,928.0,554.0,1260.0,970.0
30844,4044.0,2216.0,2480.0,0.0,0.0,0.0,0.0,400.0,616.0,0.0,0.0,0.0,0.0,942.0,2936.0,3942.0
30871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248.0,1118.0,528.0,442.0,228.0,120.0,2468.0,1674.0,1580.0
30915,0.0,0.0,0.0,410.0,616.0,628.0,1672.0,2650.0,1290.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
31057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.0,2358.0,2164.0,2706.0,2588.0,4026.0,2360.0,2396.0
31128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10788.0,15702.0,15330.0,13582.0,19142.0,22562.0,25958.0
31262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4186.0,3234.0,888.0,808.0,2298.0
31422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31510,20764.0,44720.0,32040.0,12980.0,5600.0,15420.0,14116.0,10820.0,12976.0,4050.0,7170.0,6606.0,5420.0,4508.0,6180.0,8228.0
31565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6096.0
31789,61284.0,52506.0,70800.0,66024.0,45660.0,57188.0,57200.0,38382.0,42818.0,17600.0,30226.0,33590.0,27200.0,25984.0,21442.0,20966.0
31976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,512.0,928.0,1024.0,1874.0,2492.0
32027,0.0,1368.0,814.0,342.0,474.0,560.0,1256.0,1202.0,1188.0,852.0,1122.0,1034.0,0.0,0.0,0.0,0.0
32161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
32394,126192.0,155290.0,159028.0,157520.0,142998.0,160558.0,165966.0,159232.0,114340.0,121302.0,131382.0,160854.0,144612.0,162624.0,230108.0,215070.0
32483,958.0,914.0,3702.0,2898.0,2280.0,3434.0,4250.0,10382.0,2924.0,15566.0,17454.0,11054.0,3970.0,9464.0,19174.0,11464.0
32544,278.0,0.0,600.0,1398.0,1040.0,4620.0,12090.0,470.0,886.0,0.0,548.0,0.0,554.0,788.0,370.0,1924.0
32599,350534.0,371092.0,402588.0,282126.0,385898.0,334164.0,307520.0,293988.0,227740.0,116618.0,107172.0,121486.0,92258.0,71972.0,84874.0,74734.0
32633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,444.0,494.0,1316.0,1342.0,12288.0
32704,1350.0,420.0,438.0,402.0,524.0,2338.0,728.0,618.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2372.0
32884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.0,944.0,1606.0
33382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2056.0
33541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,538.0,650.0,540.0,1152.0,2264.0
33729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,120.0,0.0,0.0,0.0,0.0,0.0,1286.0
34235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,302.0,1332.0,3614.0,2594.0,3104.0
34333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1194.0,2282.0,1402.0
34618,10324.0,5646.0,5176.0,3886.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,400.0,96.0,104.0,94.0,0.0
34690,0.0,0.0,0.0,340.0,732.0,1534.0,1832.0,2456.0,2036.0,10926.0,14616.0,18220.0,17928.0,14382.0,26006.0,14392.0
34903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,14.0,0.0,0.0,0.0
34985,0.0,0.0,0.0,0.0,146.0,1574.0,598.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35054,13516.0,5690.0,3510.0,2658.0,1432.0,0.0,0.0,0.0,0.0,0.0,50.0,874.0,4194.0,2546.0,3216.0,3476.0
35090,19506.0,17226.0,21142.0,19220.0,14518.0,13108.0,13550.0,10304.0,9488.0,11214.0,14152.0,12592.0,13196.0,11930.0,14134.0,18636.0
35269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0
35429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.0,304.0,8.0,0.0,0.0,0.0
35731,78220.0,78924.0,71384.0,86510.0,78732.0,79500.0,85992.0,81086.0,75526.0,75626.0,102346.0,104068.0,103658.0,110770.0,115550.0,129836.0
35759,108740.0,46256.0,43894.0,17562.0,4964.0,12022.0,16550.0,18266.0,23956.0,14794.0,19226.0,7470.0,4028.0,33800.0,5082.0,6656.0
36006,4176.0,3350.0,0.0,2392.0,3948.0,5364.0,4492.0,5308.0,3078.0,2858.0,6832.0,8896.0,6584.0,7406.0,9482.0,11874.0
38063,4904.0,4774.0,5286.0,5670.0,6032.0,5142.0,7538.0,6266.0,6016.0,5594.0,6292.0,2812.0,3332.0,3894.0,5996.0,7214.0
40198,955010.0,865258.0,884914.0,957136.0,987294.0,1044266.0,1255454.0,1261604.0,943436.0,1100188.0,1354826.0,1469330.0,1648238.0,1736430.0,2051894.0,2183388.0
40214,2760.0,1766.0,1040.0,5214.0,5674.0,1680.0,3006.0,4522.0,1592.0,4392.0,9672.0,1950.0,3534.0,5120.0,5710.0,3360.0
40241,0.0,0.0,1632.0,3202.0,3410.0,2902.0,4004.0,2188.0,1684.0,2218.0,3714.0,5340.0,8748.0,12140.0,6990.0,8058.0
40278,14020.0,18916.0,5642.0,12508.0,13192.0,11294.0,14678.0,18890.0,13462.0,13848.0,20116.0,19934.0,21046.0,23268.0,35538.0,30286.0
40303,698624.0,538206.0,560730.0,652686.0,712354.0,778638.0,760202.0,728658.0,482344.0,443794.0,531696.0,566998.0,624096.0,625830.0,752940.0,793846.0
40367,6368.0,5850.0,2908.0,11776.0,9156.0,14934.0,22360.0,36316.0,30476.0,34792.0,36144.0,43348.0,67740.0,78210.0,87032.0,100298.0
40394,2128.0,0.0,4110.0,5166.0,13338.0,10814.0,7216.0,17526.0,14430.0,20074.0,25276.0,22018.0,23514.0,26574.0,31902.0,27136.0
40438,4878.0,1858.0,4152.0,6680.0,5748.0,9356.0,13250.0,17110.0,63318.0,92210.0,141654.0,149554.0,142220.0,161110.0,178026.0,169046.0
40465,5496.0,5068.0,6946.0,1702.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1248.0,1620.0
40492,8210.0,21554.0,28852.0,38582.0,44576.0,39464.0,43948.0,94536.0,95530.0,93812.0,100206.0,119614.0,169918.0,158440.0,168242.0,169020.0
40606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,640.0
40633,30722.0,36502.0,57846.0,103022.0,91430.0,96358.0,123732.0,165610.0,143530.0,172818.0,215726.0,217190.0,277888.0,278652.0,269948.0,265284.0
40704,912.0,1648.0,1780.0,1728.0,680.0,790.0,1828.0,2444.0,1070.0,680.0,280.0,1742.0,3366.0,4958.0,6776.0,9578.0
40900,0.0,0.0,0.0,0.0,0.0,0.0,850.0,604.0,1112.0,926.0,2688.0,3744.0,3046.0,3052.0,6116.0,10944.0
40928,0.0,0.0,0.0,0.0,0.0,0.0,1830.0,1092.0,1522.0,504.0,552.0,592.0,470.0,124.0,0.0,500.0
40955,0.0,0.0,0.0,252.0,2504.0,706.0,256.0,1136.0,376.0,0.0,0.0,0.0,1172.0,1398.0,1028.0,1160.0
40991,704.0,470.0,688.0,1138.0,1660.0,2030.0,5738.0,17420.0,15456.0,8562.0,16424.0,57008.0,166470.0,107850.0,102492.0,152672.0
41033,3610.0,380.0,0.0,0.0,792.0,3770.0,1918.0,4478.0,2058.0,674.0,176.0,0.0,0.0,30.0,594.0,1238.0
41088,0.0,0.0,0.0,1360.0,712.0,332.0,524.0,15718.0,12608.0,7356.0,11374.0,8920.0,15458.0,10704.0,24414.0,18088.0
41113,240.0,1016.0,978.0,1794.0,908.0,50.0,108.0,44.0,0.0,0.0,0.0,0.0,652.0,862.0,1718.0,722.0
41177,0.0,0.0,0.0,668.0,1324.0,1756.0,1922.0,240.0,1428.0,316.0,48.0,0.0,110.0,2100.0,910.0,3474.0
41248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,1720.0
41284,0.0,0.0,0.0,0.0,242.0,246.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,238.0
41346,1740.0,1684.0,1544.0,794.0,374.0,0.0,0.0,0.0,0.0,606.0,1552.0,2070.0,1184.0,94.0,2618.0,0.0
41382,0.0,0.0,0.0,0.0,1390.0,992.0,2128.0,2092.0,5886.0,8344.0,13948.0,21492.0,16348.0,8488.0,6862.0,5792.0
41417,1274.0,576.0,0.0,26.0,796.0,324.0,1392.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41471,21024.0,49656.0,75130.0,107078.0,79698.0,74332.0,98650.0,140762.0,106270.0,107210.0,128934.0,210406.0,245632.0,229272.0,250716.0,321216.0
41621,0.0,12.0,0.0,0.0,60.0,376.0,1118.0,592.0,604.0,904.0,460.0,676.0,468.0,6136.0,6356.0,14414.0
41667,0.0,0.0,0.0,0.0,0.0,0.0,76.0,896.0,2340.0,1300.0,2666.0,4956.0,2976.0,4492.0,3196.0,6420.0
41738,0.0,0.0,0.0,0.0,0.0,0.0,136.0,464.0,408.0,1900.0,1332.0,1780.0,4562.0,5478.0,5618.0,5434.0
41818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,1216.0,1474.0,2000.0
41854,3402.0,2224.0,1820.0,2218.0,2802.0,756.0,50.0,0.0,0.0,0.0,44.0,676.0,368.0,4412.0,3968.0,5466.0
41925,0.0,0.0,0.0,796.0,10714.0,10462.0,11760.0,11252.0,12166.0,11262.0,10268.0,9532.0,14558.0,18204.0,28926.0,27850.0
41943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0
42003,0.0,0.0,0.0,268.0,392.0,90.0,560.0,1272.0,3040.0,14234.0,19616.0,24396.0,32146.0,32212.0,45188.0,40678.0
42058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,396.0,174.0,426.0,554.0,884.0
42101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,468.0
42183,214.0,282.0,604.0,12.0,0.0,0.0,448.0,1104.0,560.0,100.0,780.0,88.0,484.0,0.0,0.0,716.0
42236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0
42398,2516.0,2588.0,1930.0,1464.0,1736.0,804.0,936.0,1724.0,996.0,330.0,448.0,1840.0,830.0,0.0,0.0,0.0
42449,0.0,0.0,0.0,0.0,0.0,950.0,1712.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0,2062.0
42464,5440.0,3078.0,3344.0,4402.0,6792.0,1372.0,840.0,8414.0,12342.0,13240.0,9002.0,7458.0,9714.0,12114.0,27976.0,31194.0
42480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.0,4000.0,3004.0,8074.0
42682,571246.0,494520.0,523874.0,476970.0,496080.0,495160.0,587960.0,578668.0,398176.0,362172.0,449070.0,426184.0,386482.0,369668.0,409944.0,427746.0
42708,568.0,578.0,470.0,3622.0,1782.0,42.0,636.0,452.0,398.0,568.0,980.0,990.0,996.0,976.0,0.0,102.0
42842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,150.0,252.0,252.0,530.0
43117,23948.0,18306.0,8602.0,11856.0,8170.0,2080.0,4530.0,3348.0,1528.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0
43331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6354.0,8412.0,9566.0,10528.0,6896.0
44177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6412.0,8544.0,9042.0,7414.0,5134.0,2518.0
44391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8200.0,648.0,22.0,3558.0,6790.0
44505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1772.0,2866.0,3016.0,5352.0,4852.0
44560,0.0,0.0,0.0,0.0,636.0,1196.0,2234.0,2802.0,1972.0,4236.0,2764.0,1206.0,924.0,974.0,858.0,930.0
44818,100578.0,100036.0,117028.0,117154.0,87682.0,86062.0,104980.0,126848.0,99478.0,72236.0,67444.0,91154.0,99878.0,110918.0,99740.0,103778.0
44845,6176.0,7032.0,7762.0,11256.0,18076.0,15354.0,16994.0,17452.0,13432.0,14076.0,11686.0,11478.0,14098.0,15022.0,17412.0,17364.0
44934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,428.0,1046.0,1470.0,1498.0
45003,14436.0,15060.0,21006.0,17974.0,11592.0,15864.0,2012.0,10724.0,13242.0,7564.0,7836.0,6074.0,11118.0,7572.0,4628.0,7622.0
45101,0.0,0.0,0.0,220.0,288.0,1162.0,248.0,598.0,764.0,800.0,958.0,4450.0,5392.0,5442.0,5676.0,7174.0
45245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,1006.0,316.0,38.0,100.0,590.0
45619,0.0,0.0,0.0,0.0,0.0,0.0,48.0,144.0,184.0,330.0,226.0,198.0,692.0,434.0,324.0,208.0
45753,0.0,0.0,0.0,0.0,34.0,88.0,12.0,334.0,130.0,186.0,114.0,182.0,122.0,148.0,132.0,230.0
46180,0.0,0.0,0.0,2104.0,2944.0,2948.0,5754.0,5350.0,3628.0,1550.0,1112.0,1544.0,1022.0,2206.0,2020.0,1684.0
46313,1320.0,1006.0,1092.0,762.0,582.0,794.0,2442.0,1080.0,792.0,1542.0,1346.0,2458.0,2144.0,1324.0,1540.0,872.0
46484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,56.0,36.0,130.0,198.0
46769,0.0,0.0,0.0,0.0,0.0,0.0,52.0,962.0,1178.0,454.0,492.0,402.0,342.0,280.0,174.0,214.0
46867,1162.0,1066.0,1962.0,2128.0,2304.0,0.0,4106.0,6520.0,5228.0,6430.0,4764.0,3106.0,1950.0,908.0,1466.0,1260.0
47079,0.0,0.0,0.0,0.0,0.0,62.0,64.0,1160.0,646.0,792.0,654.0,536.0,1780.0,856.0,1614.0,1752.0
47337,0.0,0.0,0.0,0.0,0.0,0.0,1444.0,7404.0,4632.0,3614.0,1822.0,3678.0,7000.0,6498.0,8096.0,7596.0
47373,484.0,400.0,10600.0,13308.0,9856.0,12828.0,14584.0,16506.0,12514.0,10058.0,9568.0,10032.0,13858.0,9470.0,8312.0,5386.0
47453,89982.0,85190.0,130740.0,96410.0,128172.0,129786.0,143154.0,142870.0,147216.0,129972.0,158754.0,152140.0,131478.0,142578.0,150146.0,151146.0
47630,1020.0,652.0,878.0,1206.0,1140.0,2340.0,3098.0,2374.0,1152.0,2004.0,790.0,1232.0,742.0,1472.0,534.0,1072.0
47916,806.0,1422.0,5712.0,594.0,1860.0,2192.0,2984.0,1352.0,180.0,1864.0,98.0,532.0,1630.0,474.0,462.0,1380.0
48325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1780.0
48682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3290.0,414.0,408.0,5578.0,5766.0,2002.0,0.0
48771,48.0,720.0,650.0,1162.0,566.0,758.0,774.0,866.0,3780.0,4702.0,6116.0,5414.0,3708.0,3978.0,3322.0,2996.0
49046,0.0,0.0,0.0,0.0,0.0,16.0,24.0,94.0,84.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
49313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,820.0,942.0,1002.0,834.0
49484,716.0,3728.0,5148.0,4554.0,3824.0,2860.0,6926.0,4696.0,2704.0,2276.0,5326.0,6540.0,12972.0,3754.0,4214.0,5462.0
49643,43836.0,40882.0,36794.0,55558.0,46156.0,54842.0,52952.0,48466.0,48574.0,31192.0,25974.0,25272.0,46084.0,22034.0,18614.0,25502.0
50022,0.0,0.0,0.0,1516.0,1824.0,1692.0,1866.0,2354.0,2210.0,1094.0,1128.0,4004.0,2368.0,2776.0,2962.0,2888.0
50102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0,1858.0,994.0
50228,0.0,0.0,0.0,48.0,1096.0,1172.0,1206.0,702.0,1228.0,1090.0,852.0,736.0,292.0,0.0,0.0,0.0
50790,47524.0,44508.0,50716.0,60138.0,64948.0,60142.0,48720.0,66796.0,94574.0,65408.0,64666.0,51730.0,52444.0,52274.0,68566.0,68968.0
50889,0.0,0.0,0.0,0.0,0.0,220.0,1296.0,1312.0,920.0,1184.0,480.0,1272.0,112.0,152.0,2034.0,2096.0
50923,1476592.0,1720614.0,1763526.0,1563522.0,1311220.0,1383874.0,1232750.0,1153106.0,850018.0,713616.0,859094.0,774816.0,851282.0,828340.0,929400.0,962794.0
50969,568.0,1456.0,1754.0,3108.0,4980.0,6486.0,6444.0,6686.0,4050.0,9058.0,4348.0,4756.0,1910.0,6160.0,22452.0,13590.0
51010,9122.0,9096.0,8694.0,26344.0,26946.0,36292.0,44952.0,55280.0,79992.0,44542.0,41224.0,35746.0,28010.0,31744.0,135438.0,79604.0
51056,260.0,308.0,808.0,0.0,14.0,2382.0,2092.0,2696.0,2002.0,1164.0,3658.0,3150.0,6222.0,1000.0,9154.0,10686.0
51118,1590.0,1854.0,1186.0,902.0,6278.0,8728.0,15898.0,33932.0,22474.0,17840.0,18618.0,10668.0,13682.0,14908.0,41678.0,41700.0
51207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2286.0,5370.0,5242.0,5690.0,2404.0,1344.0,15870.0,12562.0
51332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,230.0,812.0,796.0,1480.0
51449,0.0,0.0,0.0,0.0,0.0,0.0,434.0,316.0,216.0,0.0,0.0,0.0,598.0,2212.0,5536.0,7132.0
51546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226.0,626.0,284.0,278.0,264.0,510.0,7300.0,3040.0
51573,3126.0,4540.0,5024.0,3712.0,4692.0,4484.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3004.0,4590.0
51662,21054.0,26380.0,23716.0,24040.0,22414.0,21998.0,17480.0,26008.0,23258.0,20494.0,21096.0,22022.0,19138.0,19850.0,20560.0,18248.0
51699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4450.0,6294.0
51804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,132.0,124.0,0.0,0.0,60.0,172.0
51877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,704.0,696.0,648.0,684.0
52570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,700.0,0.0,0.0,90.0,680.0,1962.0
52696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,384.0,280.0,860.0,1024.0
52758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2326.0
52909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,534.0,1312.0,948.0,4222.0,1026.0
52936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,592.0,416.0,626.0,5234.0,6404.0
53210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1442.0
53274,5292.0,5390.0,8294.0,9002.0,10700.0,10056.0,7200.0,8506.0,5000.0,13512.0,8352.0,7724.0,9444.0,5310.0,24976.0,19268.0
53425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660.0,2444.0,1904.0,1922.0,2340.0,2884.0,0.0,3858.0
53489,0.0,0.0,0.0,0.0,0.0,0.0,1246.0,2630.0,3494.0,3552.0,10502.0,8778.0,9570.0,7734.0,22352.0,16774.0
53513,0.0,0.0,0.0,1544.0,2924.0,3260.0,2392.0,3518.0,19304.0,752.0,3836.0,3340.0,7004.0,1490.0,5542.0,8870.0
53577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0,1494.0
53639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66.0,288.0
53755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0
53791,384.0,164.0,0.0,0.0,272.0,4238.0,3796.0,4270.0,3264.0,2824.0,4150.0,5260.0,6916.0,5354.0,14692.0,13734.0
53853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,1056.0,3418.0,7962.0,9376.0,6586.0,10880.0,9000.0
54056,736.0,1820.0,3292.0,2526.0,5632.0,5586.0,6830.0,4958.0,8478.0,11692.0,10010.0,3918.0,1316.0,758.0,1892.0,3696.0
54109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,544.0,200.0,48.0,708.0,800.0,52.0,0.0
54270,6160.0,0.0,6852.0,9804.0,3910.0,7212.0,8738.0,7948.0,8138.0,4914.0,674.0,364.0,0.0,0.0,46.0,460.0
54412,96.0,686.0,1728.0,1646.0,1590.0,6578.0,2660.0,3650.0,3180.0,1432.0,3328.0,4794.0,8938.0,6404.0,9878.0,10044.0
54485,19684.0,21218.0,23382.0,23116.0,20208.0,28734.0,33908.0,29042.0,20704.0,15352.0,16446.0,30552.0,31646.0,22410.0,35604.0,30538.0
54537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,448.0,134.0
54617,3468.0,2226.0,1560.0,1422.0,3248.0,4506.0,5836.0,4312.0,7968.0,4162.0,8184.0,7602.0,6382.0,8392.0,16844.0,10340.0
54975,397266.0,474110.0,570118.0,662692.0,746602.0,808624.0,978506.0,898678.0,635960.0,634906.0,745594.0,841260.0,932490.0,986916.0,1217240.0,1409842.0
55008,3404.0,2332.0,5614.0,10224.0,17868.0,17742.0,16850.0,25220.0,17520.0,9142.0,18564.0,21166.0,25078.0,36778.0,52096.0,34914.0
55160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0
55259,63804.0,80052.0,90562.0,89314.0,81386.0,59804.0,91004.0,84664.0,67912.0,56056.0,94150.0,32356.0,41062.0,68748.0,59820.0,124302.0
55277,3932.0,5916.0,19430.0,17360.0,13526.0,17236.0,17354.0,22328.0,8742.0,2432.0,3448.0,3124.0,4162.0,5060.0,1848.0,0.0
55311,0.0,0.0,0.0,0.0,3222.0,5186.0,4590.0,4592.0,3446.0,520.0,320.0,0.0,0.0,0.0,0.0,0.0
55357,960.0,1200.0,1694.0,1224.0,2090.0,4270.0,7194.0,9924.0,5922.0,2708.0,4760.0,3824.0,6410.0,3796.0,31782.0,26176.0
55384,1772.0,580.0,3016.0,4042.0,5628.0,8450.0,13044.0,17268.0,9962.0,5510.0,8444.0,11534.0,14218.0,32660.0,14474.0,14926.0
55446,312.0,572.0,1216.0,1390.0,1370.0,1718.0,2772.0,4124.0,1980.0,1080.0,1628.0,1398.0,2176.0,3244.0,2720.0,4200.0
55473,11560.0,6700.0,3340.0,4960.0,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2136.0,0.0,0.0
55687,460.0,900.0,1456.0,2002.0,1590.0,2004.0,4240.0,4488.0,2824.0,5214.0,4460.0,4762.0,4004.0,2970.0,4300.0,7424.0
55838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,3054.0,4726.0,4440.0,7706.0,11416.0,20404.0,24004.0
55918,23140.0,14792.0,38194.0,23354.0,27372.0,32438.0,48238.0,64858.0,42028.0,13388.0,14190.0,10044.0,10842.0,8990.0,18878.0,14982.0
56014,18542.0,21204.0,30662.0,23102.0,26540.0,40740.0,42972.0,41470.0,22536.0,11644.0,9630.0,9342.0,9232.0,9876.0,7574.0,16596.0
56425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,2316.0
56461,0.0,0.0,0.0,168.0,1596.0,2286.0,4788.0,8304.0,4376.0,2656.0,1000.0,1476.0,1162.0,0.0,1268.0,1308.0
56568,1534.0,1052.0,4238.0,18948.0,8974.0,10348.0,13100.0,10748.0,8028.0,4592.0,6204.0,4738.0,2600.0,1758.0,4580.0,1106.0
56666,0.0,352.0,1524.0,1544.0,1788.0,2592.0,3528.0,4784.0,2312.0,1432.0,0.0,154.0,1246.0,1228.0,4370.0,6212.0
57163,1220.0,2114.0,6520.0,4840.0,5060.0,7352.0,9104.0,11444.0,6322.0,1712.0,2570.0,3228.0,2700.0,4416.0,3334.0,2426.0
57225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1088.0,1996.0,1390.0,2196.0,3792.0,5030.0,6810.0
57350,1712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57582,0.0,380.0,964.0,1172.0,1344.0,2148.0,2808.0,3566.0,2458.0,1532.0,0.0,80.0,558.0,1130.0,21094.0,31294.0
57644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,90.0,80.0,160.0,1256.0,2902.0,2738.0,3920.0
57706,0.0,0.0,0.0,0.0,0.0,678.0,3548.0,6882.0,10410.0,25534.0,24052.0,28520.0,37196.0,45038.0,53132.0,55390.0
57902,3138.0,5598.0,11204.0,10646.0,15828.0,25916.0,34836.0,47600.0,27514.0,10542.0,13000.0,14298.0,21552.0,21634.0,112448.0,63356.0
57948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.0,1346.0,0.0,0.0
