Siruta,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
58008,600.0,1100.0,814.0,1198.0,1800.0,3402.0,3734.0,5258.0,3808.0,2192.0,3104.0,2150.0,758.0,0.0,0.0,0.0
58204,732.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,730.0,2128.0,2686.0,2912.0
58259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,158.0,266.0,486.0,2970.0,5090.0,8876.0,19130.0
58357,0.0,0.0,0.0,0.0,184.0,788.0,1424.0,2792.0,1932.0,604.0,652.0,774.0,792.0,986.0,930.0,0.0
58464,728.0,3566.0,10974.0,11772.0,13900.0,18828.0,26412.0,36388.0,21278.0,10732.0,3198.0,3806.0,5022.0,2976.0,3522.0,8786.0
58534,320.0,800.0,2004.0,1820.0,2300.0,3644.0,5540.0,8376.0,4838.0,2920.0,2000.0,1584.0,2214.0,3678.0,4872.0,6514.0
58552,0.0,600.0,1712.0,1980.0,1816.0,1300.0,1868.0,2744.0,1300.0,388.0,644.0,826.0,4562.0,2136.0,2550.0,2628.0
58623,72.0,416.0,0.0,28.0,356.0,482.0,530.0,920.0,1002.0,512.0,728.0,86.0,0.0,0.0,0.0,0.0
58721,0.0,0.0,0.0,0.0,0.0,6846.0,8228.0,7328.0,6608.0,4244.0,7442.0,3378.0,1760.0,480.0,4842.0,4774.0
58918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,66.0,88.0,136.0,784.0,2486.0,2410.0,4262.0
59041,3328.0,2820.0,4758.0,3476.0,3980.0,6684.0,10416.0,12556.0,6906.0,2190.0,2240.0,3042.0,4564.0,3692.0,4952.0,5424.0
59238,0.0,0.0,972.0,1888.0,1668.0,2136.0,3976.0,6044.0,3504.0,1864.0,94.0,64.0,0.0,0.0,0.0,0.0
59283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,132.0,190.0,916.0,1200.0,778.0,0.0
59327,0.0,0.0,136.0,1324.0,1848.0,3024.0,5272.0,8808.0,4800.0,2598.0,3116.0,2272.0,2746.0,2576.0,2638.0,3288.0
59416,0.0,0.0,0.0,0.0,0.0,596.0,1236.0,2264.0,1420.0,464.0,670.0,900.0,1042.0,1128.0,1712.0,3048.0
59434,580.0,1750.0,4124.0,8640.0,23392.0,38050.0,55538.0,72448.0,37822.0,20720.0,2740.0,2272.0,5680.0,4904.0,28800.0,9118.0
59764,0.0,0.0,0.0,1976.0,4382.0,12994.0,14742.0,13992.0,8648.0,7048.0,9820.0,2030.0,1228.0,1306.0,956.0,948.0
59826,0.0,0.0,0.0,252.0,1084.0,1252.0,2108.0,3460.0,2244.0,1348.0,0.0,0.0,0.0,0.0,0.0,0.0
60026,0.0,944.0,3168.0,1540.0,2040.0,3476.0,5168.0,7744.0,4296.0,2820.0,0.0,0.0,0.0,0.0,0.0,0.0
60169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,710.0,1440.0,2708.0,2954.0
60419,2365292.0,2407490.0,2717264.0,2888848.0,2919166.0,2656800.0,3283424.0,3358504.0,2901964.0,2773066.0,2740854.0,3025156.0,2832806.0,2979170.0,3399180.0,3333404.0
60455,2222732.0,1682734.0,1693176.0,1518190.0,1457158.0,1419072.0,1559482.0,1437270.0,1096566.0,919168.0,973692.0,1157546.0,900536.0,1014636.0,1318252.0,1447854.0
60482,4089234.0,4053722.0,3741186.0,3945404.0,3705690.0,3443958.0,3504684.0,3479044.0,2933088.0,2183786.0,2356930.0,2552258.0,2310460.0,2465808.0,2603226.0,3207382.0
60507,608074.0,610668.0,320366.0,490682.0,257434.0,240522.0,74564.0,74906.0,73642.0,43610.0,150520.0,264536.0,218066.0,139774.0,349176.0,339824.0
60534,237252.0,199512.0,171136.0,203838.0,243226.0,227040.0,234722.0,188996.0,121204.0,174294.0,211980.0,229724.0,259068.0,267632.0,256564.0,282800.0
60570,0.0,0.0,3522.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,576.0,652.0,1562.0,126.0
60598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2260.0,4216.0,3630.0,5956.0,8152.0
60632,14700.0,13818.0,27960.0,29158.0,20796.0,25732.0,31530.0,37518.0,27424.0,24864.0,45816.0,58292.0,58732.0,74702.0,105818.0,79888.0
60687,14098.0,11292.0,14112.0,12892.0,10272.0,15502.0,13284.0,12502.0,8582.0,6520.0,10208.0,12054.0,14306.0,26610.0,19080.0,21182.0
60721,27482.0,16100.0,16380.0,9996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.0,1268.0,1082.0,1320.0,1594.0
60776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6014.0,13742.0
60801,0.0,0.0,0.0,0.0,886.0,946.0,1270.0,942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60847,30346.0,17766.0,17760.0,32310.0,16028.0,13682.0,18542.0,27924.0,28856.0,25608.0,25816.0,26838.0,35608.0,29704.0,11498.0,10230.0
60945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0
61513,0.0,0.0,4420.0,4080.0,4566.0,4960.0,5254.0,4562.0,4284.0,2336.0,0.0,0.0,0.0,0.0,0.0,0.0
62191,0.0,2398.0,12970.0,18914.0,14102.0,16776.0,24632.0,27612.0,48748.0,27646.0,19074.0,26868.0,15044.0,18322.0,12820.0,6592.0
62486,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,0.0,158.0,248.0,216.0
63125,2340.0,946.0,968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63286,189432.0,149338.0,201920.0,195834.0,167008.0,166828.0,187354.0,221624.0,261546.0,152156.0,186798.0,240520.0,186892.0,211592.0,271096.0,330044.0
63318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,358.0,458.0,520.0,416.0,488.0,476.0,672.0
63394,76264.0,63796.0,73344.0,85000.0,74060.0,70120.0,63006.0,73046.0,51420.0,47622.0,80958.0,66732.0,74142.0,76390.0,74186.0,55120.0
63447,2440.0,2656.0,3498.0,4926.0,5824.0,11888.0,8440.0,10602.0,8698.0,3330.0,3066.0,6164.0,3316.0,4840.0,5434.0,6644.0
63526,929028.0,845566.0,886592.0,836412.0,878042.0,792910.0,761138.0,864756.0,793280.0,707316.0,848554.0,761670.0,683424.0,745046.0,732660.0,790742.0
63553,3960.0,2880.0,1400.0,6180.0,1550.0,3000.0,0.0,20.0,206.0,474.0,1840.0,1866.0,740.0,2444.0,3664.0,4370.0
63580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,724.0,386.0,1114.0,1240.0,1562.0,2056.0,2740.0,2730.0
63688,4126.0,0.0,11040.0,8728.0,0.0,0.0,0.0,120.0,270.0,154.0,296.0,214.0,172.0,200.0,1184.0,1874.0
63740,10784.0,10678.0,4274.0,1914.0,4856.0,7544.0,9850.0,8398.0,8048.0,21060.0,40148.0,26524.0,30754.0,27216.0,32784.0,26826.0
63802,350.0,586.0,2376.0,3600.0,714.0,6684.0,0.0,0.0,0.0,0.0,374.0,208.0,0.0,0.0,0.0,3588.0
64041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,160.0,34.0,2860.0,5178.0
64096,830.0,1458.0,4380.0,2228.0,4112.0,2034.0,2008.0,1986.0,560.0,878.0,3680.0,2396.0,1930.0,1170.0,1046.0,2032.0
64194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924.0,690.0,4062.0,3666.0,2160.0,5104.0,6064.0,3764.0
64318,0.0,806.0,296.0,684.0,460.0,1852.0,1508.0,1238.0,1718.0,1394.0,1240.0,3180.0,1190.0,1984.0,1226.0,1062.0
64425,0.0,0.0,0.0,146.0,914.0,702.0,2024.0,1254.0,822.0,894.0,838.0,602.0,154.0,3362.0,4112.0,1456.0
64504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.0,1558.0,0.0,2130.0,0.0,0.0
64568,1962.0,4086.0,5970.0,4682.0,2308.0,3610.0,4116.0,2808.0,3918.0,0.0,6562.0,6166.0,10454.0,10768.0,5670.0,2184.0
64639,0.0,0.0,0.0,44.0,0.0,284.0,0.0,134.0,1826.0,1888.0,4910.0,4820.0,2934.0,2540.0,3126.0,5970.0
64773,5532.0,5262.0,7132.0,2890.0,3270.0,3846.0,2120.0,2468.0,1506.0,1196.0,2964.0,2146.0,2572.0,8910.0,5060.0,2006.0
64826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,96.0,0.0,0.0,0.0,0.0
64871,35912.0,32440.0,31518.0,23502.0,2248.0,6008.0,0.0,96.0,18042.0,20328.0,43230.0,33752.0,42676.0,54146.0,54026.0,102868.0
64906,4560.0,1876.0,862.0,1604.0,604.0,0.0,0.0,0.0,364.0,5334.0,8670.0,9708.0,7332.0,6370.0,5984.0,5578.0
64997,0.0,0.0,0.0,0.0,18.0,0.0,0.0,150.0,128.0,0.0,196.0,0.0,148.0,0.0,0.0,0.0
65011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,378.0,560.0,960.0,670.0,626.0,344.0,268.0
65048,6676.0,2430.0,6544.0,2922.0,2800.0,4936.0,2562.0,5500.0,6272.0,1916.0,6112.0,5408.0,2746.0,4988.0,8828.0,8076.0
65113,0.0,0.0,0.0,0.0,0.0,0.0,1202.0,698.0,4548.0,2390.0,1846.0,3600.0,3142.0,3088.0,6604.0,11782.0
65121,0.0,74.0,0.0,0.0,0.0,0.0,82.0,52.0,646.0,732.0,2170.0,1274.0,1280.0,1286.0,1200.0,1104.0
65147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0,2790.0,2588.0,3690.0,1146.0
65154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,728.0
65342,90026.0,91734.0,101378.0,98660.0,90364.0,104324.0,115036.0,124942.0,94224.0,90468.0,113774.0,115304.0,147270.0,139116.0,131096.0,127768.0
65379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3274.0,5820.0,3970.0,6812.0,22664.0,26268.0,20922.0
65413,0.0,0.0,0.0,0.0,1600.0,3368.0,3530.0,4128.0,2194.0,2136.0,2080.0,1884.0,1952.0,3420.0,1810.0,608.0
65501,0.0,0.0,0.0,0.0,542.0,720.0,1010.0,874.0,496.0,632.0,342.0,366.0,144.0,426.0,344.0,620.0
65609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,2414.0,2248.0,3102.0,2692.0,3876.0,2248.0
65681,2914.0,5496.0,6494.0,5504.0,5204.0,6932.0,6956.0,6872.0,1200.0,11066.0,16448.0,10928.0,16202.0,10354.0,10170.0,7374.0
65841,3764.0,7372.0,6688.0,10122.0,9540.0,9610.0,10962.0,24086.0,19332.0,30412.0,23338.0,26418.0,15624.0,21748.0,17112.0,9904.0
65921,259616.0,234474.0,231598.0,242500.0,269430.0,259140.0,267886.0,288494.0,243090.0,193164.0,211728.0,206734.0,175548.0,175140.0,183570.0,177542.0
66081,82.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,564.0,20.0,724.0,440.0,810.0,288.0,1202.0,160.0
66438,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1180.0,1050.0,964.0,1376.0,1250.0,662.0,1064.0,884.0,794.0
66731,0.0,0.0,0.0,0.0,88.0,304.0,214.0,102.0,124.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
66857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,4130.0,3326.0,3066.0
66955,0.0,0.0,0.0,0.0,0.0,32.0,270.0,754.0,824.0,292.0,304.0,104.0,218.0,2668.0,1878.0,1760.0
67327,2014.0,930.0,1312.0,1284.0,4496.0,7570.0,6946.0,8178.0,3334.0,5836.0,7166.0,3004.0,4730.0,2998.0,2118.0,2062.0
67737,0.0,0.0,0.0,0.0,0.0,0.0,42.0,114.0,1008.0,3578.0,1998.0,1216.0,1874.0,2970.0,1448.0,834.0
67906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0
68182,159808.0,129238.0,129288.0,112710.0,95162.0,85366.0,105406.0,123876.0,84088.0,65030.0,75222.0,70936.0,85468.0,79698.0,76470.0,107160.0
68404,188.0,16.0,90.0,0.0,16.0,0.0,0.0,766.0,1916.0,4020.0,6000.0,5972.0,6072.0,11166.0,11650.0,14738.0
68468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714.0,6286.0,6168.0,3330.0,2476.0,4546.0,4034.0
68716,0.0,0.0,0.0,722.0,2824.0,5590.0,3616.0,4738.0,4210.0,2582.0,2344.0,2484.0,2460.0,2792.0,3298.0,13990.0
68921,13842.0,7118.0,14810.0,21832.0,7656.0,11194.0,12156.0,9458.0,8676.0,10816.0,6660.0,2212.0,1798.0,240.0,0.0,40.0
69250,0.0,0.0,0.0,500.0,678.0,2980.0,1640.0,1552.0,598.0,288.0,1244.0,0.0,0.0,0.0,0.0,0.0
69303,2922.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,360.0,922.0,1052.0
69900,157584.0,153264.0,103716.0,150944.0,162880.0,178420.0,243056.0,269060.0,130812.0,113510.0,179776.0,218126.0,239894.0,237346.0,287800.0,268430.0
69964,1360.0,2184.0,646.0,450.0,1152.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3880.0
70094,472.0,926.0,740.0,836.0,1326.0,1908.0,0.0,0.0,0.0,0.0,20.0,330.0,284.0,284.0,374.0,50.0
70316,0.0,0.0,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70352,3676.0,3840.0,0.0,2090.0,2004.0,548.0,0.0,0.0,0.0,0.0,3598.0,15826.0,22502.0,29782.0,23188.0,22366.0
70414,6192.0,2172.0,2688.0,1944.0,1020.0,1436.0,962.0,824.0,534.0,708.0,2040.0,5286.0,7288.0,4050.0,7124.0,5304.0
70566,9542.0,11022.0,7482.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,3698.0,6256.0
71199,530.0,582.0,80.0,56.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,412.0,112.0,0.0,0.0,0.0
72221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,118.0,122.0
72409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5044.0,9266.0,10754.0,11022.0,14014.0,10998.0,8596.0
72533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,194.0,162.0,342.0,1088.0
72579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0
73068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4586.0,5236.0,10576.0,9906.0,4578.0,5366.0,7096.0,6196.0
73629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3504.0,8196.0,12230.0,11528.0,10154.0,7842.0
73852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,1386.0,1080.0,2624.0,1424.0,1342.0,314.0
74875,0.0,0.0,0.0,0.0,0.0,4466.0,7034.0,5864.0,7446.0,6394.0,22210.0,23432.0,22348.0,19148.0,22380.0,18714.0
75098,179564.0,196984.0,192300.0,217828.0,211936.0,234814.0,260718.0,282782.0,197772.0,150002.0,195416.0,201248.0,248668.0,226938.0,253518.0,258926.0
75114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0
75203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6950.0,10926.0,11072.0,5908.0,13894.0,26954.0
75819,972.0,2936.0,4280.0,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,3128.0,1370.0
76353,0.0,0.0,0.0,0.0,0.0,0.0,772.0,0.0,0.0,0.0,4064.0,4070.0,4358.0,3112.0,3612.0,6018.0
76763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
77331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0,570.0,0.0,0.0,0.0
77812,125014.0,107734.0,106490.0,121446.0,123888.0,125946.0,152238.0,161518.0,134700.0,136124.0,164788.0,221440.0,215080.0,195556.0,151656.0,141964.0
78141,6424.0,11776.0,3028.0,2278.0,1992.0,5262.0,2176.0,2360.0,2454.0,3634.0,4242.0,2766.0,4496.0,2582.0,1852.0,1522.0
78258,3002.0,1794.0,2290.0,1238.0,5614.0,17052.0,13316.0,9712.0,14484.0,7924.0,22640.0,32058.0,30966.0,14608.0,38304.0,37222.0
78329,3544.0,8682.0,4416.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5032.0,11336.0,16454.0,15840.0,9974.0,9010.0,8704.0
78668,0.0,0.0,0.0,0.0,0.0,1520.0,656.0,918.0,678.0,2516.0,1934.0,398.0,300.0,154.0,312.0,2978.0
78711,8142.0,1656.0,4514.0,2226.0,2856.0,1798.0,0.0,1026.0,7316.0,10442.0,21758.0,26608.0,26506.0,41506.0,42544.0,46524.0
79308,0.0,0.0,0.0,0.0,0.0,3162.0,2624.0,7226.0,4578.0,4496.0,3290.0,3684.0,4272.0,7058.0,5694.0,4456.0
79585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0,96.0,256.0,424.0
79736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,740.0,1008.0,736.0,712.0,264.0,198.0,164.0
79834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,388.0,490.0,1554.0,112.0,124.0,72.0,134.0,662.0
80908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360.0,0.0,0.0,0.0,184.0,994.0,856.0,188.0
81095,0.0,0.0,0.0,444.0,884.0,976.0,992.0,200.0,800.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0
81184,0.0,0.0,0.0,12.0,882.0,3454.0,4836.0,4202.0,2872.0,2990.0,2486.0,1996.0,1134.0,570.0,918.0,2950.0
81380,96.0,16.0,8.0,136.0,4878.0,6780.0,7872.0,8022.0,6310.0,5660.0,8174.0,4210.0,7156.0,6718.0,3830.0,7538.0
81576,202.0,0.0,24.0,0.0,0.0,0.0,0.0,894.0,2346.0,2284.0,2626.0,2866.0,2520.0,2388.0,2078.0,1236.0
81754,41124.0,52588.0,42522.0,40742.0,27196.0,29762.0,25432.0,37484.0,37838.0,27140.0,26078.0,31898.0,28076.0,28154.0,15646.0,23366.0
82430,6366.0,16888.0,0.0,18.0,978.0,476.0,842.0,5826.0,13918.0,1742.0,1288.0,1406.0,4190.0,26780.0,21024.0,19840.0
82617,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,1170.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0
82895,12640.0,7336.0,4004.0,11008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83133,8540.0,6336.0,36662.0,41890.0,63818.0,40580.0,44222.0,10118.0,7486.0,20918.0,24468.0,51040.0,55692.0,56598.0,67476.0,71472.0
83151,0.0,168.0,64.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,1798.0,584.0,372.0,0.0,0.0
83197,1864.0,2906.0,2222.0,1802.0,2592.0,3254.0,2236.0,5288.0,2698.0,1548.0,0.0,652.0,880.0,1230.0,496.0,924.0
83320,96682.0,73720.0,100230.0,106476.0,112002.0,116726.0,137808.0,156934.0,147238.0,138458.0,132220.0,118888.0,112720.0,115734.0,163036.0,154596.0
83428,405160.0,348280.0,332774.0,357192.0,292464.0,272398.0,244908.0,161380.0,131688.0,125890.0,183576.0,237044.0,239100.0,245340.0,280844.0,336398.0
83464,98.0,552.0,812.0,592.0,760.0,814.0,830.0,150.0,362.0,8732.0,13092.0,5134.0,4562.0,1446.0,1420.0,276.0
83491,73364.0,6426.0,3246.0,2090.0,1774.0,762.0,1386.0,6140.0,2124.0,8488.0,7252.0,13678.0,13616.0,14486.0,28662.0,34034.0
83525,76.0,194.0,842.0,1824.0,584.0,0.0,256.0,570.0,744.0,796.0,1004.0,426.0,22.0,58.0,72.0,72.0
83561,27278.0,26694.0,27482.0,42624.0,41374.0,45704.0,31790.0,30336.0,25230.0,28206.0,50964.0,61394.0,59444.0,58198.0,74748.0,77356.0
83632,8052.0,9264.0,4836.0,4398.0,1986.0,3562.0,3456.0,6606.0,2004.0,932.0,1440.0,1210.0,1812.0,3530.0,13624.0,21284.0
83749,43306.0,27994.0,34722.0,26262.0,15372.0,21844.0,11136.0,25518.0,24746.0,18456.0,18068.0,23798.0,21044.0,23940.0,26352.0,22432.0
83785,0.0,0.0,58.0,1044.0,550.0,640.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83963,0.0,0.0,0.0,0.0,148.0,160.0,134.0,326.0,0.0,0.0,72.0,112.0,1120.0,852.0,1114.0,1514.0
83981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2452.0,3226.0,3122.0,2646.0,4366.0,4630.0
84086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3184.0,2136.0,3184.0,6844.0
84102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,3820.0,608.0,12.0,300.0
84175,12.0,1126.0,2886.0,1484.0,952.0,3546.0,1748.0,3334.0,1298.0,804.0,690.0,1932.0,3238.0,5154.0,8374.0,8876.0
84237,696.0,140.0,464.0,1142.0,592.0,340.0,160.0,506.0,118.0,0.0,0.0,182.0,204.0,354.0,180.0,852.0
84264,1782.0,3118.0,3292.0,4676.0,3978.0,1172.0,550.0,1034.0,148.0,648.0,310.0,918.0,0.0,0.0,1244.0,2538.0
84344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.0,1512.0,494.0,1600.0,1214.0
84380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
84415,7568.0,13356.0,12868.0,13618.0,3406.0,704.0,3686.0,9780.0,6436.0,528.0,2734.0,2368.0,3960.0,3666.0,2190.0,3028.0
84558,2324.0,2480.0,4292.0,3452.0,0.0,0.0,70.0,0.0,392.0,2356.0,1258.0,7400.0,11458.0,9342.0,8604.0,14526.0
84594,598.0,588.0,246.0,350.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,978.0,1596.0,3772.0
84629,796.0,1702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,0.0,0.0,0.0,110.0,0.0
84656,0.0,0.0,0.0,676.0,1554.0,1498.0,1594.0,2412.0,6810.0,1166.0,2614.0,1404.0,5296.0,11546.0,15710.0,16284.0
84754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,692.0,1464.0,1814.0,1034.0,1790.0
84825,460.0,196.0,272.0,520.0,1048.0,1414.0,2020.0,272.0,2604.0,0.0,80.0,158.0,3624.0,3920.0,5712.0,9126.0
85056,258.0,250.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,120.0,156.0,288.0,450.0,410.0
85127,0.0,94.0,44.0,32.0,24.0,0.0,196.0,0.0,0.0,0.0,0.0,1062.0,1396.0,554.0,148.0,364.0
85243,0.0,0.0,0.0,0.0,0.0,452.0,548.0,0.0,0.0,0.0,206.0,480.0,908.0,0.0,0.0,0.0
85341,11644.0,14522.0,15438.0,18932.0,17250.0,18410.0,18122.0,17734.0,11070.0,12752.0,12404.0,30592.0,41596.0,51678.0,72118.0,82574.0
85412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
85528,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,1582.0,592.0,1882.0,548.0,4088.0,664.0
85626,0.0,0.0,108.0,76.0,0.0,114.0,280.0,30.0,0.0,0.0,0.0,136.0,94.0,100.0,1374.0,0.0
85680,0.0,0.0,0.0,0.0,10.0,54.0,192.0,660.0,390.0,118.0,70.0,468.0,300.0,1206.0,662.0,1770.0
85760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,1192.0,4618.0,4468.0,2628.0,2976.0,2960.0
85840,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85877,228.0,380.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218.0,0.0,0.0
85920,0.0,3290.0,20140.0,13530.0,9492.0,10126.0,6304.0,12494.0,9420.0,6768.0,0.0,4876.0,360.0,0.0,0.0,306.0
85984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,926.0
86188,680.0,808.0,520.0,564.0,1486.0,522.0,198.0,1438.0,2010.0,0.0,0.0,156.0,156.0,96.0,0.0,0.0
86311,0.0,400.0,534.0,502.0,48.0,0.0,0.0,0.0,1072.0,598.0,0.0,0.0,148.0,44.0,56.0,750.0
86339,15270.0,28184.0,27430.0,34784.0,40336.0,31536.0,29732.0,26864.0,25950.0,21732.0,36590.0,14876.0,7334.0,10698.0,3374.0,8082.0
86366,2666.0,4150.0,5144.0,5228.0,3904.0,2130.0,2078.0,3992.0,1210.0,3420.0,1184.0,7870.0,15338.0,13550.0,18316.0,28080.0
86438,4342.0,1952.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294.0,766.0,1190.0,1694.0
86446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682.0,2488.0,5252.0,5834.0
